Residual,Connection,Atom,Shift,Residual Num
B-L-GALP1OME, ,H1,4.48,1
B-L-GALP1OME, ,H2,3.69,1
B-L-GALP1OME, ,H3,3.74,1
B-L-GALP1OME, ,H4,3.99,1
B-L-GALP1OME, ,H61,3.77,1
B-L-GALP1OME, ,H62,3.85,1
B-L-FUCP,2,H1,4.62,2
B-L-FUCP,2,H2,3.5,2
B-L-FUCP,2,H3,3.67,2
B-L-FUCP,2,H4,3.76,2
B-L-FUCP,2,H5,3.79,2
B-L-FUCP,2,H6,1.27,2
B-L-GALP1OME, ,C1,103.6,1
B-L-GALP1OME, ,C2,79.4,1
B-L-GALP1OME, ,C3,72.8,1
B-L-GALP1OME, ,C4,69.6,1
B-L-GALP1OME, ,C5,76.2,1
B-L-GALP1OME, ,C6,62.2,1
B-L-GALP1OME, ,OMe,58.4,1
B-L-FUCP,2,C1,104.8,2
B-L-FUCP,2,C2,72.2,2
B-L-FUCP,2,C3,74.1,2
B-L-FUCP,2,C4,72.6,2
B-L-FUCP,2,C5,72.0,2
B-L-FUCP,2,C6,16.6,2
