Residual,Connection,Atom,Shift,Residual Num
B-D-MANPA1NAC3NAC, ,H1,4.9,1
B-D-MANPA1NAC3NAC, ,H2,4.4,1
B-D-MANPA1NAC3NAC, ,H3,4.33,1
B-D-MANPA1NAC3NAC, ,H4,3.93,1
B-D-MANPA1NAC3NAC, ,H5,4.03,1
A-D-GLCP,4,H1,5.07,2
A-D-GLCP,4,H2,3.36,2
A-D-GLCP,4,H3,3.58,2
A-D-GLCP,4,H4,3.4,2
A-D-GLCP,4,H5,3.69,2
A-D-GLCP,4,H61,3.98,2
A-D-GLCP,4,H62,3.88,2
B-D-MANPA1NAC3NAC, ,C1,101.2,1
B-D-MANPA1NAC3NAC, ,C2,52.45,1
B-D-MANPA1NAC3NAC, ,C3,54.05,1
B-D-MANPA1NAC3NAC, ,C4,73.2,1
B-D-MANPA1NAC3NAC, ,C5,78.8,1
B-D-MANPA1NAC3NAC, ,C6,175.1,1
A-D-GLCP,4,C1,100.2,2
A-D-GLCP,4,C2,72.5,2
A-D-GLCP,4,C3,73.9,2
A-D-GLCP,4,C4,70.05,2
A-D-GLCP,4,C5,72.3,2
A-D-GLCP,4,C6,69.4,2
