Residual,Connection,Atom,Shift,Residual Num
B-D-GLCP1OME, ,H1,4.52,1
B-D-GLCP1OME, ,H2,3.45,1
B-D-GLCP1OME, ,H3,3.59,1
B-D-GLCP1OME, ,H4,3.41,1
B-D-GLCP1OME, ,H5,3.44,1
B-D-GLCP1OME, ,H61,3.72,1
B-D-GLCP1OME, ,H62,3.93,1
B-L-FUCP,2,H1,4.6,2
B-L-FUCP,2,H2,3.48,2
B-L-FUCP,2,H3,3.65,2
B-L-FUCP,2,H4,3.74,2
B-L-FUCP,2,H5,3.76,2
B-L-FUCP,2,H6,1.25,2
B-D-GLCP1OME, ,C1,104.4,1
B-D-GLCP1OME, ,C2,81.3,1
B-D-GLCP1OME, ,C3,75.7,1
B-D-GLCP1OME, ,C4,71.0,1
B-D-GLCP1OME, ,C5,77.0,1
B-D-GLCP1OME, ,C6,62.2,1
B-D-GLCP1OME, ,OMe,58.5,1
B-L-FUCP,2,C1,103.5,2
B-L-FUCP,2,C2,72.2,2
B-L-FUCP,2,C3,74.2,2
B-L-FUCP,2,C4,72.7,2
B-L-FUCP,2,C5,72.1,2
B-L-FUCP,2,C6,16.6,2
