Residual,Connection,Atom,Shift,Residual Num
B-D-RHAP, ,H1,4.951,1
B-D-RHAP, ,H2,4.186,1
B-D-RHAP, ,H3,3.907,1
B-D-RHAP, ,H6,1.33,1
B-D-GALP,2,H1,4.34,2
B-D-GALP,2,H2,3.437,2
B-D-GALP,2,H3,3.708,2
B-D-GALP,2,H4,4.136,2
B-D-GALP,2,H5,3.636,2
B-D-GALP,2,H6,3.74,2
B-D-MANP," 2, 4",H1,4.85,3
B-D-MANP," 2, 4",H2,4.478,3
B-D-MANP," 2, 4",H3,3.779,3
B-D-MANP," 2, 4",H4,3.833,3
B-D-MANP," 2, 4",H5,3.379,3
B-D-MANP," 2, 4",H61,3.939,3
B-D-MANP," 2, 4",H62,3.784,3
A-D-GALPA," 2, 4, 2",H1,5.721,4
A-D-GALPA," 2, 4, 2",H2,3.963,4
A-D-GALPA," 2, 4, 2",H3,4.036,4
A-D-GALPA," 2, 4, 2",H4,4.309,4
A-D-GALPA," 2, 4, 2",H5,4.733,4
A-D-GLCPA," 2, 4, 2, 2",H1,5.321,5
A-D-GLCPA," 2, 4, 2, 2",H2,3.619,5
A-D-GLCPA," 2, 4, 2, 2",H3,3.826,5
A-D-GLCPA," 2, 4, 2, 2",H4,3.511,5
A-D-GLCPA," 2, 4, 2, 2",H5,4.154,5
B-D-RHAP, ,C1,95.34,1
B-D-RHAP, ,C2,78.62,1
B-D-GALP,2,C1,102.22,2
B-D-GALP,2,C2,71.66,2
B-D-GALP,2,C3,74.03,2
B-D-GALP,2,C4,76.11,2
B-D-GALP,2,C5,75.62,2
B-D-GALP,2,C6,62.89,2
B-D-MANP," 2, 4",C1,101.73,3
B-D-MANP," 2, 4",C2,73.92,3
B-D-MANP," 2, 4",C3,75.62,3
B-D-MANP," 2, 4",C4,68.24,3
B-D-MANP," 2, 4",C5,77.99,3
B-D-MANP," 2, 4",C6,62.26,3
A-D-GALPA," 2, 4, 2",C1,96.66,4
A-D-GALPA," 2, 4, 2",C2,73.18,4
A-D-GALPA," 2, 4, 2",C3,68.94,4
A-D-GALPA," 2, 4, 2",C4,72.09,4
A-D-GALPA," 2, 4, 2",C5,73.22,4
A-D-GLCPA," 2, 4, 2, 2",C1,96.87,5
A-D-GLCPA," 2, 4, 2, 2",C2,72.62,5
A-D-GLCPA," 2, 4, 2, 2",C3,74.17,5
A-D-GLCPA," 2, 4, 2, 2",C4,73.25,5
A-D-GLCPA," 2, 4, 2, 2",C5,73.6,5
