Residual,Connection,Atom,Shift,Residual Num
A-D-GLCP1OME, ,H1,5.03,1
A-D-GLCP1OME, ,H2,3.67,1
A-D-GLCP1OME, ,H3,3.81,1
A-D-GLCP1OME, ,H4,3.45,1
A-D-GLCP1OME, ,H5,3.65,1
A-D-GLCP1OME, ,H6a,3.76,1
A-D-GLCP1OME, ,H6b,3.88,1
B-D-GALP,2,H1,4.54,2
B-D-GALP,2,H2,3.57,2
B-D-GALP,2,H3,3.66,2
B-D-GALP,2,H4,3.93,2
B-D-GALP,2,H5,3.7,2
B-D-GALP,2,H6a,3.76,2
B-D-GALP,2,H6b,3.76,2
A-D-GLCP1OME, ,C1,100.3,1
A-D-GLCP1OME, ,C2,81.5,1
A-D-GLCP1OME, ,C3,73.5,1
A-D-GLCP1OME, ,C4,71.0,1
A-D-GLCP1OME, ,C5,72.7,1
A-D-GLCP1OME, ,C6,62.0,1
A-D-GLCP1OME, ,OMe,56.1,1
B-D-GALP,2,C1,105.6,2
B-D-GALP,2,C2,72.4,2
B-D-GALP,2,C3,74.1,2
B-D-GALP,2,C4,70.0,2
B-D-GALP,2,C5,76.3,2
B-D-GALP,2,C6,62.2,2
