Residual,Connection,Atom,Shift,Residual Num
b-D-Glcp," 4,until",H1,4.5,1
b-D-Glcp," 4,until",H2,3.36,1
b-D-Glcp," 4,until",H3,3.65,1
b-D-Glcp," 4,until",H4,3.65,1
b-D-Glcp," 4,until",H5,3.54,1
b-D-Glcp," 4,until",H61,3.85,1
b-D-Glcp," 4,until",H62,3.66,1
b-D-ManpNAc," 4,4,until",H1,4.87,2
b-D-ManpNAc," 4,4,until",H2,4.62,2
b-D-ManpNAc," 4,4,until",H3,3.92,2
b-D-ManpNAc," 4,4,until",H4,3.77,2
b-D-ManpNAc," 4,4,until",H5,3.47,2
b-D-ManpNAc," 4,4,until",H61,3.92,2
b-D-ManpNAc," 4,4,until",H62,3.8,2
a-D-Glcp," 3,4,4,until",H1,5.25,3
a-D-Glcp," 3,4,4,until",H2,3.62,3
a-D-Glcp," 3,4,4,until",H3,3.76,3
a-D-Glcp," 3,4,4,until",H4,3.62,3
a-D-Glcp," 3,4,4,until",H5,3.8,3
a-D-Glcp," 3,4,4,until",H61,3.92,3
a-D-Glcp," 3,4,4,until",H62,3.83,3
a-D-GlcpA," 3,3,4,4,until",H1,5.34,4
a-D-GlcpA," 3,3,4,4,until",H2,3.62,4
a-D-GlcpA," 3,3,4,4,until",H3,3.93,4
a-D-GlcpA," 3,3,4,4,until",H4,3.76,4
a-D-GlcpA," 3,3,4,4,until",H5,4.33,4
a-D-GlcpNAc," 4,3,3,4,4,until",H1,5.39,5
a-D-GlcpNAc," 4,3,3,4,4,until",H2,3.92,5
a-D-GlcpNAc," 4,3,3,4,4,until",H3,3.84,5
a-D-GlcpNAc," 4,3,3,4,4,until",H4,3.69,5
a-D-GlcpNAc," 4,3,3,4,4,until",H5,3.92,5
a-D-GlcpNAc," 4,3,3,4,4,until",H61,3.82,5
a-D-GlcpNAc," 4,3,3,4,4,until",H62,3.77,5
b-D-Glcp," 4,until",C1,103.1,1
b-D-Glcp," 4,until",C2,73.8,1
b-D-Glcp," 4,until",C3,74.7,1
b-D-Glcp," 4,until",C4,79.4,1
b-D-Glcp," 4,until",C5,75.3,1
b-D-ManpNAc," 4,4,until",C1,100.0,2
b-D-ManpNAc," 4,4,until",C2,53.5,2
b-D-ManpNAc," 4,4,until",C3,79.1,2
b-D-ManpNAc," 4,4,until",C4,67.4,2
b-D-ManpNAc," 4,4,until",C5,77.0,2
a-D-Glcp," 3,4,4,until",C1,101.4,3
a-D-Glcp," 3,4,4,until",C2,72.7,3
a-D-Glcp," 3,4,4,until",C3,79.8,3
a-D-Glcp," 3,4,4,until",C4,70.8,3
a-D-Glcp," 3,4,4,until",C5,72.9,3
a-D-GlcpA," 3,3,4,4,until",C1,99.7,4
a-D-GlcpA," 3,3,4,4,until",C2,71.1,4
a-D-GlcpA," 3,3,4,4,until",C3,74.2,4
a-D-GlcpA," 3,3,4,4,until",C4,77.2,4
a-D-GlcpA," 3,3,4,4,until",C5,73.6,4
a-D-GlcpNAc," 4,3,3,4,4,until",C1,97.3,5
a-D-GlcpNAc," 4,3,3,4,4,until",C2,54.1,5
a-D-GlcpNAc," 4,3,3,4,4,until",C3,70.2,5
a-D-GlcpNAc," 4,3,3,4,4,until",C4,79.5,5
a-D-GlcpNAc," 4,3,3,4,4,until",C5,71.4,5
