Residual,Connection,Atom,Shift,Residual Num
b-D-ManpNAc," 3,until",H1,4.93,1
b-D-ManpNAc," 3,until",H2,4.75,1
b-D-ManpNAc," 3,until",H3,4.01,1
b-D-ManpNAc," 3,until",H4,3.47,1
b-D-ManpNAc," 3,until",H5,3.35,1
b-D-ManpNAc," 3,until",H61,3.88,1
b-D-ManpNAc," 3,until",H62,3.8,1
b-D-ManpNAc," 3,until",NAC,2.1,1
b-D-Manp," 3,3,until",H1,4.83,2
b-D-Manp," 3,3,until",H2,3.91,2
b-D-Manp," 3,3,until",H3,3.77,2
b-D-Manp," 3,3,until",H4,3.7,2
b-D-Manp," 3,3,until",H5,3.43,2
b-D-Manp," 3,3,until",H61,3.97,2
b-D-Manp," 3,3,until",H62,3.78,2
a-D-GlcpNAc," 2,3,3,until",H1,5.17,3
a-D-GlcpNAc," 2,3,3,until",H2,4.03,3
a-D-GlcpNAc," 2,3,3,until",H3,4.07,3
a-D-GlcpNAc," 2,3,3,until",H4,3.67,3
a-D-GlcpNAc," 2,3,3,until",H5,4.1,3
a-D-GlcpNAc," 2,3,3,until",H61,3.92,3
a-D-GlcpNAc," 2,3,3,until",H62,3.73,3
a-D-GlcpNAc," 2,3,3,until",NAC,2.04,3
b-D-Glcp," 3,2,3,3,until",H1,4.57,4
b-D-Glcp," 3,2,3,3,until",H2,3.32,4
b-D-Glcp," 3,2,3,3,until",H3,3.65,4
b-D-Glcp," 3,2,3,3,until",H4,3.63,4
b-D-Glcp," 3,2,3,3,until",H5,3.57,4
b-D-Glcp," 3,2,3,3,until",H61,3.9,4
b-D-Glcp," 3,2,3,3,until",H62,3.77,4
a-D-Manp," 4,3,2,3,3,until",H1,5.25,5
a-D-Manp," 4,3,2,3,3,until",H2,4.13,5
a-D-Manp," 4,3,2,3,3,until",H3,3.88,5
a-D-Manp," 4,3,2,3,3,until",H4,3.86,5
a-D-Manp," 4,3,2,3,3,until",H5,3.74,5
a-D-GalpA," 3,4,3,2,3,3,until",H1,5.29,6
a-D-GalpA," 3,4,3,2,3,3,until",H2,3.83,6
a-D-GalpA," 3,4,3,2,3,3,until",H3,4.09,6
a-D-GalpA," 3,4,3,2,3,3,until",H4,4.55,6
a-D-GalpA," 3,4,3,2,3,3,until",H5,4.72,6
b-D-ManpNAc," 3,until",C1,100.34,1
b-D-ManpNAc," 3,until",C2,50.57,1
b-D-ManpNAc," 3,until",C3,77.93,1
b-D-ManpNAc," 3,until",C4,65.76,1
b-D-ManpNAc," 3,until",C5,77.08,1
b-D-ManpNAc," 3,until",CO,175.8,1
b-D-ManpNAc," 3,until",CH3,22.94,1
b-D-Manp," 3,3,until",C1,97.13,2
b-D-Manp," 3,3,until",C2,77.08,2
b-D-Manp," 3,3,until",C3,74.33,2
b-D-Manp," 3,3,until",C4,68.09,2
b-D-Manp," 3,3,until",C5,77.61,2
b-D-Manp," 3,3,until",C6,61.82,2
a-D-GlcpNAc," 2,3,3,until",C1,99.02,3
a-D-GlcpNAc," 2,3,3,until",C2,53.7,3
a-D-GlcpNAc," 2,3,3,until",C3,81.2,3
a-D-GlcpNAc," 2,3,3,until",C4,68.78,3
a-D-GlcpNAc," 2,3,3,until",C5,71.71,3
a-D-GlcpNAc," 2,3,3,until",C6,60.82,3
a-D-GlcpNAc," 2,3,3,until",CO,175.29,3
a-D-GlcpNAc," 2,3,3,until",CH3,22.94,3
b-D-Glcp," 3,2,3,3,until",C1,103.44,4
b-D-Glcp," 3,2,3,3,until",C2,74.0,4
b-D-Glcp," 3,2,3,3,until",C3,76.82,4
b-D-Glcp," 3,2,3,3,until",C4,77.08,4
b-D-Glcp," 3,2,3,3,until",C5,75.41,4
a-D-Manp," 4,3,2,3,3,until",C1,101.96,5
a-D-Manp," 4,3,2,3,3,until",C2,70.92,5
a-D-Manp," 4,3,2,3,3,until",C3,79.9,5
a-D-Manp," 4,3,2,3,3,until",C4,66.52,5
a-D-Manp," 4,3,2,3,3,until",C5,74.55,5
a-D-GalpA," 3,4,3,2,3,3,until",C1,101.46,6
a-D-GalpA," 3,4,3,2,3,3,until",C2,69.14,6
a-D-GalpA," 3,4,3,2,3,3,until",C3,70.16,6
a-D-GalpA," 3,4,3,2,3,3,until",C4,78.68,6
a-D-GalpA," 3,4,3,2,3,3,until",C5,71.34,6
a-D-GalpA," 3,4,3,2,3,3,until",C6,173.27,6
