Residual,Connection,Atom,Shift,Residual Num
B-D-FUCPNAC, ,H1,4.67,1
B-D-FUCPNAC, ,H2,3.95,1
B-D-FUCPNAC, ,H3,3.76,1
B-D-FUCPNAC, ,H4,3.87,1
B-D-FUCPNAC, ,H5,3.78,1
B-D-FUCPNAC, ,H6,1.24,1
A-L-GULPA,3,H1,5.18,2
A-L-GULPA,3,H2,3.6,2
A-L-GULPA,3,H3,4.19,2
A-L-GULPA,3,H4,4.22,2
A-L-GULPA,3,H5,4.69,2
A-D-GLCPNAC," 3, 4",H1,5.06,3
A-D-GLCPNAC," 3, 4",H2,3.98,3
A-D-GLCPNAC," 3, 4",H3,3.92,3
A-D-GLCPNAC," 3, 4",H4,3.61,3
A-D-GLCPNAC," 3, 4",H5,3.74,3
A-D-GLCPNAC," 3, 4",H61,3.72,3
A-D-GLCPNAC," 3, 4",H62,4.03,3
A-D-GLCPA," 3, 4, 6",H1,5.0,4
A-D-GLCPA," 3, 4, 6",H2,3.64,4
A-D-GLCPA," 3, 4, 6",H3,3.99,4
A-D-GLCPA," 3, 4, 6",H4,3.77,4
A-D-GLCPA," 3, 4, 6",H5,4.1,4
A-D-QUIP4N," 3, 4, 6, 4",H1,5.4,5
A-D-QUIP4N," 3, 4, 6, 4",H2,3.58,5
A-D-QUIP4N," 3, 4, 6, 4",H3,3.66,5
A-D-QUIP4N," 3, 4, 6, 4",H4,2.88,5
A-D-QUIP4N," 3, 4, 6, 4",H5,3.76,5
A-D-QUIP4N," 3, 4, 6, 4",H6,1.27,5
B-D-FUCPNAC, ,C1,96.4,1
B-D-FUCPNAC, ,C2,53.5,1
B-D-FUCPNAC, ,C3,82.0,1
B-D-FUCPNAC, ,C4,71.7,1
B-D-FUCPNAC, ,C5,72.05,1
B-D-FUCPNAC, ,C6,16.8,1
A-L-GULPA,3,C1,102.2,2
A-L-GULPA,3,C2,51.3,2
A-L-GULPA,3,C3,66.5,2
A-L-GULPA,3,C4,74.9,2
A-L-GULPA,3,C5,68.2,2
A-L-GULPA,3,C6,176.0,2
A-D-GLCPNAC," 3, 4",C1,96.6,3
A-D-GLCPNAC," 3, 4",C2,54.6,3
A-D-GLCPNAC," 3, 4",C3,72.1,3
A-D-GLCPNAC," 3, 4",C4,71.0,3
A-D-GLCPNAC," 3, 4",C5,72.3,3
A-D-GLCPNAC," 3, 4",C6,67.0,3
A-D-GLCPA," 3, 4, 6",C1,99.5,4
A-D-GLCPA," 3, 4, 6",C2,72.7,4
A-D-GLCPA," 3, 4, 6",C3,74.9,4
A-D-GLCPA," 3, 4, 6",C4,78.4,4
A-D-GLCPA," 3, 4, 6",C5,73.6,4
A-D-GLCPA," 3, 4, 6",C6,175.5,4
A-D-QUIP4N," 3, 4, 6, 4",C1,99.5,5
A-D-QUIP4N," 3, 4, 6, 4",C2,73.6,5
A-D-QUIP4N," 3, 4, 6, 4",C3,73.6,5
A-D-QUIP4N," 3, 4, 6, 4",C4,62.1,5
A-D-QUIP4N," 3, 4, 6, 4",C5,69.2,5
A-D-QUIP4N," 3, 4, 6, 4",C6,18.4,5
