Residual,Connection,Atom,Shift,Residual Num
A-D-GLCP1OME, ,H1,4.82,1
A-D-GLCP1OME, ,H2,3.75,1
A-D-GLCP1OME, ,H3,3.88,1
A-D-GLCP1OME, ,H4,3.52,1
A-D-GLCP1OME, ,H5,3.76,1
A-D-GLCP1OME, ,H61,3.77,1
A-D-GLCP1OME, ,H62,3.88,1
B-D-GALP,3,H1,4.62,2
B-D-GALP,3,H2,3.59,2
B-D-GALP,3,H3,3.68,2
B-D-GALP,3,H4,3.92,2
B-D-GALP,3,H5,3.76,2
B-D-GALP,3,H61,3.75,2
B-D-GALP,3,H62,3.75,2
A-D-GLCP1OME, ,C1,100.5,1
A-D-GLCP1OME, ,C2,72.0,1
A-D-GLCP1OME, ,C3,84.1,1
A-D-GLCP1OME, ,C4,69.6,1
A-D-GLCP1OME, ,C5,72.6,1
A-D-GLCP1OME, ,C6,62.0,1
A-D-GLCP1OME, ,OMe,56.3,1
B-D-GALP,3,C1,104.6,2
B-D-GALP,3,C2,72.6,2
B-D-GALP,3,C3,74.0,2
B-D-GALP,3,C4,69.9,2
B-D-GALP,3,C5,76.6,2
B-D-GALP,3,C6,62.3,2
