Residual,Connection,Atom,Shift,Residual Num
B-D-MANP, ,H1,4.96,1
B-D-MANP, ,H2,4.0,1
B-D-MANP, ,H3,3.72,1
B-D-MANP, ,H4,3.6,1
B-D-MANP, ,H5,3.4,1
B-D-MANP, ,H61,3.76,1
B-D-MANP, ,H62,3.91,1
A-L-FUCP,2,H1,5.07,2
A-L-FUCP,2,H2,3.85,2
A-L-FUCP,2,H3,3.95,2
A-L-FUCP,2,H4,3.83,2
A-L-FUCP,2,H5,4.36,2
A-L-FUCP,2,H6,1.22,2
B-D-MANP, ,C1,94.84,1
B-D-MANP, ,C2,81.37,1
B-D-MANP, ,C3,73.26,1
B-D-MANP, ,C4,67.77,1
B-D-MANP, ,C5,77.12,1
B-D-MANP, ,C6,61.75,1
A-L-FUCP,2,C1,102.15,2
A-L-FUCP,2,C2,69.63,2
A-L-FUCP,2,C3,70.53,2
A-L-FUCP,2,C4,72.77,2
A-L-FUCP,2,C5,68.12,2
A-L-FUCP,2,C6,16.13,2
