Residual,Connection,Atom,Shift
B-D-GLCPA, ,H1,4.52
B-D-GLCPA, ,H2,3.4
B-D-GLCPA, ,H3,3.66
B-D-GLCPA, ,H4,3.77
B-D-GLCPA, ,H5,3.81
B-D-MANP,4,H1,4.66
B-D-MANP,4,H2,4.17
B-D-MANP,4,H3,3.87
B-D-MANP,4,H4,3.7
B-D-MANP,4,H5,3.42
B-D-MANP,4,H61,3.94
B-D-MANP,4,H62,3.75
B-D-MANP," 4, 3",H1,4.84
B-D-MANP," 4, 3",H2,4.25
B-D-MANP," 4, 3",H3,3.88
B-D-MANP," 4, 3",H4,4.17
B-D-MANP," 4, 3",H5,3.42
B-D-MANP," 4, 3",H61,3.89
B-D-MANP," 4, 3",H62,3.74
A-L-RHAP," 4, 3, 3",H1,4.96
A-L-RHAP," 4, 3, 3",H2,3.99
A-L-RHAP," 4, 3, 3",H3,4.02
A-L-RHAP," 4, 3, 3",H4,3.4
A-L-RHAP," 4, 3, 3",H5,4.37
A-L-RHAP," 4, 3, 3",H6,1.32
B-D-GALP," 4, 3, 4",H1,4.57
B-D-GALP," 4, 3, 4",H2,3.67
B-D-GALP," 4, 3, 4",H3,3.93
B-D-GALP," 4, 3, 4",H4,3.66
B-D-GALP," 4, 3, 4",H5,3.85
B-D-GALP," 4, 3, 4",H6,3.83
A-D-GLCPNAC," 4, 3, 4, 2",H1,5.37
A-D-GLCPNAC," 4, 3, 4, 2",H2,4.11
A-D-GLCPNAC," 4, 3, 4, 2",H3,3.98
A-D-GLCPNAC," 4, 3, 4, 2",H4,3.65
A-D-GLCPNAC," 4, 3, 4, 2",H5,4.08
A-D-GLCPNAC," 4, 3, 4, 2",H61,3.83
A-D-GLCPNAC," 4, 3, 4, 2",H62,3.8
B-D-GLCPA, ,C1,103.6
B-D-GLCPA, ,C2,73.3
B-D-GLCPA, ,C3,74.9
B-D-GLCPA, ,C4,81.1
B-D-GLCPA, ,C5,76.5
B-D-GLCPA, ,C6,175.5
B-D-MANP,4,C1,100.6
B-D-MANP,4,C2,68.9
B-D-MANP,4,C3,80.4
B-D-MANP,4,C4,66.1
B-D-MANP,4,C5,76.9
B-D-MANP,4,C6,61.9
B-D-MANP," 4, 3",C1,98.1
B-D-MANP," 4, 3",C2,67.8
B-D-MANP," 4, 3",C3,70.1
B-D-MANP," 4, 3",C4,76
B-D-MANP," 4, 3",C5,60.5
A-L-RHAP," 4, 3, 3",C1,96.4
A-L-RHAP," 4, 3, 3",C2,71.2
A-L-RHAP," 4, 3, 3",C3,71
A-L-RHAP," 4, 3, 3",C4,73.6
A-L-RHAP," 4, 3, 3",C5,69.2
A-L-RHAP," 4, 3, 3",C6,17.5
B-D-GALP," 4, 3, 4",C1,103.2
B-D-GALP," 4, 3, 4",C2,73.8
B-D-GALP," 4, 3, 4",C3,72.3
B-D-GALP," 4, 3, 4",C4,70.4
B-D-GALP," 4, 3, 4",C5,76.3
B-D-GALP," 4, 3, 4",C6,62.1
A-D-GLCPNAC," 4, 3, 4, 2",C1,96.4
A-D-GLCPNAC," 4, 3, 4, 2",C2,53.4
A-D-GLCPNAC," 4, 3, 4, 2",C3,81.1
A-D-GLCPNAC," 4, 3, 4, 2",C4,69.1
A-D-GLCPNAC," 4, 3, 4, 2",C5,72
A-D-GLCPNAC," 4, 3, 4, 2",C6,61
