Residual,Connection,Atom,Shift
A-D-KDOP, ,H3 ax,1.84
A-D-KDOP, ,H3 eq,2.21
A-D-KDOP, ,H4,4.13
A-D-KDOP, ,H5,4.08
A-D-KDOP, ,H6,3.61
A-D-KDOP, ,H7,3.98
A-D-KDOP, ,H8 a,3.94
A-D-KDOP, ,H8 b,3.61
A-D-GALP,5,H1,5.13
A-D-GALP,5,H2,3.54
A-D-GALP,5,H3,3.86
A-D-GALP,5,H4,4.28
A-D-GALP,5,H5,4.35
A-D-GALP,5,H6,4.09
B-D-GLCP," 5, 4",H1,4.61
B-D-GLCP," 5, 4",H2,3.29
B-D-GLCP," 5, 4",H3,3.67
B-D-GLCP," 5, 4",H4,3.52
B-D-GLCP," 5, 4",H5,3.49
B-D-GLCP," 5, 4",H6 a,3.91
B-D-GLCP," 5, 4",H6 b,3.74
B-D-GLCPAN," 5, 4, 3",H1,4.34
B-D-GLCPAN," 5, 4, 3",H2,3.79
B-D-GLCPAN," 5, 4, 3",H3,3.73
B-D-GLCPAN," 5, 4, 3",H4,3.91
B-D-GLCPAN," 5, 4, 3",H5,4.29
A-D-GALPAN," 5, 6",H1,5.81
A-D-GALPAN," 5, 6",H2,4.09
A-D-GALPAN," 5, 6",H3,4
A-D-GALPAN," 5, 6",H4,4.5
A-D-GALPAN," 5, 6",H5,4.97
A-L-RHAP," 5, 6, 4",H1,5.66
A-L-RHAP," 5, 6, 4",H2,4.1
A-L-RHAP," 5, 6, 4",H3,3.97
A-L-RHAP," 5, 6, 4",H4,3.41
A-L-RHAP," 5, 6, 4",H5,3.77
A-L-RHAP," 5, 6, 4",H6,1.21
B-D-QUIP3NAC," 5, 6, 4, 2",H1,4.61
B-D-QUIP3NAC," 5, 6, 4, 2",H2,3.46
B-D-QUIP3NAC," 5, 6, 4, 2",H3,3.9
B-D-QUIP3NAC," 5, 6, 4, 2",H4,3.23
B-D-QUIP3NAC," 5, 6, 4, 2",H5,3.52
B-D-QUIP3NAC," 5, 6, 4, 2",H6,1.26
A-D-KDOP, ,C1,35
A-D-KDOP, ,C2,66.1
A-D-KDOP, ,C3,73.1
A-D-KDOP, ,C4,72.1
A-D-KDOP, ,C5,70.1
A-D-KDOP, ,C6,64
A-D-GALP,5,C1,101
A-D-GALP,5,C2,73.1
A-D-GALP,5,C3,71
A-D-GALP,5,C4,76.4
A-D-GALP,5,C5,70
A-D-GALP,5,C6,68.8
B-D-GLCP," 5, 4",C1,106
B-D-GLCP," 5, 4",C2,72.3
B-D-GLCP," 5, 4",C3,81.3
B-D-GLCP," 5, 4",C4,72.4
B-D-GLCP," 5, 4",C5,76.9
B-D-GLCP," 5, 4",C6,61.2
B-D-GLCPAN," 5, 4, 3",C1,105.1
B-D-GLCPAN," 5, 4, 3",C2,69.8
B-D-GLCPAN," 5, 4, 3",C3,71.2
B-D-GLCPAN," 5, 4, 3",C4,71
B-D-GLCPAN," 5, 4, 3",C5,75
B-D-GLCPAN," 5, 4, 3",C6,173.6
A-D-GALPAN," 5, 6",C1,99.9
A-D-GALPAN," 5, 6",C2,67.5
A-D-GALPAN," 5, 6",C3,71.5
A-D-GALPAN," 5, 6",C4,82.5
A-D-GALPAN," 5, 6",C5,72
A-D-GALPAN," 5, 6",C6,175.3
A-L-RHAP," 5, 6, 4",C1,99.7
A-L-RHAP," 5, 6, 4",C2,81.8
A-L-RHAP," 5, 6, 4",C3,71.2
A-L-RHAP," 5, 6, 4",C4,73.4
A-L-RHAP," 5, 6, 4",C5,69.2
A-L-RHAP," 5, 6, 4",C6,17.9
B-D-QUIP3NAC," 5, 6, 4, 2",C1,105
B-D-QUIP3NAC," 5, 6, 4, 2",C2,72.8
B-D-QUIP3NAC," 5, 6, 4, 2",C3,58.2
B-D-QUIP3NAC," 5, 6, 4, 2",C4,74.3
B-D-QUIP3NAC," 5, 6, 4, 2",C5,74.6
B-D-QUIP3NAC," 5, 6, 4, 2",C6,18.3
