Residual,Connection,Atom,Shift
B-D-GALP, ,H1,4.52
B-D-GALP, ,H2,3.6
B-D-GALP, ,H3,3.74
B-D-GALP, ,H4,4.05
B-D-GALP, ,H5,3.79
B-D-GALP, ,H61,3.85
B-D-GALP, ,H62,3.92
A-D-GLCP,4,H1,4.93
A-D-GLCP,4,H2,3.61
A-D-GLCP,4,H3,3.88
A-D-GLCP,4,H4,3.82
A-D-GLCP,4,H5,4.34
A-D-GLCP,4,H61,4.02
A-D-GLCP,4,H62,4.15
B-D-GLCP," 4, 4",H1,4.59
B-D-GLCP," 4, 4",H2,3.39
B-D-GLCP," 4, 4",H3,3.67
B-D-GLCP," 4, 4",H4,3.69
B-D-GLCP," 4, 4",H5,3.64
B-D-GLCP," 4, 4",H6,3.8
B-D-GLCP," 4, 6",H1,4.66
B-D-GLCP," 4, 6",H2,3.69
B-D-GLCP," 4, 6",H3,3.89
B-D-GLCP," 4, 6",H4,3.71
B-D-GLCP," 4, 6",H5,3.6
B-D-GLCP," 4, 6",H61,3.82
B-D-GLCP," 4, 6",H62,3.97
B-D-GLCP," 4, 6, 2",H1,4.83
B-D-GLCP," 4, 6, 2",H2,3.33
B-D-GLCP," 4, 6, 2",H3,3.53
B-D-GLCP," 4, 6, 2",H4,3.36
B-D-GLCP," 4, 6, 2",H5,3.44
B-D-GLCP," 4, 6, 2",H61,3.73
B-D-GLCP," 4, 6, 2",H62,3.92
B-D-GALP," 4, 6, 4",H1,4.47
B-D-GALP," 4, 6, 4",H2,3.57
B-D-GALP," 4, 6, 4",H3,3.66
B-D-GALP," 4, 6, 4",H4,3.95
B-D-GALP," 4, 6, 4",H5,3.72
B-D-GALP," 4, 6, 4",H6,3.8
B-D-GALP, ,C1,104.3
B-D-GALP, ,C2,71.8
B-D-GALP, ,C3,73.1
B-D-GALP, ,C4,78.2
B-D-GALP, ,C5,76.2
B-D-GALP, ,C6,61.1
A-D-GLCP,4,C1,100.7
A-D-GLCP,4,C2,72.4
A-D-GLCP,4,C3,72.1
A-D-GLCP,4,C4,80.2
A-D-GLCP,4,C5,70.5
A-D-GLCP,4,C6,68.2
B-D-GLCP," 4, 4",C1,103.5
B-D-GLCP," 4, 4",C2,73.8
B-D-GLCP," 4, 4",C3,75.2
B-D-GLCP," 4, 4",C4,79.6
B-D-GLCP," 4, 4",C5,75.7
B-D-GLCP," 4, 4",C6,61.8
B-D-GLCP," 4, 6",C1,101.9
B-D-GLCP," 4, 6",C2,80.7
B-D-GLCP," 4, 6",C3,75.8
B-D-GLCP," 4, 6",C4,79.3
B-D-GLCP," 4, 6",C5,75.5
B-D-GLCP," 4, 6",C6,61.1
B-D-GLCP," 4, 6, 2",C1,103.7
B-D-GLCP," 4, 6, 2",C2,74.9
B-D-GLCP," 4, 6, 2",C3,76.8
B-D-GLCP," 4, 6, 2",C4,70.9
B-D-GLCP," 4, 6, 2",C5,77.1
B-D-GLCP," 4, 6, 2",C6,62.1
B-D-GALP," 4, 6, 4",C1,103.8
B-D-GALP," 4, 6, 4",C2,71.8
B-D-GALP," 4, 6, 4",C3,73.6
B-D-GALP," 4, 6, 4",C4,69.5
B-D-GALP," 4, 6, 4",C5,76.2
B-D-GALP," 4, 6, 4",C6,61.8
