Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.661
B-D-GLCP, ,H2,3.276
B-D-GLCP, ,H3,3.64
B-D-GLCP, ,H4,3.64
B-D-GLCP, ,H5,3.64
B-D-GALP,4,H1,4.434
B-D-GALP,4,H2,3.587
B-D-GALP,4,H3,3.707
B-D-GALP,4,H4,4.176
B-D-GALP,4,H5,3.72
B-D-GALP,4,H61,3.74
B-D-GALP,4,H62,3.74
B-D-GLCPNAC6SO3," 4, 3",H1,4.752
B-D-GLCPNAC6SO3," 4, 3",H2,3.969
B-D-GLCPNAC6SO3," 4, 3",H3,3.88
B-D-GLCPNAC6SO3," 4, 3",H4,3.99
B-D-GLCPNAC6SO3," 4, 3",H5,3.8
B-D-GLCPNAC6SO3," 4, 3",H61,4.31
B-D-GLCPNAC6SO3," 4, 3",H62,4.29
B-D-GLCPNAC6SO3," 4, 3",COCH3,2.019
A-L-FUCP," 4, 3, 3",H1,5.108
A-L-FUCP," 4, 3, 3",H2,3.678
A-L-FUCP," 4, 3, 3",H3,3.88
A-L-FUCP," 4, 3, 3",H4,3.77
A-L-FUCP," 4, 3, 3",H5,4.823
A-L-FUCP," 4, 3, 3",H6,1.146
B-D-GALP," 4, 3, 4",H1,4.49
B-D-GALP," 4, 3, 4",H2,3.468
B-D-GALP," 4, 3, 4",H3,3.718
B-D-GALP," 4, 3, 4",H4,4.091
B-D-GLCPNAC," 4, 3, 4, 3",H1,4.627
B-D-GLCPNAC," 4, 3, 4, 3",H2,3.797
B-D-GLCPNAC," 4, 3, 4, 3",H3,3.99
B-D-GLCPNAC," 4, 3, 4, 3",H4,3.54
B-D-GLCPNAC," 4, 3, 4, 3",H5,3.48
B-D-GLCPNAC," 4, 3, 4, 3",H61,3.88
B-D-GLCPNAC," 4, 3, 4, 3",H62,3.78
B-D-GLCPNAC," 4, 3, 4, 3",COCH3,2.049
B-D-GALP," 4, 3, 4, 3, 3",H1,4.648
B-D-GALP," 4, 3, 4, 3, 3",H2,3.85
B-D-GALP," 4, 3, 4, 3, 3",H3,3.83
B-D-GALP," 4, 3, 4, 3, 3",H4,3.89
A-L-FUCP," 4, 3, 4, 3, 3, 2",H1,5.185
A-L-FUCP," 4, 3, 4, 3, 3, 2",H2,3.765
A-L-FUCP," 4, 3, 4, 3, 3, 2",H3,3.65
A-L-FUCP," 4, 3, 4, 3, 3, 2",H4,3.72
A-L-FUCP," 4, 3, 4, 3, 3, 2",H5,4.3
A-L-FUCP," 4, 3, 4, 3, 3, 2",H6,1.229
B-D-GLCP, ,C1,96.96
B-D-GLCP, ,C2,74.74
B-D-GLCP, ,C3,75.6
B-D-GLCP, ,C4,79.6
B-D-GLCP, ,C5,75.9
B-D-GLCP, ,C6,61.3
B-D-GALP,4,C1,103.94
B-D-GALP,4,C2,71.3
B-D-GALP,4,C3,83.1
B-D-GALP,4,C4,69.4
B-D-GALP,4,C5,76.2
B-D-GALP,4,C6,62.6
B-D-GLCPNAC6SO3," 4, 3",C1,102.9
B-D-GLCPNAC6SO3," 4, 3",C2,57.3
B-D-GLCPNAC6SO3," 4, 3",C3,75.73
B-D-GLCPNAC6SO3," 4, 3",C4,74
B-D-GLCPNAC6SO3," 4, 3",C5,73.3
B-D-GLCPNAC6SO3," 4, 3",C6,67.5
B-D-GLCPNAC6SO3," 4, 3",COCH3,23.4
A-L-FUCP," 4, 3, 3",C1,100
A-L-FUCP," 4, 3, 3",C2,68.8
A-L-FUCP," 4, 3, 3",C3,70.2
A-L-FUCP," 4, 3, 3",C4,73.2
A-L-FUCP," 4, 3, 3",C5,67.9
A-L-FUCP," 4, 3, 3",C6,16.5
B-D-GALP," 4, 3, 4",C1,102.67
B-D-GALP," 4, 3, 4",C2,71.8
B-D-GALP," 4, 3, 4",C3,83.1
B-D-GALP," 4, 3, 4",C4,69.8
B-D-GALP," 4, 3, 4",C5,76.2
B-D-GALP," 4, 3, 4",C6,62.6
B-D-GLCPNAC," 4, 3, 4, 3",C1,104.32
B-D-GLCPNAC," 4, 3, 4, 3",C2,56.2
B-D-GLCPNAC," 4, 3, 4, 3",C3,78.5
B-D-GLCPNAC," 4, 3, 4, 3",C4,69.8
B-D-GLCPNAC," 4, 3, 4, 3",C5,76.3
B-D-GLCPNAC," 4, 3, 4, 3",C6,61.2
B-D-GLCPNAC," 4, 3, 4, 3",COCH3,23.3
B-D-GALP," 4, 3, 4, 3, 3",C1,101.27
B-D-GALP," 4, 3, 4, 3, 3",C2,77.8
B-D-GALP," 4, 3, 4, 3, 3",C3,74.2
B-D-GALP," 4, 3, 4, 3, 3",C4,70.1
B-D-GALP," 4, 3, 4, 3, 3",C5,76.2
B-D-GALP," 4, 3, 4, 3, 3",C6,62.6
A-L-FUCP," 4, 3, 4, 3, 3, 2",C1,100.61
A-L-FUCP," 4, 3, 4, 3, 3, 2",C2,69.07
A-L-FUCP," 4, 3, 4, 3, 3, 2",C3,70.7
A-L-FUCP," 4, 3, 4, 3, 3, 2",C4,73
A-L-FUCP," 4, 3, 4, 3, 3, 2",C5,67.7
A-L-FUCP," 4, 3, 4, 3, 3, 2",C6,16.5
