Residual,Connection,Atom,Shift
B-D-GALP, ,H1,4.42
B-D-GALP, ,H2,3.43
B-D-GALP, ,H3,3.78
B-D-GALP, ,H4,4.1
B-D-GALP, ,H5,3.71
B-D-GALP, ,H6,3.77
B-D-GALPNAC,4,H1,4.72
B-D-GALPNAC,4,H2,3.98
B-D-GALPNAC,4,H3,3.85
B-D-GALPNAC,4,H4,4.12
B-D-GALPNAC,4,H5,3.65
B-D-GALPNAC,4,H6,3.78
B-D-GLCPA," 4, 4",H1,4.65
B-D-GLCPA," 4, 4",H2,3.62
B-D-GLCPA," 4, 4",H3,3.95
B-D-GLCPA," 4, 4",H4,3.96
B-D-GLCPA," 4, 4",H5,3.82
B-D-GLCPNAC," 4, 4, 3",H1,5.09
B-D-GLCPNAC," 4, 4, 3",H2,3.89
B-D-GLCPNAC," 4, 4, 3",H3,3.82
B-D-GLCPNAC," 4, 4, 3",H4,3.55
B-D-GLCPNAC," 4, 4, 3",H5,3.51
B-D-GLCPNAC," 4, 4, 3",H61,3.75
B-D-GLCPNAC," 4, 4, 3",H62,3.92
B-D-GLCP," 4, 4, 4",H1,4.6
B-D-GLCP," 4, 4, 4",H2,3.36
B-D-GLCP," 4, 4, 4",H3,3.49
B-D-GLCP," 4, 4, 4",H4,3.43
B-D-GLCP," 4, 4, 4",H5,3.44
B-D-GLCP," 4, 4, 4",H61,3.74
B-D-GLCP," 4, 4, 4",H62,3.87
B-D-GALP, ,C1,104
B-D-GALP, ,C2,71.4
B-D-GALP, ,C3,73.1
B-D-GALP, ,C4,76.5
B-D-GALP, ,C5,74.9
B-D-GALP, ,C6,61.4
B-D-GALPNAC,4,C1,102.9
B-D-GALPNAC,4,C2,53.7
B-D-GALPNAC,4,C3,72.1
B-D-GALPNAC,4,C4,76.1
B-D-GALPNAC,4,C5,74.2
B-D-GALPNAC,4,C6,61.4
B-D-GLCPA," 4, 4",C1,103.6
B-D-GLCPA," 4, 4",C2,74.8
B-D-GLCPA," 4, 4",C3,79.6
B-D-GLCPA," 4, 4",C4,74.9
B-D-GLCPA," 4, 4",C5,76.9
B-D-GLCPA," 4, 4",C6,174.6
B-D-GLCPNAC," 4, 4, 3",C1,100.7
B-D-GLCPNAC," 4, 4, 3",C2,55.3
B-D-GLCPNAC," 4, 4, 3",C3,82.9
B-D-GLCPNAC," 4, 4, 3",C4,69.3
B-D-GLCPNAC," 4, 4, 3",C5,75.9
B-D-GLCPNAC," 4, 4, 3",C6,61.4
B-D-GLCP," 4, 4, 4",C1,101.1
B-D-GLCP," 4, 4, 4",C2,74.2
B-D-GLCP," 4, 4, 4",C3,75.9
B-D-GLCP," 4, 4, 4",C4,69.9
B-D-GLCP," 4, 4, 4",C5,76
B-D-GLCP," 4, 4, 4",C6,61.4
