Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.64
B-D-GLCP, ,H2,3.31
B-D-GLCP, ,H3,3.6
B-D-GLCP, ,H4,3.72
B-D-GLCP, ,H5,3.48
B-D-GLCP, ,H61,3.79
B-D-GLCP, ,H62,3.94
A-L-FUCP,2,H1,5.31
A-L-FUCP,2,H2,3.81
A-L-FUCP,2,H3,3.79
A-L-FUCP,2,H4,3.81
A-L-FUCP,2,H5,4.22
A-L-FUCP,2,H6,1.23
B-D-GALP,4,H1,4.52
B-D-GALP,4,H2,3.7
B-D-GALP,4,H3,3.87
B-D-GALP,4,H4,3.92
B-D-GALP,4,H5,3.7
B-D-GALP,4,H61,3.77
B-D-GALP,4,H62,3.77
B-D-GLCP, ,C1,96.76
B-D-GLCP, ,C2,74.95
B-D-GLCP, ,C3,75.16
B-D-GLCP, ,C4,77.16
B-D-GLCP, ,C5,76.14
B-D-GLCP, ,C6,61.17
A-L-FUCP,2,C1,100.22
A-L-FUCP,2,C2,69.22
A-L-FUCP,2,C3,70.66
A-L-FUCP,2,C4,72.6
A-L-FUCP,2,C5,67.72
A-L-FUCP,2,C6,16.98
B-D-GALP,4,C1,101.28
B-D-GALP,4,C2,77.32
B-D-GALP,4,C3,74.51
B-D-GALP,4,C4,70.01
B-D-GALP,4,C5,76.03
B-D-GALP,4,C6,61.85
