Residual,Connection,Atom,Shift
A-L-RHAP, ,H1,5.03
A-L-RHAP, ,H2,3.73
A-L-RHAP, ,H3,3.86
A-L-RHAP, ,H4,3.46
A-L-RHAP, ,H5,4.02
A-L-RHAP, ,H6,1.25
A-L-RHAP,2,H1,4.84
A-L-RHAP,2,H2,4.15
A-L-RHAP,2,H3,3.85
A-L-RHAP,2,H4,3.52
A-L-RHAP,2,H5,3.78
A-L-RHAP,2,H6,1.28
A-L-RHAP," 2, 3",H1,5.12
A-L-RHAP," 2, 3",H2,4.34
A-L-RHAP," 2, 3",H3,4.06
A-L-RHAP," 2, 3",H4,3.66
A-L-RHAP," 2, 3",H5,3.89
A-L-RHAP," 2, 3",H6,1.31
A-D-GALPA," 2, 3, 2",H1,5.05
A-D-GALPA," 2, 3, 2",H2,3.89
A-D-GALPA," 2, 3, 2",H3,4.15
A-D-GALPA," 2, 3, 2",H4,4.45
A-D-GALPA," 2, 3, 2",H5,5.08
A-L-RHAP," 2, 3, 2, 4",H1,5.18
A-L-RHAP," 2, 3, 2, 4",H2,4.27
A-L-RHAP," 2, 3, 2, 4",H3,3.84
A-L-RHAP," 2, 3, 2, 4",H4,3.51
A-L-RHAP," 2, 3, 2, 4",H5,3.66
A-L-RHAP," 2, 3, 2, 4",H6,1.27
A-D-GLCPNAC," 2, 3, 2, 4, 3",H1,5.02
A-D-GLCPNAC," 2, 3, 2, 4, 3",H2,4.11
A-D-GLCPNAC," 2, 3, 2, 4, 3",H3,3.8
A-D-GLCPNAC," 2, 3, 2, 4, 3",H4,3.61
A-D-GLCPNAC," 2, 3, 2, 4, 3",H5,4
A-D-GLCPNAC," 2, 3, 2, 4, 3",H6,3.82
B-D-GLCP," 2, 3, 3",H1,4.59
B-D-GLCP," 2, 3, 3",H2,3.25
B-D-GLCP," 2, 3, 3",H3,4.46
B-D-GLCP," 2, 3, 3",H4,3.22
B-D-GLCP," 2, 3, 3",H5,3.39
B-D-GLCP," 2, 3, 3",H61,3.62
B-D-GLCP," 2, 3, 3",H62,3.88
A-L-RHAP, ,C1,100.4
A-L-RHAP, ,C2,81.1
A-L-RHAP, ,C3,70.7
A-L-RHAP, ,C4,73
A-L-RHAP, ,C5,70.1
A-L-RHAP, ,C6,17.4
A-L-RHAP,2,C1,103.2
A-L-RHAP,2,C2,70.7
A-L-RHAP,2,C3,79
A-L-RHAP,2,C4,72.4
A-L-RHAP,2,C5,70.1
A-L-RHAP,2,C6,17.7
A-L-RHAP," 2, 3",C1,100.4
A-L-RHAP," 2, 3",C2,76.5
A-L-RHAP," 2, 3",C3,79.9
A-L-RHAP," 2, 3",C4,71.9
A-L-RHAP," 2, 3",C5,70.1
A-L-RHAP," 2, 3",C6,17.4
A-D-GALPA," 2, 3, 2",C1,98
A-D-GALPA," 2, 3, 2",C2,68.5
A-D-GALPA," 2, 3, 2",C3,70.7
A-D-GALPA," 2, 3, 2",C4,78.6
A-D-GALPA," 2, 3, 2",C5,71.2
A-D-GALPA," 2, 3, 2",C6,173.2
A-L-RHAP," 2, 3, 2, 4",C1,102.3
A-L-RHAP," 2, 3, 2, 4",C2,67.4
A-L-RHAP," 2, 3, 2, 4",C3,75.5
A-L-RHAP," 2, 3, 2, 4",C4,70.8
A-L-RHAP," 2, 3, 2, 4",C5,70.1
A-L-RHAP," 2, 3, 2, 4",C6,17.7
A-D-GLCPNAC," 2, 3, 2, 4, 3",C1,94.8
A-D-GLCPNAC," 2, 3, 2, 4, 3",C2,54
A-D-GLCPNAC," 2, 3, 2, 4, 3",C3,80.2
A-D-GLCPNAC," 2, 3, 2, 4, 3",C4,69
A-D-GLCPNAC," 2, 3, 2, 4, 3",C5,72.7
A-D-GLCPNAC," 2, 3, 2, 4, 3",C6,61.1
B-D-GLCP," 2, 3, 3",C1,105.5
B-D-GLCP," 2, 3, 3",C2,74.4
B-D-GLCP," 2, 3, 3",C3,76.6
B-D-GLCP," 2, 3, 3",C4,71
B-D-GLCP," 2, 3, 3",C5,76.9
B-D-GLCP," 2, 3, 3",C6,62.2
