Residual,Connection,Atom,Shift
D-GlcNAc-ol, ,H11,3.72
D-GlcNAc-ol, ,H12,3.62
D-GlcNAc-ol, ,H2,4.07
D-GlcNAc-ol, ,H3,3.97
D-GlcNAc-ol, ,H4,3.57
D-GlcNAc-ol, ,H5,3.83
D-GlcNAc-ol, ,H61,4.07
D-GlcNAc-ol, ,H62,3.37
D-GlcNAc-ol, ,NAC,2.06
b-D-GlcpNAc,6,H1,4.53
b-D-GlcpNAc,6,H2,3.74
b-D-GlcpNAc,6,H3,3.54
b-D-GlcpNAc,6,H4,3.44
b-D-GlcpNAc,6,H5,3.59
b-D-GlcpNAc,6,H61,3.59
b-D-GlcpNAc,6,H62,3.56
b-D-GlcpNAc,6,NAC,2.03
a-D-Kdop," 6,6",H31,2.16
a-D-Kdop," 6,6",H32,1.83
a-D-Kdop," 6,6",H4,4.21
a-D-Kdop," 6,6",H5,4.1
a-D-Kdop," 6,6",H6,3.74
a-D-Kdop," 6,6",H7,3.75
a-D-Kdop," 6,6",H81,3.96
a-D-Kdop," 6,6",H82,3.67
L-gro-a-D-manHepp," 5,6,6",H1,5.12
L-gro-a-D-manHepp," 5,6,6",H2,4.15
L-gro-a-D-manHepp," 5,6,6",H3,3.93
L-gro-a-D-manHepp," 5,6,6",H4,4.21
L-gro-a-D-manHepp," 5,6,6",H5,4.05
L-gro-a-D-manHepp," 5,6,6",H6,4.15
L-gro-a-D-manHepp," 5,6,6",H71,3.88
L-gro-a-D-manHepp," 5,6,6",H72,3.66
a-D-Glcp," 6,5,6,6",H1,5.22
a-D-Glcp," 6,5,6,6",H2,3.58
a-D-Glcp," 6,5,6,6",H3,3.85
a-D-Glcp," 6,5,6,6",H4,3.53
a-D-Glcp," 6,5,6,6",H5,3.94
a-D-Glcp," 6,5,6,6",H61,3.88
a-D-Glcp," 6,5,6,6",H62,3.83
b-D-Glcp," 4,5,6,6",H1,4.67
b-D-Glcp," 4,5,6,6",H2,3.45
b-D-Glcp," 4,5,6,6",H3,3.42
b-D-Glcp," 4,5,6,6",H4,3.44
b-D-Glcp," 4,5,6,6",H5,3.4
b-D-Glcp," 4,5,6,6",H61,3.96
b-D-Glcp," 4,5,6,6",H62,3.88
L-gro-a-D-manHepp," 3,5,6,6",H1,5.7
