Residual,Connection,Atom,Shift
A-D-GLCPN, ,H1,5.594
A-D-GLCPN, ,H2,3.278
A-D-GLCPN, ,H3,3.841
A-D-GLCPN, ,H4,3.665
A-D-GLCPN, ,H5,4.139
A-D-GLCPN, ,H6,3.716
A-D-GLCPN, ,H7,4.273
B-D-GLCPN,6,H1,4.752
B-D-GLCPN,6,H2,2.983
B-D-GLCPN,6,H3,3.792
B-D-GLCPN,6,H4,3.684
B-D-GLCPN,6,H5,3.684
B-D-GLCPN,6,H61,3.393
B-D-GLCPN,6,H62,3.698
A-D-KDOP," 6, 6",H31,2.147
A-D-KDOP," 6, 6",H32,1.973
A-D-KDOP," 6, 6",H4,3.975
A-D-KDOP," 6, 6",H5,4.407
A-D-KDOP," 6, 6",H6,3.604
A-D-KDOP," 6, 6",H7,3.75
A-D-KDOP," 6, 6",H81,3.556
A-D-KDOP," 6, 6",H82,3.857
A-D-KDOP," 6, 6, 4",H31,1.765
A-D-KDOP," 6, 6, 4",H32,1.936
A-D-KDOP," 6, 6, 4",H4,4.115
A-D-KDOP," 6, 6, 4",H5,4.006
A-D-KDOP," 6, 6, 4",H6,3.636
A-D-KDOP," 6, 6, 4",H7,3.949
A-D-KDOP," 6, 6, 4",H81,3.722
A-D-KDOP," 6, 6, 4",H82,3.965
A-D-KDOP," 6, 6, 5",H31,2.017
A-D-KDOP," 6, 6, 5",H32,2.428
A-D-KDOP," 6, 6, 5",H4,4.428
A-D-KDOP," 6, 6, 5",H5,4.273
A-D-KDOP," 6, 6, 5",H6,4.481
A-D-KDOP," 6, 6, 5",H7,4.009
A-D-KDOP," 6, 6, 5",H81,3.829
A-D-KDOP," 6, 6, 5",H82,3.943
A-D-GLCPNAC," 6, 6, 5, 4",H1,5.206
A-D-GLCPNAC," 6, 6, 5, 4",H2,3.008
A-D-GLCPNAC," 6, 6, 5, 4",H3,3.968
A-D-GLCPNAC," 6, 6, 5, 4",H4,3.796
A-D-GLCPNAC," 6, 6, 5, 4",H5,4.108
A-D-GLCPN," 6, 6, 5, 4, 4",H1,5.585
A-D-GLCPN," 6, 6, 5, 4, 4",H2,2.998
A-D-GLCPN," 6, 6, 5, 4, 4",H3,3.728
A-D-GLCPN," 6, 6, 5, 4, 4",H4,3.386
A-D-GLCPN," 6, 6, 5, 4, 4",H5,3.745
A-D-GLCPN," 6, 6, 5, 4, 4",H6,3.8
A-D-GLCPN," 6, 6, 5, 4, 4",H7,3.8
A-D-GLCPN, ,C1,91.8
A-D-GLCPN, ,C2,55.3
A-D-GLCPN, ,C3,70.8
A-D-GLCPN, ,C4,70
A-D-GLCPN, ,C5,72.4
A-D-GLCPN, ,C6,70.5
B-D-GLCPN,6,C1,101.6
B-D-GLCPN,6,C2,56
B-D-GLCPN,6,C3,73.4
B-D-GLCPN,6,C4,73.8
B-D-GLCPN,6,C5,74.7
B-D-GLCPN,6,C6,63
A-D-KDOP," 6, 6",C3,34.8
A-D-KDOP," 6, 6",C4,72.9
A-D-KDOP," 6, 6",C5,68
A-D-KDOP," 6, 6",C6,73.3
A-D-KDOP," 6, 6",C7,70.2
A-D-KDOP," 6, 6",C8,64.2
A-D-KDOP," 6, 6, 4",C3,34.8
A-D-KDOP," 6, 6, 4",C4,65.9
A-D-KDOP," 6, 6, 4",C5,67.2
A-D-KDOP," 6, 6, 4",C6,72.4
A-D-KDOP," 6, 6, 4",C7,71.5
A-D-KDOP," 6, 6, 4",C8,63.4
A-D-KDOP," 6, 6, 5",C3,33.4
A-D-KDOP," 6, 6, 5",C4,70
A-D-KDOP," 6, 6, 5",C5,63.5
A-D-KDOP," 6, 6, 5",C6,72.9
A-D-KDOP," 6, 6, 5",C7,71
A-D-KDOP," 6, 6, 5",C8,64.2
A-D-GLCPNAC," 6, 6, 5, 4",C1,94.4
A-D-GLCPNAC," 6, 6, 5, 4",C2,55
A-D-GLCPNAC," 6, 6, 5, 4",C3,73.8
A-D-GLCPNAC," 6, 6, 5, 4",C4,76.6
A-D-GLCPNAC," 6, 6, 5, 4",C5,73.3
A-D-GLCPN," 6, 6, 5, 4, 4",C1,97.2
A-D-GLCPN," 6, 6, 5, 4, 4",C2,55
A-D-GLCPN," 6, 6, 5, 4, 4",C3,71.8
A-D-GLCPN," 6, 6, 5, 4, 4",C4,70
A-D-GLCPN," 6, 6, 5, 4, 4",C5,72
A-D-GLCPN," 6, 6, 5, 4, 4",C6,60.5
