Residual,Connection,Atom,Shift
A-D-MANP2AC1SET, ,H1,5.26
A-D-MANP2AC1SET, ,H2,5.26
A-D-MANP2AC1SET, ,H3,4.13
A-D-MANP2AC1SET, ,H4,5.17
A-D-MANP2AC1SET, ,H5,4.27
A-D-MANP2AC1SET, ,H61,3.45
A-D-MANP2AC1SET, ,H62,3.79
A-D-MANP3AC,3,H1,4.96
A-D-MANP3AC,3,H2,5.02
A-D-MANP3AC,3,H3,5.18
A-D-MANP3AC,3,H4,5.34
A-D-MANP3AC,3,H5,3.95
A-D-MANP3AC,3,H61,3.52
A-D-MANP3AC,3,H62,3.76
A-D-MANP2AC," 3, 6",H1,4.86
A-D-MANP2AC," 3, 6",H2,5.33
A-D-MANP2AC," 3, 6",H3,4.25
A-D-MANP2AC," 3, 6",H4,5.28
A-D-MANP2AC," 3, 6",H5,3.82
A-D-MANP2AC," 3, 6",H61,3.54
A-D-MANP2AC," 3, 6",H62,3.76
A-D-MANP4AC," 3, 6, 3",H1,5.06
A-D-MANP4AC," 3, 6, 3",H2,5.07
A-D-MANP4AC," 3, 6, 3",H3,5.21
A-D-MANP4AC," 3, 6, 3",H4,5.28
A-D-MANP4AC," 3, 6, 3",H5,4.09
A-D-MANP4AC," 3, 6, 3",H61,4.1
A-D-MANP4AC," 3, 6, 3",H62,4.27
A-D-MANP4AC," 3, 6, 6",H1,4.84
A-D-MANP4AC," 3, 6, 6",H2,5.28
A-D-MANP4AC," 3, 6, 6",H3,5.31
A-D-MANP4AC," 3, 6, 6",H4,5.28
A-D-MANP4AC," 3, 6, 6",H5,4.08
A-D-MANP4AC," 3, 6, 6",H61,4.12
A-D-MANP4AC," 3, 6, 6",H62,4.28
A-D-MANP3AC,6,H1,4.78
A-D-MANP3AC,6,H2,5.21
A-D-MANP3AC,6,H3,5.27
A-D-MANP3AC,6,H4,5.42
A-D-MANP3AC,6,H5,3.96
A-D-MANP3AC,6,H61,3.62
A-D-MANP3AC,6,H62,3.77
A-D-MANP2AC," 6, 6",H1,4.93
A-D-MANP2AC," 6, 6",H2,5.31
A-D-MANP2AC," 6, 6",H3,4.21
A-D-MANP2AC," 6, 6",H4,5.27
A-D-MANP2AC," 6, 6",H5,3.82
A-D-MANP2AC," 6, 6",H61,3.51
A-D-MANP2AC," 6, 6",H62,3.76
A-D-MANP4AC," 6, 6, 3",H1,5.04
A-D-MANP4AC," 6, 6, 3",H2,5.07
A-D-MANP4AC," 6, 6, 3",H3,5.22
A-D-MANP4AC," 6, 6, 3",H4,5.29
A-D-MANP4AC," 6, 6, 3",H5,4.09
A-D-MANP4AC," 6, 6, 3",H61,4.1
A-D-MANP4AC," 6, 6, 3",H62,4.29
A-D-MANP4AC," 6, 6, 6",H1,4.83
A-D-MANP4AC," 6, 6, 6",H2,5.27
A-D-MANP4AC," 6, 6, 6",H3,5.31
A-D-MANP4AC," 6, 6, 6",H4,5.28
A-D-MANP4AC," 6, 6, 6",H5,4.08
A-D-MANP4AC," 6, 6, 6",H61,4.13
A-D-MANP4AC," 6, 6, 6",H62,4.27
A-D-MANP2AC1SET, ,C1,81.3
A-D-MANP2AC1SET, ,C2,72.4
A-D-MANP2AC1SET, ,C3,75.4
A-D-MANP2AC1SET, ,C4,68.5
A-D-MANP2AC1SET, ,C5,69.9
A-D-MANP2AC1SET, ,C6,66.9
A-D-MANP3AC,3,C1,99.1
A-D-MANP3AC,3,C2,69.9
A-D-MANP3AC,3,C3,68.5
A-D-MANP3AC,3,C4,65.5
A-D-MANP3AC,3,C5,70.3
A-D-MANP3AC,3,C6,66.1
A-D-MANP2AC," 3, 6",C1,97.7
A-D-MANP2AC," 3, 6",C2,70.5
A-D-MANP2AC," 3, 6",C3,74.9
A-D-MANP2AC," 3, 6",C4,68.1
A-D-MANP2AC," 3, 6",C5,69.4
A-D-MANP2AC," 3, 6",C6,66.8
A-D-MANP4AC," 3, 6, 3",C1,98.8
A-D-MANP4AC," 3, 6, 3",C2,69.8
A-D-MANP4AC," 3, 6, 3",C3,68.5
A-D-MANP4AC," 3, 6, 3",C4,65.9
A-D-MANP4AC," 3, 6, 3",C5,69.4
A-D-MANP4AC," 3, 6, 3",C6,62.1
A-D-MANP4AC," 3, 6, 6",C1,97.6
A-D-MANP4AC," 3, 6, 6",C2,69.4
A-D-MANP4AC," 3, 6, 6",C3,69
A-D-MANP4AC," 3, 6, 6",C4,65.7
A-D-MANP4AC," 3, 6, 6",C5,68.6
A-D-MANP4AC," 3, 6, 6",C6,62.4
A-D-MANP3AC,6,C1,97.6
A-D-MANP3AC,6,C2,69.4
A-D-MANP3AC,6,C3,69
A-D-MANP3AC,6,C4,65.6
A-D-MANP3AC,6,C5,69.6
A-D-MANP3AC,6,C6,65.5
A-D-MANP2AC," 6, 6",C1,97.5
A-D-MANP2AC," 6, 6",C2,70.6
A-D-MANP2AC," 6, 6",C3,74.9
A-D-MANP2AC," 6, 6",C4,68
A-D-MANP2AC," 6, 6",C5,69.4
A-D-MANP2AC," 6, 6",C6,66.8
A-D-MANP4AC," 6, 6, 3",C1,99.1
A-D-MANP4AC," 6, 6, 3",C2,69.7
A-D-MANP4AC," 6, 6, 3",C3,68.5
A-D-MANP4AC," 6, 6, 3",C4,65.9
A-D-MANP4AC," 6, 6, 3",C5,69.4
A-D-MANP4AC," 6, 6, 3",C6,62
A-D-MANP4AC," 6, 6, 6",C1,97.6
A-D-MANP4AC," 6, 6, 6",C2,69.4
A-D-MANP4AC," 6, 6, 6",C3,69.2
A-D-MANP4AC," 6, 6, 6",C4,65.7
A-D-MANP4AC," 6, 6, 6",C5,68.6
A-D-MANP4AC," 6, 6, 6",C6,62.4
