Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.53
B-D-GLCP, ,H2,3.33
B-D-GLCP, ,H3,3.51
B-D-GLCP, ,H4,3.43
B-D-GLCP, ,H5,3.6
B-D-GLCP, ,H6a,3.73
B-D-GLCP, ,H6b,4.07
A-D-GALF,6,H1,5.08
A-D-GALF,6,H2,4.13
A-D-GALF,6,H3,4.14
A-D-GALF,6,H4,4.03
A-D-GALF,6,H5,3.78
A-D-GALF,6,H6a,3.51
A-D-GALF,6,H6b,4.04
B-D-GLCP," 6, 6",H1,4.49
B-D-GLCP," 6, 6",H2,3.36
B-D-GLCP," 6, 6",H3,3.63
B-D-GLCP," 6, 6",H4,3.48
B-D-GLCP," 6, 6",H5,3.8
B-D-GLCP," 6, 6",H6a,3.8
B-D-GLCP," 6, 6",H6b,3.98
B-L-RHAP," 6, 6, 4",H1,4.91
B-L-RHAP," 6, 6, 4",H2,4.33
B-L-RHAP," 6, 6, 4",H3,3.75
B-L-RHAP," 6, 6, 4",H4,3.44
B-L-RHAP," 6, 6, 4",H5,3.54
B-L-RHAP," 6, 6, 4",CH3,1.36
A-L-RHAP," 6, 6, 4, 2",H1,5.27
A-L-RHAP," 6, 6, 4, 2",H2,4.07
A-L-RHAP," 6, 6, 4, 2",H3,3.85
A-L-RHAP," 6, 6, 4, 2",H4,3.47
A-L-RHAP," 6, 6, 4, 2",H5,4.07
A-L-RHAP," 6, 6, 4, 2",CH3,1.29
A-D-GALP," 6, 6, 4, 3",H1,5.15
A-D-GALP," 6, 6, 4, 3",H2,3.92
A-D-GALP," 6, 6, 4, 3",H3,4.05
A-D-GALP," 6, 6, 4, 3",H4,4.36
A-D-GALP," 6, 6, 4, 3",H5,3.89
A-D-GALP," 6, 6, 4, 3",H6a,3.94
A-D-GALP," 6, 6, 4, 3",H6b,4.08
B-D-GALP," 6, 6, 4, 3, 6",H1,4.45
B-D-GALP," 6, 6, 4, 3, 6",H2,3.56
B-D-GALP," 6, 6, 4, 3, 6",H3,3.66
B-D-GALP," 6, 6, 4, 3, 6",H4,3.97
B-D-GALP," 6, 6, 4, 3, 6",H5,3.88
B-D-GALP," 6, 6, 4, 3, 6",H6a,3.97
B-D-GALP," 6, 6, 4, 3, 6",H6b,4.06
B-D-GLCP, ,C1,103.96
B-D-GLCP, ,C2,74.36
B-D-GLCP, ,C3,76.95
B-D-GLCP, ,C4,71.11
B-D-GLCP, ,C5,76.09
B-D-GLCP, ,C6,68.21
A-D-GALF,6,C1,109.13
A-D-GALF,6,C2,82.1
A-D-GALF,6,C3,77.98
A-D-GALF,6,C4,84.43
A-D-GALF,6,C5,70.28
A-D-GALF,6,C6,72.24
B-D-GLCP," 6, 6",C1,103.89
B-D-GLCP," 6, 6",C2,74.25
B-D-GLCP," 6, 6",C3,75.98
B-D-GLCP," 6, 6",C4,78.23
B-D-GLCP," 6, 6",C5,77.17
B-D-GLCP," 6, 6",C6,62.33
B-L-RHAP," 6, 6, 4",C1,101.46
B-L-RHAP," 6, 6, 4",C2,74.69
B-L-RHAP," 6, 6, 4",C3,81.14
B-L-RHAP," 6, 6, 4",C4,73.47
B-L-RHAP," 6, 6, 4",C5,72.24
B-L-RHAP," 6, 6, 4",C6,17.96
A-L-RHAP," 6, 6, 4, 2",C1,101.62
A-L-RHAP," 6, 6, 4, 2",C2,71.55
A-L-RHAP," 6, 6, 4, 2",C3,73.33
A-L-RHAP," 6, 6, 4, 2",C4,70.28
A-L-RHAP," 6, 6, 4, 2",C5,69.54
A-L-RHAP," 6, 6, 4, 2",C6,17.74
A-D-GALP," 6, 6, 4, 3",C1,98.33
A-D-GALP," 6, 6, 4, 3",C2,70.28
A-D-GALP," 6, 6, 4, 3",C3,69.21
A-D-GALP," 6, 6, 4, 3",C4,70.92
A-D-GALP," 6, 6, 4, 3",C5,71.55
A-D-GALP," 6, 6, 4, 3",C6,69.85
B-D-GALP," 6, 6, 4, 3, 6",C1,104.24
B-D-GALP," 6, 6, 4, 3, 6",C2,73.86
B-D-GALP," 6, 6, 4, 3, 6",C3,72.01
B-D-GALP," 6, 6, 4, 3, 6",C4,69.85
B-D-GALP," 6, 6, 4, 3, 6",C5,74.97
B-D-GALP," 6, 6, 4, 3, 6",C6,70.28
