Residual,Connection,Atom,Shift
B-L-RHAP, ,H1,4.81
B-L-RHAP, ,H2,4.23
B-L-RHAP, ,H3,3.61
B-L-RHAP, ,H4,3.39
B-L-RHAP, ,H5,3.35
B-L-RHAP, ,H6,1.28
A-D-GLCP,3,H1,5.06
A-D-GLCP,3,H2,3.57
A-D-GLCP,3,H3,3.88
A-D-GLCP,3,H4,3.76
A-D-GLCP,3,H5,4.05
B-D-GALP," 3, 4",H1,4.61
B-D-GALP," 3, 4",H2,3.71
B-D-GALP," 3, 4",H3,3.8
B-D-GALP," 3, 4",H4,4.13
B-D-GALP," 3, 4",H5,3.72
A-D-GLCP," 3, 4, 2",H1,5.27
A-D-GLCP," 3, 4, 2",H2,3.48
A-D-GLCP," 3, 4, 2",H3,3.65
A-D-GLCP," 3, 4, 2",H4,3.38
A-D-GLCP," 3, 4, 2",H5,4
A-D-GLCP," 3, 4, 2",H61,3.74
A-D-GLCP," 3, 4, 2",H62,4
B-D-GLCP," 3, 4, 4",H1,4.61
B-D-GLCP," 3, 4, 4",H2,3.32
B-D-GLCP," 3, 4, 4",H3,3.58
B-D-GLCP," 3, 4, 4",H4,3.59
B-D-GLCP," 3, 4, 4",H5,3.45
B-L-RHAP, ,C1,101.7
B-L-RHAP, ,C2,68.2
B-L-RHAP, ,C3,77.9
B-L-RHAP, ,C4,71.3
B-L-RHAP, ,C5,73.2
B-L-RHAP, ,C6,17.5
A-D-GLCP,3,C1,96.1
A-D-GLCP,3,C2,72.4
A-D-GLCP,3,C3,72.3
A-D-GLCP,3,C4,76.6
A-D-GLCP,3,C5,71.5
B-D-GALP," 3, 4",C1,102.7
B-D-GALP," 3, 4",C2,77.1
B-D-GALP," 3, 4",C3,73
B-D-GALP," 3, 4",C4,79.7
B-D-GALP," 3, 4",C5,73.9
A-D-GLCP," 3, 4, 2",C1,105.1
A-D-GLCP," 3, 4, 2",C2,74.9
A-D-GLCP," 3, 4, 2",C3,76.5
A-D-GLCP," 3, 4, 2",C4,78.5
A-D-GLCP," 3, 4, 2",C5,75.7
B-D-GLCP," 3, 4, 4",C1,99.1
B-D-GLCP," 3, 4, 4",C2,72.4
B-D-GLCP," 3, 4, 4",C3,75.4
B-D-GLCP," 3, 4, 4",C4,70.5
B-D-GLCP," 3, 4, 4",C5,72.7
