Residual,Connection,Atom,Shift
b-D-GlcpNAc," 3,until",H1,4.665
b-D-GlcpNAc," 3,until",H2,3.857
b-D-GlcpNAc," 3,until",H3,3.804
b-D-GlcpNAc," 3,until",H4,3.579
b-D-GlcpNAc," 3,until",H5,3.515
b-D-GlcpNAc," 3,until",H61,3.931
b-D-GlcpNAc," 3,until",H62,3.773
b-D-GlcpNAc," 3,until",NAC,2.035
b-D-Galp," 3,3,until",H1,4.477
b-D-Galp," 3,3,until",H2,3.706
b-D-Galp," 3,3,until",H3,3.799
b-D-Galp," 3,3,until",H4,4.156
b-D-Galp," 3,3,until",H5,3.919
b-D-Galp," 3,3,until",H61,4.053
b-D-Galp," 3,3,until",H62,3.909
b-D-Galp," 6,3,3,until",H1,4.449
b-D-Galp," 6,3,3,until",H2,3.548
b-D-Galp," 6,3,3,until",H3,3.648
b-D-Galp," 6,3,3,until",H4,3.936
b-D-Galp," 6,3,3,until",H5,3.684
b-D-Galp," 6,3,3,until",H61,3.767
b-D-Galp," 6,3,3,until",H62,3.789
b-D-GlcpA," 3,3,3,until",H1,4.76
b-D-GlcpA," 3,3,3,until",H2,3.529
b-D-GlcpA," 3,3,3,until",H3,3.697
b-D-GlcpA," 3,3,3,until",H4,3.801
b-D-GlcpA," 3,3,3,until",H5,3.99
a-D-ManpNAc," 3,3,3,3,until",H1,5.231
a-D-ManpNAc," 3,3,3,3,until",H2,4.489
a-D-ManpNAc," 3,3,3,3,until",H3,4.226
a-D-ManpNAc," 3,3,3,3,until",H4,3.782
a-D-ManpNAc," 3,3,3,3,until",H5,4.056
a-D-ManpNAc," 3,3,3,3,until",H61,3.841
a-D-ManpNAc," 3,3,3,3,until",H62,3.841
a-D-ManpNAc," 3,3,3,3,until",NAC,1.998
b-D-GlcpNAc," 3,until",C1,99.5
b-D-GlcpNAc," 3,until",C2,55
b-D-GlcpNAc," 3,until",C3,84.4
b-D-GlcpNAc," 3,until",C4,69.6
b-D-GlcpNAc," 3,until",C5,76
b-D-GlcpNAc," 3,until",C6,61.4
b-D-GlcpNAc," 3,until",CO,175.2
b-D-GlcpNAc," 3,until",CH3,23.2
b-D-Galp," 3,3,until",C1,104.2
b-D-Galp," 3,3,until",C2,70.5
b-D-Galp," 3,3,until",C3,83
b-D-Galp," 3,3,until",C4,69
b-D-Galp," 3,3,until",C5,76
b-D-Galp," 3,3,until",C6,70
b-D-Galp," 6,3,3,until",C1,104
b-D-Galp," 6,3,3,until",C2,71.7
b-D-Galp," 6,3,3,until",C3,73.4
b-D-Galp," 6,3,3,until",C4,69.5
b-D-Galp," 6,3,3,until",C5,76
b-D-Galp," 6,3,3,until",C6,61.8
b-D-GlcpA," 3,3,3,until",C1,104.5
b-D-GlcpA," 3,3,3,until",C2,72.5
b-D-GlcpA," 3,3,3,until",C3,81.8
b-D-GlcpA," 3,3,3,until",C4,65.5
b-D-GlcpA," 3,3,3,until",C5,75.4
b-D-GlcpA," 3,3,3,until",CO,174.8
a-D-ManpNAc," 3,3,3,3,until",C1,100.2
a-D-ManpNAc," 3,3,3,3,until",C2,50.9
a-D-ManpNAc," 3,3,3,3,until",C3,76.4
a-D-ManpNAc," 3,3,3,3,until",C4,72.4
a-D-ManpNAc," 3,3,3,3,until",C5,73.1
a-D-ManpNAc," 3,3,3,3,until",C6,61.1
a-D-ManpNAc," 3,3,3,3,until",CO,173.4
a-D-ManpNAc," 3,3,3,3,until",CH3,22.7
