Residual,Connection,Atom,Shift
A-D-GALPA, ,H1,5.37
A-D-GALPA, ,H2,3.93
A-D-GALPA, ,H3,3.99
A-D-GALPA, ,H4,4.41
A-D-GALPA, ,H5,4.42
A-D-GLCP,4,H1,4.96
A-D-GLCP,4,H2,3.44
A-D-GLCP,4,H3,3.68
A-D-GLCP,4,H4,3.58
A-D-GLCP,4,H5,4.18
A-D-GLCP,4,H6,3.86
B-D-QUIP4N," 4, 6",H1,4.42
B-D-QUIP4N," 4, 6",H2,3.42
B-D-QUIP4N," 4, 6",H3,3.77
B-D-QUIP4N," 4, 6",H4,3.79
B-D-QUIP4N," 4, 6",H5,3.54
B-D-QUIP4N," 4, 6",H6,1.15
A-D-GLCPNAC," 4, 6, 3",H1,5.06
A-D-GLCPNAC," 4, 6, 3",H2,4.01
A-D-GLCPNAC," 4, 6, 3",H3,3.91
A-D-GLCPNAC," 4, 6, 3",H4,3.81
A-D-GLCPNAC," 4, 6, 3",H5,4.3
A-D-GLCPNAC," 4, 6, 3",H6 a,4.04
A-D-GLCPNAC," 4, 6, 3",H6 b,4.1
A-D-GLCPNAC," 4, 6, 3",CH3CO,2
A-D-GALPA, ,C1,102
A-D-GALPA, ,C2,69.6
A-D-GALPA, ,C3,69.6
A-D-GALPA, ,C4,80.2
A-D-GALPA, ,C5,71.8
A-D-GALPA, ,C6,173.5
A-D-GLCP,4,C1,101.6
A-D-GLCP,4,C2,72.9
A-D-GLCP,4,C3,74
A-D-GLCP,4,C4,70.1
A-D-GLCP,4,C5,72.2
A-D-GLCP,4,C6,69.5
B-D-QUIP4N," 4, 6",C1,104.1
B-D-QUIP4N," 4, 6",C2,73.7
B-D-QUIP4N," 4, 6",C3,78.4
B-D-QUIP4N," 4, 6",C4,57.9
B-D-QUIP4N," 4, 6",C5,72.2
B-D-QUIP4N," 4, 6",C6,17.7
A-D-GLCPNAC," 4, 6, 3",C1,98.2
A-D-GLCPNAC," 4, 6, 3",C2,53.3
A-D-GLCPNAC," 4, 6, 3",C3,81.6
A-D-GLCPNAC," 4, 6, 3",C4,70.9
A-D-GLCPNAC," 4, 6, 3",C5,71.6
A-D-GLCPNAC," 4, 6, 3",C6,65.1
A-D-GLCPNAC," 4, 6, 3",CH3CO,23.3
A-D-GLCPNAC," 4, 6, 3",CH3CO,175.2
