Residual,Connection,Atom,Shift
b-D-GlcpA," 4,until",H1,4.6
b-D-GlcpA," 4,until",H2,3.4
b-D-GlcpA," 4,until",H3,3.66
b-D-GlcpA," 4,until",H4,3.81
b-D-GlcpA," 4,until",H5,4.04
b-D-GlcpNAc," 4,4,until",H1,4.6
b-D-GlcpNAc," 4,4,until",H2,3.68
b-D-GlcpNAc," 4,4,until",H3,3.87
b-D-GlcpNAc," 4,4,until",H4,3.88
b-D-GlcpNAc," 4,4,until",H5,3.47
b-D-GlcpNAc," 4,4,until",H61,3.73
b-D-GlcpNAc," 4,4,until",H62,3.88
b-D-GlcpNAc," 4,4,until",NAC,1.97
b-D-GlcpNAc," 4,4,4,until",H1,4.52
b-D-GlcpNAc," 4,4,4,until",H2,3.88
b-D-GlcpNAc," 4,4,4,until",H3,3.78
b-D-GlcpNAc," 4,4,4,until",H4,3.59
b-D-GlcpNAc," 4,4,4,until",H5,3.42
b-D-GlcpNAc," 4,4,4,until",H61,3.85
b-D-GlcpNAc," 4,4,4,until",H62,3.91
b-D-GlcpNAc," 4,4,4,until",NAC,2.02
b-L-RhapNAc3NAc," 3,4,4,until",H1,5.07
b-L-RhapNAc3NAc," 3,4,4,until",H2,4.55
b-L-RhapNAc3NAc," 3,4,4,until",H3,3.96
b-L-RhapNAc3NAc," 3,4,4,until",H4,3.28
b-L-RhapNAc3NAc," 3,4,4,until",H5,3.52
b-L-RhapNAc3NAc," 3,4,4,until",CH3,1.36
b-L-RhapNAc3NAc," 3,4,4,until",NAC,2.05
b-L-RhapNAc3NAc," 3,4,4,until",3NAC,2.05
b-D-GlcpA," 4,until",C1,103.46
b-D-GlcpA," 4,until",C2,73.01
b-D-GlcpA," 4,until",C3,74.6
b-D-GlcpA," 4,until",C4,80.91
b-D-GlcpA," 4,until",C5,74.25
b-D-GlcpA," 4,until",C6,171.74
b-D-GlcpNAc," 4,4,until",C1,101.95
b-D-GlcpNAc," 4,4,until",C2,54.89
b-D-GlcpNAc," 4,4,until",C3,78.64
b-D-GlcpNAc," 4,4,until",C4,76.73
b-D-GlcpNAc," 4,4,until",C5,75.91
b-D-GlcpNAc," 4,4,until",C6,60.7
b-D-GlcpNAc," 4,4,until",CO,174.87
b-D-GlcpNAc," 4,4,until",CH3,22.68
b-D-GlcpNAc," 4,4,4,until",C1,101.2
b-D-GlcpNAc," 4,4,4,until",C2,55.83
b-D-GlcpNAc," 4,4,4,until",C3,83.28
b-D-GlcpNAc," 4,4,4,until",C4,69.76
b-D-GlcpNAc," 4,4,4,until",C5,76.73
b-D-GlcpNAc," 4,4,4,until",C6,61.88
b-D-GlcpNAc," 4,4,4,until",CO,175.02
b-D-GlcpNAc," 4,4,4,until",CH3,22.94
b-L-RhapNAc3NAc," 3,4,4,until",C1,99.83
b-L-RhapNAc3NAc," 3,4,4,until",C2,52.19
b-L-RhapNAc3NAc," 3,4,4,until",C3,54.61
b-L-RhapNAc3NAc," 3,4,4,until",C4,70.87
b-L-RhapNAc3NAc," 3,4,4,until",C5,74.46
b-L-RhapNAc3NAc," 3,4,4,until",C6,18
b-L-RhapNAc3NAc," 3,4,4,until",CO,175.27
b-L-RhapNAc3NAc," 3,4,4,until",CH3,23.02
b-L-RhapNAc3NAc," 3,4,4,until",CO,175.61
b-L-RhapNAc3NAc," 3,4,4,until",CH3,23.42
