Residual,Connection,Atom,Shift
Tyr, ,H2,3.939
Tyr, ,H31,3.232
Tyr, ,H32,3.082
Tyr, ,H5,7.136
Tyr, ,H6,7.284
b-D-Galp,7,H1,5.119
b-D-Galp,7,H2,3.932
b-D-Galp,7,H3,3.834
b-D-Galp,7,H4,4.097
b-D-Galp,7,H5,3.88
b-D-Galp,7,H61,3.77
b-D-Galp,7,H62,3.76
a-L-Rhap," 3,7",H1,5.064
a-L-Rhap," 3,7",H2,4.201
a-L-Rhap," 3,7",H3,3.939
a-L-Rhap," 3,7",H4,3.58
a-L-Rhap," 3,7",H5,3.896
a-L-Rhap," 3,7",CH3,1.31
a-L-Rhap," 3,3,7",H1,5.05
a-L-Rhap," 3,3,7",H2,4.173
a-L-Rhap," 3,3,7",H3,3.926
a-L-Rhap," 3,3,7",H4,3.56
a-L-Rhap," 3,3,7",H5,3.902
a-L-Rhap," 3,3,7",CH3,1.31
a-L-Rhap," 3,3,3,7",H1,5.102
a-L-Rhap," 3,3,3,7",H2,4.3
a-L-Rhap," 3,3,3,7",H3,3.945
a-L-Rhap," 3,3,3,7",H4,3.528
a-L-Rhap," 3,3,3,7",H5,3.901
a-L-Rhap," 3,3,3,7",CH3,1.31
a-D-Manp," 3,3,3,3,7",H1,5.054
a-D-Manp," 3,3,3,3,7",H2,4.003
a-D-Manp," 3,3,3,3,7",H4,3.84
a-D-Manp," 3,3,3,3,7",H5,3.94
a-D-Manp," 3,3,3,3,7",H6,3.67
a-L-Rhap," 4,3,3,3,3,7",H1,4.924
a-L-Rhap," 4,3,3,3,3,7",H2,4.202
a-L-Rhap," 4,3,3,3,3,7",H3,3.837
a-L-Rhap," 4,3,3,3,3,7",H4,3.518
a-L-Rhap," 4,3,3,3,3,7",H5,4.048
a-L-Rhap," 4,3,3,3,3,7",CH3,1.287
a-D-Manp," 3,4,3,3,3,3,7",H1,5.017
a-D-Manp," 3,4,3,3,3,3,7",H2,3.991
a-D-Manp," 3,4,3,3,3,3,7",H3,3.89
a-D-Manp," 3,4,3,3,3,3,7",H4,3.819
a-D-Manp," 3,4,3,3,3,3,7",H5,3.97
a-D-Manp," 3,4,3,3,3,3,7",H61,3.752
a-D-Manp," 3,4,3,3,3,3,7",H62,3.822
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",H1,4.918
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",H2,4.232
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",H3,3.448
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",H4,3.49
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",H5,4.029
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",CH3,1.27
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",3ME,3.42
Tyr, ,C2,56.84
Tyr, ,C3,36.37
Tyr, ,C4,131.39
Tyr, ,C5,131.54
Tyr, ,C6,117.82
Tyr, ,C7,156.62
b-D-Galp,7,C1,101.3
b-D-Galp,7,C2,70.79
b-D-Galp,7,C3,80.96
b-D-Galp,7,C4,69.04
b-D-Galp,7,C5,76.16
b-D-Galp,7,C6,61.44
a-L-Rhap," 3,7",C1,103.05
a-L-Rhap," 3,7",C2,70.61
a-L-Rhap," 3,7",C3,79.12
a-L-Rhap," 3,7",C4,72.08
a-L-Rhap," 3,3,7",C1,103.05
a-L-Rhap," 3,3,7",C2,70.72
a-L-Rhap," 3,3,7",C3,79.25
a-L-Rhap," 3,3,7",C4,72.08
a-L-Rhap," 3,3,3,7",C1,102.96
a-L-Rhap," 3,3,3,7",C2,67.05
a-D-Manp," 3,3,3,3,7",C1,96.94
a-D-Manp," 3,3,3,3,7",C6,61.18
a-L-Rhap," 4,3,3,3,3,7",C1,101.63
a-L-Rhap," 4,3,3,3,3,7",C2,67.21
a-L-Rhap," 4,3,3,3,3,7",C3,75.08
a-L-Rhap," 4,3,3,3,3,7",C4,71.01
a-L-Rhap," 4,3,3,3,3,7",C5,69.92
a-L-Rhap," 4,3,3,3,3,7",C6,17.44
a-D-Manp," 3,4,3,3,3,3,7",C1,96.94
a-D-Manp," 3,4,3,3,3,3,7",C2,71.44
a-D-Manp," 3,4,3,3,3,3,7",C3,69.97
a-D-Manp," 3,4,3,3,3,3,7",C4,76.32
a-D-Manp," 3,4,3,3,3,3,7",C5,72.28
a-D-Manp," 3,4,3,3,3,3,7",C6,61.18
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",C1,101.75
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",C2,66.9
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",C3,80.32
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",C4,71.63
a-L-Rhap3Me," 4,3,4,3,3,3,3,7",3ME,56.84
