Residual,Connection,Atom,Shift
A-D-GLCPN, ,H1,5.61
A-D-GLCPN, ,H2,3.284
A-D-GLCPN, ,H3,3.86
A-D-GLCPN, ,H4,3.514
A-D-GLCPN, ,H5,4.15
A-D-GLCPN, ,H61,3.72
A-D-GLCPN, ,H62,4.281
B-D-GLCPN,6,H1,4.874
B-D-GLCPN,6,H2,3.009
B-D-GLCPN,6,H3,3.82
B-D-GLCPN,6,H4,3.73
B-D-GLCPN,6,H5,3.7
B-D-GLCPN,6,H61,3.51
B-D-GLCPN,6,H62,3.71
A-D-KDOP," 6, 6",H31,1.976
A-D-KDOP," 6, 6",H32,1.976
A-D-KDOP," 6, 6",H4,4.134
A-D-KDOP," 6, 6",H5,4.133
A-D-KDOP," 6, 6",H6,3.682
A-D-KDOP," 6, 6",H7,3.905
A-D-KDOP," 6, 6",H81,3.894
A-D-KDOP," 6, 6",H82,3.87
A-D-KDOP," 6, 6, 4",H31,1.797
A-D-KDOP," 6, 6, 4",H32,2.134
A-D-KDOP," 6, 6, 4",H4,4.07
A-D-KDOP," 6, 6, 4",H5,4.05
A-D-KDOP," 6, 6, 4",H6,3.593
A-D-KDOP," 6, 6, 4",H7,3.978
A-D-KDOP," 6, 6, 4",H81,3.75
A-D-KDOP," 6, 6, 4",H82,4.023
A-D-GLCPN, ,C1,92.03
A-D-GLCPN, ,C2,55.65
A-D-GLCPN, ,C3,71.2
A-D-GLCPN, ,C4,70.74
A-D-GLCPN, ,C5,73.13
A-D-GLCPN, ,C6,70.39
B-D-GLCPN,6,C1,100.82
B-D-GLCPN,6,C2,56.53
B-D-GLCPN,6,C3,73.79
B-D-GLCPN,6,C4,73.69
B-D-GLCPN,6,C5,75.29
B-D-GLCPN,6,C6,63.31
A-D-KDOP," 6, 6",C1,175.55
A-D-KDOP," 6, 6",C2,100.22
A-D-KDOP," 6, 6",C3,34.21
A-D-KDOP," 6, 6",C4,69.31
A-D-KDOP," 6, 6",C5,65.3
A-D-KDOP," 6, 6",C6,72.09
A-D-KDOP," 6, 6",C7,70.54
A-D-KDOP," 6, 6",C8,64.16
A-D-KDOP," 6, 6, 4",C1,176.59
A-D-KDOP," 6, 6, 4",C2,100.47
A-D-KDOP," 6, 6, 4",C3,35.3
A-D-KDOP," 6, 6, 4",C4,66.71
A-D-KDOP," 6, 6, 4",C5,67
A-D-KDOP," 6, 6, 4",C6,73.47
A-D-KDOP," 6, 6, 4",C7,70.54
A-D-KDOP," 6, 6, 4",C8,64.16
