Residual,Connection,Atom,Shift
B-D-GLCPNAC, ,H1,4.76
B-D-GLCPNAC, ,H2,3.81
B-D-GLCPNAC, ,H3,3.88
B-D-GLCPNAC, ,H4,3.73
B-D-GLCPNAC, ,H5,3.59
B-D-GLCPNAC, ,H61,3.8
B-D-GLCPNAC, ,H62,3.95
B-D-GLCPNAC, ,CH3,2.07
A-L-RHAP,3,H1,4.87
A-L-RHAP,3,H2,3.8
A-L-RHAP,3,H3,3.73
A-L-RHAP,3,H4,3.44
A-L-RHAP,3,H5,3.96
A-L-RHAP,3,H6,1.24
A-D-GLCP,4,H1,5.35
A-D-GLCP,4,H2,3.59
A-D-GLCP,4,H3,3.7
A-D-GLCP,4,H4,3.43
A-D-GLCP,4,H5,3.73
A-D-GLCP,4,H61,3.77
A-D-GLCP,4,H62,3.86
B-D-GLCPNAC, ,C1,95.97
B-D-GLCPNAC, ,C2,56.92
B-D-GLCPNAC, ,C3,82.17
B-D-GLCPNAC, ,C4,70.8
B-D-GLCPNAC, ,C5,76.65
B-D-GLCPNAC, ,C6,62.16
B-D-GLCPNAC, ,CH3,23.38
B-D-GLCPNAC, ,CO,175.1
A-L-RHAP,3,C1,100.43
A-L-RHAP,3,C2,71.8
A-L-RHAP,3,C3,69.88
A-L-RHAP,3,C4,73.37
A-L-RHAP,3,C5,70.39
A-L-RHAP,3,C6,17.7
A-D-GLCP,4,C1,96.45
A-D-GLCP,4,C2,71.22
A-D-GLCP,4,C3,73.69
A-D-GLCP,4,C4,70.54
A-D-GLCP,4,C5,73.6
A-D-GLCP,4,C6,61.59
