Residual,Connection,Atom,Shift
A-D-GLCPN, ,H1,5.461
A-D-GLCPN, ,H2,3.052
A-D-GLCPN, ,H3,3.696
A-D-GLCPN, ,H4,3.522
A-D-GLCPN, ,H5,4.069
A-D-GLCPN, ,H6,3.657
A-D-GLCPN, ,H7,4.227
B-D-GLCPN,6,H1,4.631
B-D-GLCPN,6,H2,2.863
B-D-GLCPN,6,H3,3.696
B-D-GLCPN,6,H4,3.613
B-D-GLCPN,6,H5,3.635
B-D-GLCPN,6,H6,3.355
B-D-GLCPN,6,H7,3.832
A-D-KDOP," 6, 6",H3 ax,2.142
A-D-KDOP," 6, 6",H3 eq,1.942
A-D-KDOP," 6, 6",H4,3.938
A-D-KDOP," 6, 6",H5,4.381
A-D-KDOP," 6, 6",H6,3.572
A-D-KDOP," 6, 6",H7,3.775
A-D-KDOP," 6, 6",H8a,3.526
A-D-KDOP," 6, 6",H8b,3.832
A-D-KDOP," 6, 6, 4",H3 ax,1.711
A-D-KDOP," 6, 6, 4",H3 eq,1.972
A-D-KDOP," 6, 6, 4",H4,3.983
A-D-KDOP," 6, 6, 4",H5,3.931
A-D-KDOP," 6, 6, 4",H6,3.681
A-D-KDOP," 6, 6, 4",H7,3.922
A-D-KDOP," 6, 6, 4",H8 a,3.663
A-D-KDOP," 6, 6, 4",H8 b,3.872
A-D-KDOP," 6, 6, 5",H3 ax,1.981
A-D-KDOP," 6, 6, 5",H 3eq,2.482
A-D-KDOP," 6, 6, 5",H4,4.491
A-D-KDOP," 6, 6, 5",H5,4.191
A-D-KDOP," 6, 6, 5",H6,4.273
A-D-KDOP," 6, 6, 5",H7,3.922
A-D-KDOP," 6, 6, 5",H8 a,3.741
A-D-KDOP," 6, 6, 5",H8 b,3.841
A-D-GLCPNAC," 6, 6, 5, 4",H1,5.202
A-D-GLCPNAC," 6, 6, 5, 4",H2,2.931
A-D-GLCPNAC," 6, 6, 5, 4",H3,4.123
A-D-GLCPNAC," 6, 6, 5, 4",H4,5.723
A-D-GLCPN, ,C1,93.5
A-D-GLCPN, ,C2,55.9
A-D-GLCPN, ,C3,72.1
A-D-GLCPN, ,C4,70.7
A-D-GLCPN, ,C5,72.9
A-D-GLCPN, ,C6,70.8
B-D-GLCPN,6,C1,102.2
B-D-GLCPN,6,C2,56.7
B-D-GLCPN,6,C3,74.3
B-D-GLCPN,6,C4,74.1
B-D-GLCPN,6,C5,74.9
B-D-GLCPN,6,C6,63.6
A-D-KDOP," 6, 6",C1,175.8
A-D-KDOP," 6, 6",C2,103.2
A-D-KDOP," 6, 6",C3,33.7
A-D-KDOP," 6, 6",C4,73.1
A-D-KDOP," 6, 6",C5,69.5
A-D-KDOP," 6, 6",C6,73.6
A-D-KDOP," 6, 6",C7,70.2
A-D-KDOP," 6, 6",C8,64.5
A-D-KDOP," 6, 6, 4",C1,175.8
A-D-KDOP," 6, 6, 4",C2,100.9
A-D-KDOP," 6, 6, 4",C3,35.4
A-D-KDOP," 6, 6, 4",C4,66.7
A-D-KDOP," 6, 6, 4",C5,67.7
A-D-KDOP," 6, 6, 4",C6,72.7
A-D-KDOP," 6, 6, 4",C7,71.6
A-D-KDOP," 6, 6, 4",C8,63.6
A-D-KDOP," 6, 6, 5",C1,177
A-D-KDOP," 6, 6, 5",C2,101.1
A-D-KDOP," 6, 6, 5",C3,35.4
A-D-KDOP," 6, 6, 5",C4,74
A-D-KDOP," 6, 6, 5",C5,65.4
A-D-KDOP," 6, 6, 5",C6,72.7
A-D-KDOP," 6, 6, 5",C7,71.8
A-D-KDOP," 6, 6, 5",C8,63.6
A-D-GLCPNAC," 6, 6, 5, 4",C1,98
A-D-GLCPNAC," 6, 6, 5, 4",C2,53.8
A-D-GLCPNAC," 6, 6, 5, 4",C3,67.5
A-D-GLCPNAC," 6, 6, 5, 4",C4,107.5
A-D-GLCPNAC," 6, 6, 5, 4",C5,146.5
A-D-GLCPNAC," 6, 6, 5, 4",C6,170
