Residual,Connection,Atom,Shift
A-D-GLCPN1PO4, ,H1,5.62
A-D-GLCPN1PO4, ,H2,3.38
A-D-GLCPN1PO4, ,H31,3.85
A-D-GLCPN1PO4, ,H4,3.62
A-D-GLCPN1PO4, ,H5,4.1
A-D-GLCPN1PO4, ,H61,3.72
A-D-GLCPN1PO4, ,H62,4.24
B-D-GLCPN4PO4,6,H1,4.83
B-D-GLCPN4PO4,6,H2,3.03
B-D-GLCPN4PO4,6,H31,3.82
B-D-GLCPN4PO4,6,H4,3.74
B-D-GLCPN4PO4,6,H5,3.72
B-D-GLCPN4PO4,6,H61,3.38
B-D-GLCPN4PO4,6,H62,3.65
A-D-KDOP," 6, 6",H31,2.31
A-D-KDOP," 6, 6",H32,1.9
A-D-KDOP," 6, 6",H4,3.93
A-D-KDOP," 6, 6",H5,4.47
A-D-KDOP," 6, 6",H6,3.66
A-D-KDOP," 6, 6",H7,3.85
A-D-KDOP," 6, 6",H81,3.59
A-D-KDOP," 6, 6",H82,3.85
A-D-KDOP," 6, 6, 4",H31,1.69
A-D-KDOP," 6, 6, 4",H32,2.06
A-D-KDOP," 6, 6, 4",H4,3.99
A-D-KDOP," 6, 6, 4",H5,3.95
A-D-KDOP," 6, 6, 4",H6,3.68
A-D-KDOP," 6, 6, 4",H7,3.94
A-D-KDOP," 6, 6, 4",H81,3.69
A-D-KDOP," 6, 6, 4",H82,3.9
A-D-KDOP," 6, 6, 5",H31,2.29
A-D-KDOP," 6, 6, 5",H32,2.9
A-D-KDOP," 6, 6, 5",H4,4.84
A-D-KDOP," 6, 6, 5",H5,4.43
A-D-KDOP," 6, 6, 5",H6,4.27
A-D-KDOP," 6, 6, 5",H7,4.12
A-D-KDOP," 6, 6, 5",H81,3.91
A-D-KDOP," 6, 6, 5",H82,3.91
DELTA-GLCPAN," 6, 6, 5, 4",H1,5.45
DELTA-GLCPAN," 6, 6, 5, 4",H2,3.54
DELTA-GLCPAN," 6, 6, 5, 4",H3,4.45
DELTA-GLCPAN," 6, 6, 5, 4",H4,5.88
B-D-GLCPN," 6, 6, 5, 7",H1,4.96
B-D-GLCPN," 6, 6, 5, 7",H2,3.09
B-D-GLCPN," 6, 6, 5, 7",H3,3.65
B-D-GLCPN," 6, 6, 5, 7",H4,3.42
B-D-GLCPN," 6, 6, 5, 7",H5,3.5
B-D-GLCPN," 6, 6, 5, 7",H61,3.69
B-D-GLCPN," 6, 6, 5, 7",H62,3.9
A-D-GLCPN1PO4, ,C1,91.7
A-D-GLCPN1PO4, ,C2,55.4
A-D-GLCPN1PO4, ,C3,70.4
A-D-GLCPN1PO4, ,C4,70.3
A-D-GLCPN1PO4, ,C5,73.4
A-D-GLCPN1PO4, ,C6,70.7
B-D-GLCPN4PO4,6,C1,100.2
B-D-GLCPN4PO4,6,C2,56.4
B-D-GLCPN4PO4,6,C3,72.7
B-D-GLCPN4PO4,6,C4,75.2
B-D-GLCPN4PO4,6,C5,74.6
B-D-GLCPN4PO4,6,C6,63.2
A-D-KDOP," 6, 6",C1,175.9
A-D-KDOP," 6, 6",C2,100.8
A-D-KDOP," 6, 6",C3,35.2
A-D-KDOP," 6, 6",C4,73.4
A-D-KDOP," 6, 6",C5,70
A-D-KDOP," 6, 6",C6,73.3
A-D-KDOP," 6, 6",C7,70.2
A-D-KDOP," 6, 6",C8,64.6
A-D-KDOP," 6, 6, 4",C1,176
A-D-KDOP," 6, 6, 4",C2,103.4
A-D-KDOP," 6, 6, 4",C3,35.1
A-D-KDOP," 6, 6, 4",C4,66.7
A-D-KDOP," 6, 6, 4",C5,67.7
A-D-KDOP," 6, 6, 4",C6,72.8
A-D-KDOP," 6, 6, 4",C7,71.8
A-D-KDOP," 6, 6, 4",C8,63.7
A-D-KDOP," 6, 6, 5",C1,176
A-D-KDOP," 6, 6, 5",C2,101.9
A-D-KDOP," 6, 6, 5",C3,30
A-D-KDOP," 6, 6, 5",C4,71.8
A-D-KDOP," 6, 6, 5",C5,63.1
A-D-KDOP," 6, 6, 5",C6,71
A-D-KDOP," 6, 6, 5",C7,77.3
A-D-KDOP," 6, 6, 5",C8,60.6
DELTA-GLCPAN," 6, 6, 5, 4",C1,91.8
DELTA-GLCPAN," 6, 6, 5, 4",C2,53.4
DELTA-GLCPAN," 6, 6, 5, 4",C3,63.3
DELTA-GLCPAN," 6, 6, 5, 4",C4,105.8
DELTA-GLCPAN," 6, 6, 5, 4",C5,147.7
DELTA-GLCPAN," 6, 6, 5, 4",C6,169
B-D-GLCPN," 6, 6, 5, 7",C1,98.2
B-D-GLCPN," 6, 6, 5, 7",C2,56.6
B-D-GLCPN," 6, 6, 5, 7",C3,72.9
B-D-GLCPN," 6, 6, 5, 7",C4,71.8
B-D-GLCPN," 6, 6, 5, 7",C5,76.7
B-D-GLCPN," 6, 6, 5, 7",C6,61.4
