Residual,Connection,Atom,Shift
a-L-Rhap2Ac," 2,3,until",H1,4.94
a-L-Rhap2Ac," 2,3,until",H2,4.23
a-L-Rhap2Ac," 2,3,until",H3,3.82
a-L-Rhap2Ac," 2,3,until",H4,3.56
a-L-Rhap2Ac," 2,3,until",H5,4.04
a-L-Rhap2Ac," 2,3,until",CH3,1.3
a-L-Rhap2Ac," 2,3,until",NAC,2.26
a-D-Galp," 3,2,3,until",H1,5.31
a-D-Galp," 3,2,3,until",H2,3.86
a-D-Galp," 3,2,3,until",H3,3.97
a-D-Galp," 3,2,3,until",H4,4.01
a-D-Galp," 3,2,3,until",H5,4.18
a-D-Galp," 3,2,3,until",H61,3.75
a-D-Galp," 3,2,3,until",H62,3.73
b-D-GlcpNAc," 2,3,2,3,until",H1,4.69
b-D-GlcpNAc," 2,3,2,3,until",H2,3.83
b-D-GlcpNAc," 2,3,2,3,until",H3,3.75
b-D-GlcpNAc," 2,3,2,3,until",H4,3.66
b-D-GlcpNAc," 2,3,2,3,until",H5,3.52
b-D-GlcpNAc," 2,3,2,3,until",H61,3.95
b-D-GlcpNAc," 2,3,2,3,until",H62,3.75
b-D-GlcpNAc," 2,3,2,3,until",NAC,1.97
a-D-GalpA," 3,2,3,2,3,until",H1,5.34
a-D-GalpA," 3,2,3,2,3,until",H2,3.86
a-D-GalpA," 3,2,3,2,3,until",H3,3.99
a-D-GalpA," 3,2,3,2,3,until",H4,4.42
a-D-GalpA," 3,2,3,2,3,until",H5,4.51
a-D-Manp," 4,3,2,3,2,3,until",H1,4.88
a-D-Manp," 4,3,2,3,2,3,until",H2,3.85
a-D-Manp," 4,3,2,3,2,3,until",H3,3.89
a-D-Manp," 4,3,2,3,2,3,until",H4,3.81
a-D-Manp," 4,3,2,3,2,3,until",H5,4.04
a-D-Manp," 4,3,2,3,2,3,until",H61,3.81
a-D-Manp," 4,3,2,3,2,3,until",H62,3.76
a-L-Rhap2Ac," 2,3,until",C1,101.41
a-L-Rhap2Ac," 2,3,until",C2,67.92
a-L-Rhap2Ac," 2,3,until",C3,77.2
a-L-Rhap2Ac," 2,3,until",C4,71.25
a-L-Rhap2Ac," 2,3,until",C5,69.93
a-L-Rhap2Ac," 2,3,until",C6,17.49
a-L-Rhap2Ac," 2,3,until",CH3,174.17
a-D-Galp," 3,2,3,until",C1,96.47
a-D-Galp," 3,2,3,until",C2,79.35
a-D-Galp," 3,2,3,until",C3,69.12
a-D-Galp," 3,2,3,until",C4,70.43
a-D-Galp," 3,2,3,until",C5,71.37
a-D-Galp," 3,2,3,until",C6,61.75
b-D-GlcpNAc," 2,3,2,3,until",C1,104.05
b-D-GlcpNAc," 2,3,2,3,until",C2,55.37
b-D-GlcpNAc," 2,3,2,3,until",C3,83.16
b-D-GlcpNAc," 2,3,2,3,until",C4,71.37
b-D-GlcpNAc," 2,3,2,3,until",C5,76.42
b-D-GlcpNAc," 2,3,2,3,until",C6,61.75
b-D-GlcpNAc," 2,3,2,3,until",CH3,23.03
b-D-GlcpNAc," 2,3,2,3,until",CO,175.54
a-D-GalpA," 3,2,3,2,3,until",C1,101.41
a-D-GalpA," 3,2,3,2,3,until",C2,69.19
a-D-GalpA," 3,2,3,2,3,until",C3,69
a-D-GalpA," 3,2,3,2,3,until",C4,80.09
a-D-GalpA," 3,2,3,2,3,until",C5,71.25
a-D-GalpA," 3,2,3,2,3,until",C6,173.11
a-D-Manp," 4,3,2,3,2,3,until",C1,102.21
a-D-Manp," 4,3,2,3,2,3,until",C2,71.58
a-D-Manp," 4,3,2,3,2,3,until",C3,70
a-D-Manp," 4,3,2,3,2,3,until",C4,76.18
a-D-Manp," 4,3,2,3,2,3,until",C5,72.94
a-D-Manp," 4,3,2,3,2,3,until",C6,61.3
