Residual,Connection,Atom,Shift
B-D-GLCPNAC, ,H1,5.01
B-D-GLCPNAC, ,H2,3.81
B-D-GLCPNAC, ,H3,3.71
B-D-GLCPNAC, ,H4,3.65
B-D-GLCPNAC, ,H5,3.39
B-D-GLCPNAC, ,H61,3.76
B-D-GLCPNAC, ,H62,3.91
B-D-GLCPNAC, ,NAc,2.07
A-D-GLCPNAC,3,H1,5.33
A-D-GLCPNAC,3,H2,3.91
A-D-GLCPNAC,3,H3,4.06
A-D-GLCPNAC,3,H4,3.57
A-D-GLCPNAC,3,H5,3.71
A-D-GLCPNAC,3,H6,3.85
A-D-GLCPNAC,3,NAc,2.07
B-D-GALP," 3, 3",H1,4.68
B-D-GALP," 3, 3",H2,3.71
B-D-GALP," 3, 3",H3,3.92
B-D-GALP," 3, 3",H4,4.18
B-D-GALP," 3, 3",H5,3.75
B-D-GALP," 3, 3",H6,3.76
A-L-FUCP," 3, 3, 2",H1,5.07
A-L-FUCP," 3, 3, 2",H2,3.77
A-L-FUCP," 3, 3, 2",H3,3.64
A-L-FUCP," 3, 3, 2",H4,3.73
A-L-FUCP," 3, 3, 2",H5,4.25
A-L-FUCP," 3, 3, 2",H6,1.22
B-D-MANP," 3, 3, 3",H1,4.9
B-D-MANP," 3, 3, 3",H2,4.37
B-D-MANP," 3, 3, 3",H3,3.58
B-D-MANP," 3, 3, 3",H4,3.44
B-D-MANP," 3, 3, 3",H5,3.36
B-D-MANP," 3, 3, 3",H6,3.64
B-D-GLCPNAC, ,C1,103.5
B-D-GLCPNAC, ,C2,76.5
B-D-GLCPNAC, ,C3,72.9
B-D-GLCPNAC, ,C4,68.3
B-D-GLCPNAC, ,C5,77.4
B-D-GLCPNAC, ,C6,62.4
B-D-GLCPNAC, ,NAc,175.2
A-D-GLCPNAC,3,C1,98
A-D-GLCPNAC,3,C2,53.9
A-D-GLCPNAC,3,C3,76
A-D-GLCPNAC,3,C4,69
A-D-GLCPNAC,3,C5,72.9
A-D-GLCPNAC,3,C6,61
A-D-GLCPNAC,3,NAc,174.2
B-D-GALP," 3, 3",C1,100.9
B-D-GALP," 3, 3",C2,75.9
B-D-GALP," 3, 3",C3,84
B-D-GALP," 3, 3",C4,70.4
B-D-GALP," 3, 3",C5,75.5
B-D-GALP," 3, 3",C6,61.7
A-L-FUCP," 3, 3, 2",C1,100.4
A-L-FUCP," 3, 3, 2",C2,68.8
A-L-FUCP," 3, 3, 2",C3,70.5
A-L-FUCP," 3, 3, 2",C4,72.7
A-L-FUCP," 3, 3, 2",C5,67.4
A-L-FUCP," 3, 3, 2",C6,16.2
B-D-MANP," 3, 3, 3",C1,103.5
B-D-MANP," 3, 3, 3",C2,76.5
B-D-MANP," 3, 3, 3",C3,72.9
B-D-MANP," 3, 3, 3",C4,68.3
B-D-MANP," 3, 3, 3",C5,77.4
B-D-MANP," 3, 3, 3",C6,62.4
