Residual,Connection,Atom,Shift
KDOP, ,H2,4.17
KDOP, ,H3ax,1.68
KDOP, ,H3eq,1.9
KDOP, ,H4,4.18
KDOP, ,H5,3.82
KDOP, ,H6,3.79
KDOP, ,H7,3.72
KDOP, ,H8a,3.6
KDOP, ,H8b,3.76
L-A-D-HEPP,5,H1,5.36
L-A-D-HEPP,5,H2,4.56
L-A-D-HEPP,5,H3,4.15
L-A-D-HEPP,5,H4,4.44
L-A-D-HEPP,5,H5,3.82
L-A-D-HEPP,5,H6,3.81
L-A-D-HEPP,5,H7a,3.74
L-A-D-HEPP,5,H7b,3.74
L-A-D-HEPP," 5, 3",H1,5.25
L-A-D-HEPP," 5, 3",H2,4.49
L-A-D-HEPP," 5, 3",H3,4.07
L-A-D-HEPP," 5, 3",H4,4.03
L-A-D-HEPP," 5, 3",H5,3.91
L-A-D-HEPP," 5, 3",H6,4.46
L-A-D-HEPP," 5, 3",H7a,3.97
L-A-D-HEPP," 5, 3",H7b,4.57
A-D-GALPNAC," 5, 3, 3",H1,5.19
A-D-GALPNAC," 5, 3, 3",H2,4.16
A-D-GALPNAC," 5, 3, 3",H3,3.97
A-D-GALPNAC," 5, 3, 3",H4,3.99
A-D-GALPNAC," 5, 3, 3",H5,4.1
A-D-GALPNAC," 5, 3, 3",H6a,3.71
A-D-GALPNAC," 5, 3, 3",H6b,3.8
A-D-GALPNAC," 5, 3, 3",CH3CON,2.02
KDOP, ,C2,70.3
KDOP, ,C3,30.2
KDOP, ,C4,72.8
KDOP, ,C5,79.1
KDOP, ,C6,71.5
KDOP, ,C7,71
KDOP, ,C8,64
L-A-D-HEPP,5,C1,102.3
L-A-D-HEPP,5,C2,74.8
L-A-D-HEPP,5,C3,75.6
L-A-D-HEPP,5,C4,69.8
L-A-D-HEPP,5,C5,74.6
L-A-D-HEPP,5,C6,71.6
L-A-D-HEPP,5,C7,63.5
L-A-D-HEPP," 5, 3",C1,103.5
L-A-D-HEPP," 5, 3",C2,70.6
L-A-D-HEPP," 5, 3",C3,79.3
L-A-D-HEPP," 5, 3",C4,66.6
L-A-D-HEPP," 5, 3",C5,73
L-A-D-HEPP," 5, 3",C6,70.6
L-A-D-HEPP," 5, 3",C7,63.8
A-D-GALPNAC," 5, 3, 3",C1,100.9
A-D-GALPNAC," 5, 3, 3",C2,51.4
A-D-GALPNAC," 5, 3, 3",C3,69.2
A-D-GALPNAC," 5, 3, 3",C4,69.8
A-D-GALPNAC," 5, 3, 3",C5,72.9
A-D-GALPNAC," 5, 3, 3",C6,62.1
A-D-GALPNAC," 5, 3, 3",CH3CON,23.4
A-D-GALPNAC," 5, 3, 3",CH3CON,175.9
