Residual,Connection,Atom,Shift
B-D-GLCP2AC," 4, 4",H1,4.41
B-D-GLCP2AC," 4, 4",H2,3.26
B-D-GLCP2AC," 4, 4",H3,3.6
B-D-GLCP2AC," 4, 4",H4,3.53
B-D-GLCP2AC," 4, 4",H5,3.51
B-D-GLCP2AC," 4, 4",H61,3.82
B-D-GLCP2AC," 4, 4",H62,3.66
B-D-MANP," 4, 4, 4",H1,4.65
B-D-MANP," 4, 4, 4",H2,4.01
B-D-MANP," 4, 4, 4",H3,3.71
B-D-MANP," 4, 4, 4",H4,3.79
B-D-MANP," 4, 4, 4",H5,3.64
B-D-MANP," 4, 4, 4",H61,3.92
B-D-MANP," 4, 4, 4",H62,3.79
B-D-MANP2AC," 4, 4, 4, 4, 4",H1,4.86
B-D-MANP2AC," 4, 4, 4, 4, 4",H2,5.41
B-D-MANP2AC," 4, 4, 4, 4, 4",H3,4.01
B-D-MANP2AC," 4, 4, 4, 4, 4",H4,3.79
B-D-MANP2AC," 4, 4, 4, 4, 4",H5,3.6
B-D-MANP2AC," 4, 4, 4, 4, 4",H61,3.92
B-D-MANP2AC," 4, 4, 4, 4, 4",H62,3.79
B-D-MANP," 4, 4, 4, 6",H1,4.1
B-D-MANP," 4, 4, 4, 6",H3,3.92
B-D-MANP," 4, 4, 4, 6, 3",H1,4.77
B-D-MANP," 4, 4, 4, 6, 3",H3,3.68
B-D-MANP," 4, 4, 4, 6, 3",H4,3.71
B-D-MANP," 4, 4, 4, 6, 3",H5,3.39
B-D-MANP," 4, 4, 4, 6, 3",H61,3.79
B-D-MANP," 4, 4, 4, 6, 3",H62,3.79
B-D-GLCP2AC," 4, 4",C1,102.9
B-D-GLCP2AC," 4, 4",C2,73.1
B-D-GLCP2AC," 4, 4",C3,74.4
B-D-GLCP2AC," 4, 4",C4,78.9
B-D-GLCP2AC," 4, 4",C5,75.2
B-D-GLCP2AC," 4, 4",C6,60.7
B-D-MANP," 4, 4, 4",C1,100.5
B-D-MANP," 4, 4, 4",C2,70.9
B-D-MANP," 4, 4, 4",C3,71.8
B-D-MANP," 4, 4, 4",C4,76.9
B-D-MANP," 4, 4, 4",C5,75.4
B-D-MANP," 4, 4, 4",C6,60.9
B-D-MANP2AC," 4, 4, 4, 4, 4",C1,99.5
B-D-MANP2AC," 4, 4, 4, 4, 4",C2,73.3
B-D-MANP2AC," 4, 4, 4, 4, 4",C3,70.6
B-D-MANP2AC," 4, 4, 4, 4, 4",C4,76.9
B-D-MANP2AC," 4, 4, 4, 4, 4",C5,75.4
B-D-MANP2AC," 4, 4, 4, 4, 4",C6,60.9
B-D-MANP," 4, 4, 4, 6",C1,100.3
B-D-MANP," 4, 4, 4, 6",C2,70.2
B-D-MANP," 4, 4, 4, 6",C3,71.7
B-D-MANP," 4, 4, 4, 6",C4,76.9
B-D-MANP," 4, 4, 4, 6",C5,74
B-D-MANP," 4, 4, 4, 6",C6,67
B-D-MANP," 4, 4, 4, 6, 3",C1,101.7
B-D-MANP," 4, 4, 4, 6, 3",C2,69.1
B-D-MANP," 4, 4, 4, 6, 3",C3,80.7
B-D-MANP," 4, 4, 4, 6, 3",C4,65
B-D-MANP," 4, 4, 4, 6, 3",C5,74.4
B-D-MANP," 4, 4, 4, 6, 3",C6,60.9
