Residual,Connection,Atom,Shift
B-D-GLCPNAC, ,H1,4.57
B-D-GLCPNAC, ,H2,3.82
B-D-GLCPNAC, ,H3,3.66
B-D-GLCPNAC, ,H4,3.57
B-D-GLCPNAC, ,H5,3.45
B-D-GLCPNAC, ,H61,3.93
B-D-GLCPNAC, ,H62,3.81
a-L-6-deoxy-Talp,3,H1,5.01
a-L-6-deoxy-Talp,3,H2,3.89
a-L-6-deoxy-Talp,3,H3,3.83
a-L-6-deoxy-Talp,3,H4,3.93
a-L-6-deoxy-Talp,3,H5,4.34
a-L-6-deoxy-Talp,3,H6,1.23
A-D-GLCP," 3, 3",H1,5.15
A-D-GLCP," 3, 3",H2,3.62
A-D-GLCP," 3, 3",H3,4.1
A-D-GLCP," 3, 3",H4,3.8
A-D-GLCP," 3, 3",H5,3.85
A-D-GLCP," 3, 3",H61,3.82
A-D-GLCP," 3, 3",H62,3.66
B-L-RHAPNAC3NAC," 3, 3, 3",H1,5.16
B-L-RHAPNAC3NAC," 3, 3, 3",H2,4.64
B-L-RHAPNAC3NAC," 3, 3, 3",H3,3.89
B-L-RHAPNAC3NAC," 3, 3, 3",H4,3.29
B-L-RHAPNAC3NAC," 3, 3, 3",H5,3.56
B-L-RHAPNAC3NAC," 3, 3, 3",H6,1.35
B-D-GLCPNAC," 3, 3, 4",H1,4.57
B-D-GLCPNAC," 3, 3, 4",H2,3.82
B-D-GLCPNAC," 3, 3, 4",H3,3.66
B-D-GLCPNAC," 3, 3, 4",H4,3.57
B-D-GLCPNAC," 3, 3, 4",H5,3.45
B-D-GLCPNAC," 3, 3, 4",H61,3.93
B-D-GLCPNAC," 3, 3, 4",H62,3.81
B-D-GLCPNAC, ,C1,101.3
B-D-GLCPNAC, ,C2,57.6
B-D-GLCPNAC, ,C3,83.1
B-D-GLCPNAC, ,C4,70.4
B-D-GLCPNAC, ,C5,77.8
B-D-GLCPNAC, ,C6,62.4
a-L-6-deoxy-Talp,3,C1,103.3
a-L-6-deoxy-Talp,3,C2,69.1
a-L-6-deoxy-Talp,3,C3,73.3
a-L-6-deoxy-Talp,3,C4,73.3
a-L-6-deoxy-Talp,3,C5,69.1
a-L-6-deoxy-Talp,3,C6,16.8
A-D-GLCP," 3, 3",C1,98
A-D-GLCP," 3, 3",C2,71.3
A-D-GLCP," 3, 3",C3,80
A-D-GLCP," 3, 3",C4,76.6
A-D-GLCP," 3, 3",C5,72.7
A-D-GLCP," 3, 3",C6,61.3
B-L-RHAPNAC3NAC," 3, 3, 3",C1,100.7
B-L-RHAPNAC3NAC," 3, 3, 3",C2,52.9
B-L-RHAPNAC3NAC," 3, 3, 3",C3,55.4
B-L-RHAPNAC3NAC," 3, 3, 3",C4,71.3
B-L-RHAPNAC3NAC," 3, 3, 3",C5,75.2
B-L-RHAPNAC3NAC," 3, 3, 3",C6,18.4
B-D-GLCPNAC," 3, 3, 4",C1,101.3
B-D-GLCPNAC," 3, 3, 4",C2,57.6
B-D-GLCPNAC," 3, 3, 4",C3,83.1
B-D-GLCPNAC," 3, 3, 4",C4,70.4
B-D-GLCPNAC," 3, 3, 4",C5,77.8
B-D-GLCPNAC," 3, 3, 4",C6,62.4
