Residual,Connection,Atom,Shift
A-D-GALP, ,H1,5.17
A-D-GALP, ,H2,3.98
A-D-GALP, ,H3,4.11
A-D-GALP, ,H4,4.06
A-D-GALP, ,H5,4.24
A-D-GALP, ,H61,3.76
A-D-GALP, ,H62,3.76
A-L-RHAP,2,H1,5.246
A-L-RHAP,2,H2,4.09
A-L-RHAP,2,H3,3.89
A-L-RHAP,2,H4,3.507
A-L-RHAP,2,H5,3.71
A-L-RHAP,2,H6,1.33
A-L-RHAP," 2, 2",H1,5.051
A-L-RHAP," 2, 2",H2,4.26
A-L-RHAP," 2, 2",H3,3.85
A-L-RHAP," 2, 2",H4,3.59
A-L-RHAP," 2, 2",H5,3.77
A-L-RHAP," 2, 2",H6,1.31
A-D-GALP," 2, 2, 3",H1,5.16
A-D-GALP," 2, 2, 3",H2,4.09
A-D-GALP," 2, 2, 3",H3,4.11
A-D-GALP," 2, 2, 3",H4,4.28
A-D-GALP," 2, 2, 3",H5,4.382
A-D-GALP," 2, 2, 3",H61,3.9
A-D-GALP," 2, 2, 3",H62,3.7
B-D-GALP," 2, 2, 3, 3",H1,4.696
B-D-GALP," 2, 2, 3, 3",H2,3.77
B-D-GALP," 2, 2, 3, 3",H3,3.78
B-D-GALP," 2, 2, 3, 3",H4,4.11
B-D-GALP," 2, 2, 3, 3",H5,3.68
B-D-GALP," 2, 2, 3, 3",H61,3.7
B-D-GALP," 2, 2, 3, 3",H62,3.7
B-D-GALF," 2, 2, 3, 6",H1,5.031
B-D-GALF," 2, 2, 3, 6",H2,4.09
B-D-GALF," 2, 2, 3, 6",H3,4.06
B-D-GALF," 2, 2, 3, 6",H4,3.98
B-D-GALF," 2, 2, 3, 6",H5,3.84
B-D-GALF," 2, 2, 3, 6",H6 a,3.71
B-D-GALF," 2, 2, 3, 6",H6 b,3.66
A-D-GALP, ,C1,96
A-D-GALP, ,C2,74.6
A-D-GALP, ,C3,69.8
A-D-GALP, ,C4,70.3
A-D-GALP, ,C5,71.6
A-D-GALP, ,C6,61.4
A-L-RHAP,2,C1,100.9
A-L-RHAP,2,C2,81.7
A-L-RHAP,2,C3,70.8
A-L-RHAP,2,C4,72.9
A-L-RHAP,2,C5,69.8
A-L-RHAP,2,C6,17.1
A-L-RHAP," 2, 2",C1,102.4
A-L-RHAP," 2, 2",C2,67.7
A-L-RHAP," 2, 2",C3,77.2
A-L-RHAP," 2, 2",C4,71.2
A-L-RHAP," 2, 2",C5,69.6
A-L-RHAP," 2, 2",C6,17.1
A-D-GALP," 2, 2, 3",C1,97
A-D-GALP," 2, 2, 3",C2,68
A-D-GALP," 2, 2, 3",C3,79.6
A-D-GALP," 2, 2, 3",C4,69.7
A-D-GALP," 2, 2, 3",C5,69.8
A-D-GALP," 2, 2, 3",C6,67
B-D-GALP," 2, 2, 3, 3",C1,104.8
B-D-GALP," 2, 2, 3, 3",C2,70.3
B-D-GALP," 2, 2, 3, 3",C3,78.5
B-D-GALP," 2, 2, 3, 3",C4,66.1
B-D-GALP," 2, 2, 3, 3",C5,75.4
B-D-GALP," 2, 2, 3, 3",C6,61.4
B-D-GALF," 2, 2, 3, 6",C1,108.1
B-D-GALF," 2, 2, 3, 6",C2,78.5
B-D-GALF," 2, 2, 3, 6",C3,77.5
B-D-GALF," 2, 2, 3, 6",C4,84
B-D-GALF," 2, 2, 3, 6",C5,71.6
B-D-GALF," 2, 2, 3, 6",C6,63.4
