Residual,Connection,Atom,Shift
b-D-Galf," 5,until",H1,5
b-D-Galf," 5,until",H2,4.11
b-D-Galf," 5,until",H3,4.06
b-D-Galf," 5,until",H4,4.08
b-D-Galf," 5,until",H5,3.94
b-D-Galf," 5,until",H6,3.76
b-D-Galf," 5,until",H6',3.75
b-D-Galf," 5,5,until",H1,5.3
b-D-Galf," 5,5,until",H2,4.23
b-D-Galf," 5,5,until",H3,4.2
b-D-Galf," 5,5,until",H4,4.04
b-D-Galf," 5,5,until",H5,3.96
b-D-Galf," 5,5,until",H61,3.62
b-D-Galf," 5,5,until",H62,3.84
a-D-Galf," 2,5,5,until",H1,5.33
a-D-Galf," 2,5,5,until",H2,4.23
a-D-Galf," 2,5,5,until",H3,4.33
a-D-Galf," 2,5,5,until",H4,3.82
a-D-Galf," 2,5,5,until",H5,3.78
a-D-Galf," 2,5,5,until",H61,3.71
a-D-Galf," 2,5,5,until",H62,3.59
a-D-Glcp," 2,2,5,5,until",H1,4.97
a-D-Glcp," 2,2,5,5,until",H2,3.53
a-D-Glcp," 2,2,5,5,until",H3,3.74
a-D-Glcp," 2,2,5,5,until",H4,3.43
a-D-Glcp," 2,2,5,5,until",H5,3.8
a-D-Glcp," 2,2,5,5,until",H61,3.84
a-D-Glcp," 2,2,5,5,until",H62,3.74
b-D-Galf," 5,until",C1,108.8
b-D-Galf," 5,until",C2,81.9
b-D-Galf," 5,until",C3,77.5
b-D-Galf," 5,until",C4,82.9
b-D-Galf," 5,until",C5,76.8
b-D-Galf," 5,until",C6,62.2
b-D-Galf," 5,5,until",C1,106.2
b-D-Galf," 5,5,until",C2,88
b-D-Galf," 5,5,until",C3,76
b-D-Galf," 5,5,until",C4,83.3
b-D-Galf," 5,5,until",C5,70.3
b-D-Galf," 5,5,until",C6,70.2
a-D-Galf," 2,5,5,until",C1,100
a-D-Galf," 2,5,5,until",C2,81.3
a-D-Galf," 2,5,5,until",C3,73.6
a-D-Galf," 2,5,5,until",C4,82.2
a-D-Galf," 2,5,5,until",C5,73.2
a-D-Galf," 2,5,5,until",C6,63.3
a-D-Glcp," 2,2,5,5,until",C1,98.4
a-D-Glcp," 2,2,5,5,until",C2,72.2
a-D-Glcp," 2,2,5,5,until",C3,73.9
a-D-Glcp," 2,2,5,5,until",C4,70.6
a-D-Glcp," 2,2,5,5,until",C5,73.1
a-D-Glcp," 2,2,5,5,until",C6,61.6
