Residual,Connection,Atom,Shift
A-L-RHAP, ,H1,5.05
A-L-RHAP, ,H2,4.15
A-L-RHAP, ,H3,3.91
A-L-RHAP, ,H4,3.59
A-L-RHAP, ,H5,3.87
A-L-RHAP, ,H6,1.32
A-L-RHAP,3,H1,5.25
A-L-RHAP,3,H2,4.15
A-L-RHAP,3,H3,3.99
A-L-RHAP,3,H4,3.51
A-L-RHAP,3,H5,3.72
A-L-RHAP,3,H6,1.34
B-D-GLCPNAC," 3, 2",H1,4.63
B-D-GLCPNAC," 3, 2",H2,3.71
B-D-GLCPNAC," 3, 2",H3,3.62
B-D-GLCPNAC," 3, 2",H4,3.49
B-D-GLCPNAC," 3, 2",H5,3.43
B-D-GLCPNAC," 3, 2",H61,3.77
B-D-GLCPNAC," 3, 2",H62,3.89
B-D-GLCPNAC," 3, 2",CH3CON,2.09
A-L-RHAP," 3, 3",H1,5.25
A-L-RHAP," 3, 3",H2,4.04
A-L-RHAP," 3, 3",H3,3.86
A-L-RHAP," 3, 3",H4,3.54
A-L-RHAP," 3, 3",H5,3.77
A-L-RHAP," 3, 3",H6,1.34
A-L-RHAP," 3, 3, 2",H1,4.96
A-L-RHAP," 3, 3, 2",H2,4.16
A-L-RHAP," 3, 3, 2",H3,3.85
A-L-RHAP," 3, 3, 2",H4,3.58
A-L-RHAP," 3, 3, 2",H5,3.75
A-L-RHAP," 3, 3, 2",H6,1.27
A-L-RHAP, ,C1,103.4
A-L-RHAP, ,C2,71.2
A-L-RHAP, ,C3,79.1
A-L-RHAP, ,C4,72.6
A-L-RHAP, ,C5,70.5
A-L-RHAP, ,C6,17.9
A-L-RHAP,3,C1,102.5
A-L-RHAP,3,C2,79.1
A-L-RHAP,3,C3,77.3
A-L-RHAP,3,C4,73.5
A-L-RHAP,3,C5,70.6
A-L-RHAP,3,C6,17.9
B-D-GLCPNAC," 3, 2",C1,103.9
B-D-GLCPNAC," 3, 2",C2,57.1
B-D-GLCPNAC," 3, 2",C3,74.4
B-D-GLCPNAC," 3, 2",C4,71.3
B-D-GLCPNAC," 3, 2",C5,76.8
B-D-GLCPNAC," 3, 2",C6,61.9
B-D-GLCPNAC," 3, 2",CH3CON,23.6
B-D-GLCPNAC," 3, 2",CH3CON,175.4
A-L-RHAP," 3, 3",C1,101.8
A-L-RHAP," 3, 3",C2,79.1
A-L-RHAP," 3, 3",C3,71.4
A-L-RHAP," 3, 3",C4,73.5
A-L-RHAP," 3, 3",C5,70.6
A-L-RHAP," 3, 3",C6,17.9
A-L-RHAP," 3, 3, 2",C1,103.1
A-L-RHAP," 3, 3, 2",C2,71.1
A-L-RHAP," 3, 3, 2",C3,79.1
A-L-RHAP," 3, 3, 2",C4,72.7
A-L-RHAP," 3, 3, 2",C5,70.6
A-L-RHAP," 3, 3, 2",C6,17.9
