Residual,Connection,Atom,Shift
b-D-Galp," 3,until",H1,4.52
b-D-Galp," 3,until",H2,3.69
b-D-Galp," 3,until",H3,3.71
b-D-Galp," 3,until",H4,4.11
b-D-Galp," 3,until",H5,3.64
b-D-Galp," 3,until",H61,3.73
b-D-Galp," 3,until",H62,3.73
b-D-GlcpA," 3,3,until",H1,4.75
b-D-GlcpA," 3,3,until",H2,3.66
b-D-GlcpA," 3,3,until",H3,3.67
b-D-GlcpA," 3,3,until",H4,3.83
b-D-GlcpA," 3,3,until",H5,3.72
b-D-GalpNAc," 4,3,3,until",H1,4.57
b-D-GalpNAc," 4,3,3,until",H2,4.02
b-D-GalpNAc," 4,3,3,until",H3,3.88
b-D-GalpNAc," 4,3,3,until",H4,4.18
b-D-GalpNAc," 4,3,3,until",H5,3.73
b-D-GalpNAc," 4,3,3,until",H61,3.82
b-D-GalpNAc," 4,3,3,until",H62,3.82
b-D-GalpNAc," 4,3,3,until",NAC,2.03
b-D-GlcpNAc," 3,3,3,until",H1,4.85
b-D-GlcpNAc," 3,3,3,until",H2,3.68
b-D-GlcpNAc," 3,3,3,until",H3,3.59
b-D-GlcpNAc," 3,3,3,until",H4,3.39
b-D-GlcpNAc," 3,3,3,until",H5,3.48
b-D-GlcpNAc," 3,3,3,until",H61,3.74
b-D-GlcpNAc," 3,3,3,until",H62,3.94
b-D-GlcpNAc," 3,3,3,until",NAC,2.06
b-D-Galp," 3,until",C1,104.77
b-D-Galp," 3,until",C2,70.49
b-D-Galp," 3,until",C3,84.59
b-D-Galp," 3,until",C4,68.69
b-D-Galp," 3,until",C5,75.58
b-D-Galp," 3,until",C6,61.88
b-D-GlcpA," 3,3,until",C1,103.17
b-D-GlcpA," 3,3,until",C2,75.36
b-D-GlcpA," 3,3,until",C3,81.35
b-D-GlcpA," 3,3,until",C4,80.47
b-D-GlcpA," 3,3,until",C5,75.58
b-D-GlcpA," 3,3,until",C6,172.07
b-D-GalpNAc," 4,3,3,until",C1,102.16
b-D-GalpNAc," 4,3,3,until",C2,51.86
b-D-GalpNAc," 4,3,3,until",C3,80.85
b-D-GalpNAc," 4,3,3,until",C4,68.69
b-D-GalpNAc," 4,3,3,until",C5,75.74
b-D-GalpNAc," 4,3,3,until",C6,61.92
b-D-GalpNAc," 4,3,3,until",CO,175.25
b-D-GlcpNAc," 3,3,3,until",C1,102.69
b-D-GlcpNAc," 3,3,3,until",C2,56.92
b-D-GlcpNAc," 3,3,3,until",C3,74.62
b-D-GlcpNAc," 3,3,3,until",C4,71.21
b-D-GlcpNAc," 3,3,3,until",C5,77.06
b-D-GlcpNAc," 3,3,3,until",C6,62.01
b-D-GlcpNAc," 3,3,3,until",CO,175.53
