Residual,Connection,Atom,Shift
a-D-Glcp," 6,until",H1,4.97
a-D-Glcp," 6,until",H2,3.45
a-D-Glcp," 6,until",H3,3.67
a-D-Glcp," 6,until",H4,3.36
a-D-Glcp," 6,until",H5,3.84
b-D-Galf," 6,6,until",H1,4.97
b-D-Galf," 6,6,until",H2,4.02
b-D-Galf," 6,6,until",H3,4.22
b-D-Galf," 6,6,until",H4,3.95
b-D-Galf," 6,6,until",H5,3.82
a-D-GlcpNAc," 2,6,6,until",H1,4.85
a-D-GlcpNAc," 2,6,6,until",H2,4.12
a-D-GlcpNAc," 2,6,6,until",H3,3.81
a-D-GlcpNAc," 2,6,6,until",H4,3.65
a-D-GlcpNAc," 2,6,6,until",H5,3.98
a-D-GlcpNAc," 2,6,6,until",H6,3.75
a-D-GlcpNAc," 2,6,6,until",H6',3.75
a-D-Glcp," 6,2,6,6,until",H1,4.95
a-D-Glcp," 6,2,6,6,until",H2,3.54
a-D-Glcp," 6,2,6,6,until",H3,3.72
a-D-Glcp," 6,2,6,6,until",H4,3.41
a-D-Glcp," 6,2,6,6,until",H5,3.9
a-L-FucpNAc," 3,2,6,6,until",H1,4.98
a-L-FucpNAc," 3,2,6,6,until",H2,4.24
a-L-FucpNAc," 3,2,6,6,until",H3,3.86
a-L-FucpNAc," 3,2,6,6,until",H4,3.88
a-L-FucpNAc," 3,2,6,6,until",H5,4.37
a-L-FucpNAc," 3,2,6,6,until",CH3,1.16
a-D-Glcp," 6,until",C1,102
a-D-Glcp," 6,until",C2,72.3
a-D-Glcp," 6,until",C3,74
a-D-Glcp," 6,until",C4,70.4
a-D-Glcp," 6,until",C5,72
a-D-Glcp," 6,until",C6,69.2
b-D-Galf," 6,6,until",C1,107
b-D-Galf," 6,6,until",C2,87.68
b-D-Galf," 6,6,until",C3,76.3
b-D-Galf," 6,6,until",C4,83.18
b-D-Galf," 6,6,until",C5,71.6
b-D-Galf," 6,6,until",C6,63.7
a-D-GlcpNAc," 2,6,6,until",C1,99
a-D-GlcpNAc," 2,6,6,until",C2,54.1
a-D-GlcpNAc," 2,6,6,until",C3,77.1
a-D-GlcpNAc," 2,6,6,until",C4,70.4
a-D-GlcpNAc," 2,6,6,until",C5,71.1
a-D-GlcpNAc," 2,6,6,until",C6,67
a-D-GlcpNAc," 2,6,6,until",CO,175.3
a-D-GlcpNAc," 2,6,6,until",CH3,23.2
a-D-Glcp," 6,2,6,6,until",C1,98.1
a-D-Glcp," 6,2,6,6,until",C2,72.3
a-D-Glcp," 6,2,6,6,until",C3,73.5
a-D-Glcp," 6,2,6,6,until",C4,70.4
a-D-Glcp," 6,2,6,6,until",C5,72.7
a-D-Glcp," 6,2,6,6,until",C6,61.4
a-L-FucpNAc," 3,2,6,6,until",C1,98
a-L-FucpNAc," 3,2,6,6,until",C2,49
a-L-FucpNAc," 3,2,6,6,until",C3,77.8
a-L-FucpNAc," 3,2,6,6,until",C4,72
a-L-FucpNAc," 3,2,6,6,until",C5,69.58
a-L-FucpNAc," 3,2,6,6,until",C6,16.3
a-L-FucpNAc," 3,2,6,6,until",CO,174.5
a-L-FucpNAc," 3,2,6,6,until",CH3,22.7
