Residual,Connection,Atom,Shift
B-D-GALPNAC, ,H1,4.74
B-D-GALPNAC, ,H2,4.05
B-D-GALPNAC, ,H3,3.88
B-D-GALPNAC, ,H4,4.07
B-D-GALPNAC, ,H5,3.63
B-D-GALP,3,H1,4.46
B-D-GALP,3,H2,3.61
B-D-GALP,3,H3,3.78
B-D-GALP,3,H4,4.19
B-D-GALP,3,H5,3.68
B-D-GALPNAC," 3, 3",H1,4.74
B-D-GALPNAC," 3, 3",H2,4.05
B-D-GALPNAC," 3, 3",H3,3.88
B-D-GALPNAC," 3, 3",H4,4.07
B-D-GALPNAC," 3, 3",H5,3.63
A-D-GALP," 3, 4",H1,4.91
A-D-GALP," 3, 4",H2,3.74
A-D-GALP," 3, 4",H3,3.9
A-D-GALP," 3, 4",H4,4.21
A-D-GALP," 3, 4",H5,4.51
A-D-GALP," 3, 4",H6,3.76
B-D-MANPNAC," 3, 4, 4",H1,4.91
B-D-MANPNAC," 3, 4, 4",H2,4.59
B-D-MANPNAC," 3, 4, 4",H3,3.79
B-D-MANPNAC," 3, 4, 4",H4,3.5
B-D-MANPNAC," 3, 4, 4",H5,3.39
B-D-MANPNAC," 3, 4, 4",H6,3.9
B-D-GALPNAC, ,C1,103.58
B-D-GALPNAC, ,C2,52.43
B-D-GALPNAC, ,C3,80.24
B-D-GALPNAC, ,C4,69.12
B-D-GALPNAC, ,C5,75.49
B-D-GALPNAC, ,C6,61.68
B-D-GALP,3,C1,105.4
B-D-GALP,3,C2,71.83
B-D-GALP,3,C3,80.24
B-D-GALP,3,C4,74.83
B-D-GALP,3,C5,76.36
B-D-GALP,3,C6,61.92
B-D-GALPNAC," 3, 3",C1,103.58
B-D-GALPNAC," 3, 3",C2,52.43
B-D-GALPNAC," 3, 3",C3,80.24
B-D-GALPNAC," 3, 3",C4,69.12
B-D-GALPNAC," 3, 3",C5,75.49
B-D-GALPNAC," 3, 3",C6,61.68
A-D-GALP," 3, 4",C1,99.48
A-D-GALP," 3, 4",C2,69.56
A-D-GALP," 3, 4",C3,70.17
A-D-GALP," 3, 4",C4,77.8
A-D-GALP," 3, 4",C5,70.69
A-D-GALP," 3, 4",C6,61.49
B-D-MANPNAC," 3, 4, 4",C1,100.99
B-D-MANPNAC," 3, 4, 4",C2,54.14
B-D-MANPNAC," 3, 4, 4",C3,72.83
B-D-MANPNAC," 3, 4, 4",C4,68.03
B-D-MANPNAC," 3, 4, 4",C5,77.05
B-D-MANPNAC," 3, 4, 4",C6,61.07
