Residual,Connection,Atom,Shift
a-D-Manp," 2,until",H1,5.33
a-D-Manp," 2,until",H2,4.06
a-D-Manp," 2,until",H3,4
a-D-Manp," 2,until",H4,3.56
a-D-Manp," 2,until",H5,3.89
a-D-Manp," 2,2,until",H1,5.16
a-D-Manp," 2,2,until",H2,4.33
a-D-Manp," 2,2,until",H3,4.03
a-D-Manp," 2,2,until",H4,3.77
a-D-Manp," 2,2,until",H5,3.91
a-D-Galp," 3,2,2,until",H1,5.24
a-D-Galp," 3,2,2,until",H2,3.87
a-D-Galp," 3,2,2,until",H3,3.97
a-D-Galp," 3,2,2,until",H4,4.15
a-D-Galp," 3,2,2,until",H5,4.23
b-D-GlcpA," 2,2,2,until",H1,4.54
b-D-GlcpA," 2,2,2,until",H2,3.42
b-D-GlcpA," 2,2,2,until",H3,3.63
b-D-GlcpA," 2,2,2,until",H4,3.8
b-D-GlcpA," 2,2,2,until",H5,3.75
b-D-Manp," 4,2,2,2,until",H1,4.66
b-D-Manp," 4,2,2,2,until",H2,3.97
b-D-Manp," 4,2,2,2,until",H3,3.62
b-D-Manp," 4,2,2,2,until",H4,3.57
b-D-Manp," 4,2,2,2,until",H5,3.38
a-D-Manp," 2,until",C1,95.8
a-D-Manp," 2,until",C2,79.3
a-D-Manp," 2,until",C3,71.1
a-D-Manp," 2,until",C4,67.5
a-D-Manp," 2,until",C5,73.5
a-D-Manp," 2,2,until",C1,100.5
a-D-Manp," 2,2,until",C2,78.3
a-D-Manp," 2,2,until",C3,78.1
a-D-Manp," 2,2,until",C4,67.1
a-D-Manp," 2,2,until",C5,74.5
a-D-Galp," 3,2,2,until",C1,102.2
a-D-Galp," 3,2,2,until",C2,68.2
a-D-Galp," 3,2,2,until",C3,75.1
a-D-Galp," 3,2,2,until",C4,66.7
a-D-Galp," 3,2,2,until",C5,71.4
b-D-GlcpA," 2,2,2,until",C1,102.4
b-D-GlcpA," 2,2,2,until",C2,73.1
b-D-GlcpA," 2,2,2,until",C3,74.8
b-D-GlcpA," 2,2,2,until",C4,81.2
b-D-GlcpA," 2,2,2,until",C5,77.4
b-D-GlcpA," 2,2,2,until",CO,175.1
b-D-Manp," 4,2,2,2,until",C1,100.7
b-D-Manp," 4,2,2,2,until",C2,71.4
b-D-Manp," 4,2,2,2,until",C3,73.5
b-D-Manp," 4,2,2,2,until",C4,67.9
b-D-Manp," 4,2,2,2,until",C5,77
