Residual,Connection,Atom,Shift
a-D-Glcp," 6,until",H1,4.93
a-D-Glcp," 6,until",H2,3.53
a-D-Glcp," 6,until",H3,3.65
a-D-Glcp," 6,until",H4,3.39
a-D-Glcp," 6,until",H5,3.85
a-D-Glcp," 6,until",H6,3.87
a-L-Rhap," 6,6,until",H1,4.85
a-L-Rhap," 6,6,until",H2,3.93
a-L-Rhap," 6,6,until",H3,3.73
a-L-Rhap," 6,6,until",H4,3.26
a-L-Rhap," 6,6,until",H5,3.61
a-L-Rhap," 6,6,until",CH3,1.22
b-D-GlcpNAc," 2,6,6,until",H1,4.63
b-D-GlcpNAc," 2,6,6,until",H2,3.85
b-D-GlcpNAc," 2,6,6,until",H3,3.67
b-D-GlcpNAc," 2,6,6,until",H4,3.56
b-D-GlcpNAc," 2,6,6,until",H5,3.6
b-D-GlcpNAc," 2,6,6,until",H6,3.91
a-D-Glcp," 6,2,6,6,until",H1,4.93
a-D-Glcp," 6,2,6,6,until",H2,3.53
a-D-Glcp," 6,2,6,6,until",H3,3.69
a-D-Glcp," 6,2,6,6,until",H4,3.39
a-D-Glcp," 6,2,6,6,until",H5,3.67
a-D-Glcp," 6,2,6,6,until",H61,3.83
a-D-Glcp," 6,2,6,6,until",H62,3.72
a-L-FucpNAc," 3,2,6,6,until",H1,4.98
a-L-FucpNAc," 3,2,6,6,until",H2,4.32
a-L-FucpNAc," 3,2,6,6,until",H3,3.89
a-L-FucpNAc," 3,2,6,6,until",H4,3.85
a-L-FucpNAc," 3,2,6,6,until",H5,4.36
a-L-FucpNAc," 3,2,6,6,until",CH3,1.16
a-D-Glcp," 6,until",C1,98.9
a-D-Glcp," 6,until",C2,72.4
a-D-Glcp," 6,until",C3,73.8
a-D-Glcp," 6,until",C4,70.8
a-D-Glcp," 6,until",C5,72.18
a-D-Glcp," 6,until",C6,67.7
a-L-Rhap," 6,6,until",C1,100
a-L-Rhap," 6,6,until",C2,79.5
a-L-Rhap," 6,6,until",C3,71.1
a-L-Rhap," 6,6,until",C4,73.4
a-L-Rhap," 6,6,until",C5,69.68
a-L-Rhap," 6,6,until",C6,17.5
b-D-GlcpNAc," 2,6,6,until",C1,103.5
b-D-GlcpNAc," 2,6,6,until",C2,56.6
b-D-GlcpNAc," 2,6,6,until",C3,79.9
b-D-GlcpNAc," 2,6,6,until",C4,69.68
b-D-GlcpNAc," 2,6,6,until",C5,75.3
b-D-GlcpNAc," 2,6,6,until",C6,67.4
b-D-GlcpNAc," 2,6,6,until",CO,175.3
b-D-GlcpNAc," 2,6,6,until",CH3,23.3
a-D-Glcp," 6,2,6,6,until",C1,99.2
a-D-Glcp," 6,2,6,6,until",C2,72.5
a-D-Glcp," 6,2,6,6,until",C3,74.3
a-D-Glcp," 6,2,6,6,until",C4,70.8
a-D-Glcp," 6,2,6,6,until",C5,73.18
a-D-Glcp," 6,2,6,6,until",C6,61.8
a-L-FucpNAc," 3,2,6,6,until",C1,101.6
a-L-FucpNAc," 3,2,6,6,until",C2,49
a-L-FucpNAc," 3,2,6,6,until",C3,77.7
a-L-FucpNAc," 3,2,6,6,until",C4,72.18
a-L-FucpNAc," 3,2,6,6,until",C5,67.7
a-L-FucpNAc," 3,2,6,6,until",C6,16.3
a-L-FucpNAc," 3,2,6,6,until",CO,174.9
a-L-FucpNAc," 3,2,6,6,until",CH3,23.3
