Residual,Connection,Atom,Shift
a-D-Fucp," 3,until",H1,5.07
a-D-Fucp," 3,until",H2,3.94
a-D-Fucp," 3,until",H3,4
a-D-Fucp," 3,until",H4,3.89
a-D-Fucp," 3,until",H5,4.32
a-D-Fucp," 3,until",CH3,1.19
a-L-Rhap," 3,3,until",H1,5.09
a-L-Rhap," 3,3,until",H2,4.3
a-L-Rhap," 3,3,until",H3,4.13
a-L-Rhap," 3,3,until",H4,3.79
a-L-Rhap," 3,3,until",H5,3.96
a-L-Rhap," 3,3,until",CH3,1.33
b-L-Rhap," 4,3,3,until",H1,4.73
b-L-Rhap," 4,3,3,until",H2,4.21
b-L-Rhap," 4,3,3,until",H3,3.64
b-L-Rhap," 4,3,3,until",H4,3.49
b-L-Rhap," 4,3,3,until",H5,3.41
b-L-Rhap," 4,3,3,until",CH3,1.38
a-D-Glcp," 3,3,3,until",H1,5.14
a-D-Glcp," 3,3,3,until",H2,3.58
a-D-Glcp," 3,3,3,until",H3,3.95
a-D-Glcp," 3,3,3,until",H4,3.44
a-D-Glcp," 3,3,3,until",H5,4.16
a-D-Glcp," 3,3,3,until",H61,3.74
a-D-Glcp," 3,3,3,until",H62,3.85
a-D-Fucp," 3,until",C1,96.59
a-D-Fucp," 3,until",C2,68.01
a-D-Fucp," 3,until",C3,78.7
a-D-Fucp," 3,until",C4,72.61
a-D-Fucp," 3,until",C5,67.62
a-D-Fucp," 3,until",C6,15.96
a-L-Rhap," 3,3,until",C1,102.58
a-L-Rhap," 3,3,until",C2,67.09
a-L-Rhap," 3,3,until",C3,73.64
a-L-Rhap," 3,3,until",C4,79.36
a-L-Rhap," 3,3,until",C5,69.38
a-L-Rhap," 3,3,until",C6,17.73
b-L-Rhap," 4,3,3,until",C1,101.46
b-L-Rhap," 4,3,3,until",C2,68.13
b-L-Rhap," 4,3,3,until",C3,78.8
b-L-Rhap," 4,3,3,until",C4,71.24
b-L-Rhap," 4,3,3,until",C5,73.21
b-L-Rhap," 4,3,3,until",C6,18.15
a-D-Glcp," 3,3,3,until",C1,95.06
a-D-Glcp," 3,3,3,until",C2,72.38
a-D-Glcp," 3,3,3,until",C3,73.4
a-D-Glcp," 3,3,3,until",C4,70.66
a-D-Glcp," 3,3,3,until",C5,72.38
a-D-Glcp," 3,3,3,until",C6,61.48
