Residual,Connection,Atom,Shift
B-D-GLCP, ,H1,4.61
B-D-GLCP, ,H2,3.36
B-D-GLCP, ,H3,3.7
B-D-GLCP, ,H4,3.63
B-D-GLCP, ,H5,3.63
B-D-GLCP, ,H61,3.77
B-D-GLCP, ,H62,3.87
B-D-MANP,4,H1,4.73
B-D-MANP,4,H2,4.26
B-D-MANP,4,H3,3.77
B-D-MANP,4,H4,3.66
B-D-MANP,4,H5,3.4
B-D-MANP,4,H61,3.71
B-D-MANP,4,H62,3.93
B-D-GLCPNAC," 4, 2",H1,4.65
B-D-GLCPNAC," 4, 2",H2,3.74
B-D-GLCPNAC," 4, 2",H3,3.59
B-D-GLCPNAC," 4, 2",H4,3.42
B-D-GLCPNAC," 4, 2",H5,3.42
B-D-GLCPNAC," 4, 2",H61,3.79
B-D-GLCPNAC," 4, 2",H62,3.85
B-D-GLCPNAC," 4, 2",CH3CON,2.1
A-D-GALPNAC," 4, 3",H1,5.36
A-D-GALPNAC," 4, 3",H2,4.27
A-D-GALPNAC," 4, 3",H3,4.08
A-D-GALPNAC," 4, 3",H4,4.06
A-D-GALPNAC," 4, 3",H5,4.03
A-D-GALPNAC," 4, 3",H61,3.64
A-D-GALPNAC," 4, 3",H62,3.89
A-D-GALPNAC," 4, 3",CH3CON,2.08
A-D-FUCPNAC," 4, 3, 4",H1,4.91
A-D-FUCPNAC," 4, 3, 4",H2,4.33
A-D-FUCPNAC," 4, 3, 4",H3,4.13
A-D-FUCPNAC," 4, 3, 4",H4,4.08
A-D-FUCPNAC," 4, 3, 4",H5,4.47
A-D-FUCPNAC," 4, 3, 4",H6,1.17
A-D-FUCPNAC," 4, 3, 4",Ch3CON,2.05
A-D-GLC," 4, 3, 6",H1,4.82
A-D-GLC," 4, 3, 6",H2,3.56
A-D-GLC," 4, 3, 6",H3,3.57
A-D-GLC," 4, 3, 6",H4,3.46
A-D-GLC," 4, 3, 6",H5,3.7
A-D-GLC," 4, 3, 6",H61,3.6
A-D-GLC," 4, 3, 6",H62,3.75
B-D-GLCP, ,C1,105
B-D-GLCP, ,C2,74
B-D-GLCP, ,C3,75.4
B-D-GLCP, ,C4,81.4
B-D-GLCP, ,C5,75.4
B-D-GLCP, ,C6,61.6
B-D-MANP,4,C1,101.9
B-D-MANP,4,C2,77.4
B-D-MANP,4,C3,76
B-D-MANP,4,C4,69.2
B-D-MANP,4,C5,77.1
B-D-MANP,4,C6,62.4
B-D-GLCPNAC," 4, 2",C1,102.9
B-D-GLCPNAC," 4, 2",C2,56.9
B-D-GLCPNAC," 4, 2",C3,74.5
B-D-GLCPNAC," 4, 2",C4,71.5
B-D-GLCPNAC," 4, 2",C5,77.8
B-D-GLCPNAC," 4, 2",C6,62.5
B-D-GLCPNAC," 4, 2",Ch3CONa,23.6
B-D-GLCPNAC," 4, 2",Ch3CONb,175.5
A-D-GALPNAC," 4, 3",C1,99.5
A-D-GALPNAC," 4, 3",C2,51.2
A-D-GALPNAC," 4, 3",C3,70.4
A-D-GALPNAC," 4, 3",C4,78.9
A-D-GALPNAC," 4, 3",C5,70.1
A-D-GALPNAC," 4, 3",C6,67.2
A-D-GALPNAC," 4, 3",Ch3CONa,23.4
A-D-GALPNAC," 4, 3",Ch3CONb,175.8
A-D-FUCPNAC," 4, 3, 4",C1,99.9
A-D-FUCPNAC," 4, 3, 4",C2,49.9
A-D-FUCPNAC," 4, 3, 4",C3,78.7
A-D-FUCPNAC," 4, 3, 4",C4,72.4
A-D-FUCPNAC," 4, 3, 4",C5,68.3
A-D-FUCPNAC," 4, 3, 4",C6,16.6
A-D-FUCPNAC," 4, 3, 4",Ch3CONa,23.3
A-D-FUCPNAC," 4, 3, 4",Ch3CONb,175.8
A-D-GLC," 4, 3, 6",C1,99.3
A-D-GLC," 4, 3, 6",C2,72.4
A-D-GLC," 4, 3, 6",C3,74.6
A-D-GLC," 4, 3, 6",C4,70.6
A-D-GLC," 4, 3, 6",C5,73.3
A-D-GLC," 4, 3, 6",C6,61.5
