Residual,Connection,Atom,Shift
B-L-GALP, ,H1,4.775
B-L-GALP, ,H2,3.634
B-L-GALP, ,H3,3.715
B-L-GALP, ,H4,4.13
B-L-GALP, ,H5,3.772
B-L-GALP, ,H6,3.68
B-D-XYLP,2,H1,4.714
B-D-XYLP,2,H2,3.303
B-D-XYLP,2,H3,3.445
B-D-XYLP,2,H4,3.632
B-D-XYLP,2,H5ax,3.301
B-D-XYLP,2,H5eq,3.97
B-D-XYLP,4,H1,4.356
B-D-XYLP,4,H2,3.396
B-D-XYLP,4,H3,3.562
B-D-XYLP,4,H4,3.811
B-D-XYLP,4,H5ax,3.355
B-D-XYLP,4,H5eq,4.107
B-D-XYLP," 4, 4",H1,4.461
B-D-XYLP," 4, 4",H2,3.256
B-D-XYLP," 4, 4",H3,3.429
B-D-XYLP," 4, 4",H4,3.632
B-D-XYLP," 4, 4",H5ax,3.301
B-D-XYLP," 4, 4",H5eq,3.97
B-L-GALP, ,C1,97.44
B-L-GALP, ,C2,80.33
B-L-GALP, ,C3,71.66
B-L-GALP, ,C4,78.45
B-L-GALP, ,C5,76.13
B-L-GALP, ,C6,61.83
B-D-XYLP,2,C1,103.99
B-D-XYLP,2,C2,74.04
B-D-XYLP,2,C3,76.91
B-D-XYLP,2,C4,70.44
B-D-XYLP,2,C5,66.47
B-D-XYLP,4,C1,104.7
B-D-XYLP,4,C2,74.5
B-D-XYLP,4,C3,74.97
B-D-XYLP,4,C4,77.64
B-D-XYLP,4,C5,64.29
B-D-XYLP," 4, 4",C1,103.08
B-D-XYLP," 4, 4",C2,74.04
B-D-XYLP," 4, 4",C3,76.92
B-D-XYLP," 4, 4",C4,70.44
B-D-XYLP," 4, 4",C5,66.47
