Residual,Connection,Atom,Shift
A-L-FUCP, ,H1,4.99
A-L-FUCP, ,H2,3.84
A-L-FUCP, ,H3,3.89
A-L-FUCP, ,H4,3.84
A-L-FUCP, ,H5,4.28
A-L-FUCP, ,H6,1.12
A-D-GALPA,3,H1,5.19
A-D-GALPA,3,H2,3.7
A-D-GALPA,3,H3,4.03
A-D-GALPA,3,H4,4.35
A-D-GALPA,3,H5,4.33
B-D-GLCPNAC," 3, 4",H1,4.59
B-D-GLCPNAC," 3, 4",H2,3.81
B-D-GLCPNAC," 3, 4",H3,4.04
B-D-GLCPNAC," 3, 4",H4,3.63
B-D-GLCPNAC," 3, 4",H5,3.43
B-D-GLCPNAC," 3, 4",H61,3.74
B-D-GLCPNAC," 3, 4",H62,3.93
B-D-GLCPNAC," 3, 4, 3",H1,4.74
B-D-GLCPNAC," 3, 4, 3",H2,3.6
B-D-GLCPNAC," 3, 4, 3",H3,3.84
B-D-GLCPNAC," 3, 4, 3",H4,3.3
B-D-GLCPNAC," 3, 4, 3",H5,3.41
B-D-GLCPNAC," 3, 4, 3",H61,3.59
B-D-GLCPNAC," 3, 4, 3",H62,3.96
A-L-FUCP," 3, 4, 4",H1,4.94
A-L-FUCP," 3, 4, 4",H2,3.81
A-L-FUCP," 3, 4, 4",H3,3.92
A-L-FUCP," 3, 4, 4",H4,3.8
A-L-FUCP," 3, 4, 4",H5,4.71
A-L-FUCP," 3, 4, 4",H6,1.26
A-L-FUCP, ,C1,100.1
A-L-FUCP, ,C2,67.9
A-L-FUCP, ,C3,78.5
A-L-FUCP, ,C4,72.5
A-L-FUCP, ,C5,67.7
A-L-FUCP, ,C6,15.8
A-D-GALPA,3,C1,101.2
A-D-GALPA,3,C2,69.7
A-D-GALPA,3,C3,70.6
A-D-GALPA,3,C4,80.2
A-D-GALPA,3,C5,72.4
A-D-GALPA,3,C6,175.7
B-D-GLCPNAC," 3, 4",C1,102.8
B-D-GLCPNAC," 3, 4",C2,57
B-D-GLCPNAC," 3, 4",C3,76.9
B-D-GLCPNAC," 3, 4",C4,73.8
B-D-GLCPNAC," 3, 4",C5,76
B-D-GLCPNAC," 3, 4",C6,61.5
B-D-GLCPNAC," 3, 4, 3",C1,100.8
B-D-GLCPNAC," 3, 4, 3",C2,56.7
B-D-GLCPNAC," 3, 4, 3",C3,80.5
B-D-GLCPNAC," 3, 4, 3",C4,70.5
B-D-GLCPNAC," 3, 4, 3",C5,76.4
B-D-GLCPNAC," 3, 4, 3",C6,62.5
A-L-FUCP," 3, 4, 4",C1,98.6
A-L-FUCP," 3, 4, 4",C2,68.7
A-L-FUCP," 3, 4, 4",C3,70
A-L-FUCP," 3, 4, 4",C4,72.8
A-L-FUCP," 3, 4, 4",C5,67.4
A-L-FUCP," 3, 4, 4",C6,16.3
