Residual,Connection,Atom,Shift
A-D-GLCPNAC, ,H1,5.03
A-D-GLCPNAC, ,H2,4.11
A-D-GLCPNAC, ,H3,4.12
A-D-GLCPNAC, ,H4,4.1
A-D-GLCPNAC, ,H5,4.03
A-D-GLCPNAC, ,H61,3.83
A-D-GLCPNAC, ,H62,3.92
A-D-GLCPNAC, ,CH3Co,2.04
B-D-GLCPNAC,3,H1,4.7
B-D-GLCPNAC,3,H2,3.75
B-D-GLCPNAC,3,H3,3.82
B-D-GLCPNAC,3,H4,3.55
B-D-GLCPNAC,3,H5,3.42
B-D-GLCPNAC,3,CH3CO,2.02
B-D-GALP," 3, 3",H1,4.7
B-D-GALP," 3, 3",H2,3.75
B-D-GALP," 3, 3",H3,3.82
B-D-GALP," 3, 3",H4,3.55
B-D-GALP," 3, 3",H5,3.42
B-D-GALP," 3, 3",CH3CO,2.02
B-D-GLCP," 3, 3, 3",H1,4.52
B-D-GLCP," 3, 3, 3",H2,3.7
B-D-GLCP," 3, 3, 3",H3,3.82
B-D-GLCP," 3, 3, 3",H4,4.22
B-D-GLCP," 3, 3, 3",H5,3.75
A-D-GLCP," 3, 3, 3, 4",H1,4.7
A-D-GLCP," 3, 3, 3, 4",H2,3.43
A-D-GLCP," 3, 3, 3, 4",H3,3.82
A-D-GLCP," 3, 3, 3, 4",H4,3.71
A-D-GLCP," 3, 3, 3, 4",H5,3.75
A-D-GLCP," 3, 3, 3, 4",H61,4.09
A-D-GLCP," 3, 3, 3, 4",H62,4.21
A-D-GLCPNAC, ,C1,91.7
A-D-GLCPNAC, ,C2,54.7
A-D-GLCPNAC, ,C3,76.6
A-D-GLCPNAC, ,C4,72.9
A-D-GLCPNAC, ,C5,72.4
A-D-GLCPNAC, ,C6,61.4
B-D-GLCPNAC,3,C1,104.3
B-D-GLCPNAC,3,C2,56
B-D-GLCPNAC,3,C3,83.8
B-D-GLCPNAC,3,C4,69.8
B-D-GLCPNAC,3,C5,75.7
B-D-GALP," 3, 3",C1,104.3
B-D-GALP," 3, 3",C2,56
B-D-GALP," 3, 3",C3,83.8
B-D-GALP," 3, 3",C4,69.8
B-D-GALP," 3, 3",C5,75.7
B-D-GLCP," 3, 3, 3",C1,104.7
B-D-GLCP," 3, 3, 3",C2,71
B-D-GLCP," 3, 3, 3",C3,83.7
B-D-GLCP," 3, 3, 3",C4,69.2
B-D-GLCP," 3, 3, 3",C5,76.3
A-D-GLCP," 3, 3, 3, 4",C1,104.9
A-D-GLCP," 3, 3, 3, 4",C2,74.4
A-D-GLCP," 3, 3, 3, 4",C3,77
A-D-GLCP," 3, 3, 3, 4",C4,77.2
A-D-GLCP," 3, 3, 3, 4",C5,74.4
A-D-GLCP," 3, 3, 3, 4",C6,65.7
