Residual,Connection,Atom,Shift
A-L-RHAP, ,H1,5.18
A-L-RHAP, ,H2,4.19
A-L-RHAP, ,H3,3.89
A-L-RHAP, ,H4,3.48
A-L-RHAP, ,H5,3.71
A-L-RHAP, ,H6,1.27
B-D-GLCPNAC,2,H1,4.61
B-D-GLCPNAC,2,H2,3.72
B-D-GLCPNAC,2,H3,3.59
B-D-GLCPNAC,2,H4,3.47
B-D-GLCPNAC,2,H5,4.42
B-D-GLCPNAC,2,H61,3.76
B-D-GLCPNAC,2,H62,3.89
B-D-GLCPNAC,2,CH3CON,2.09
A-L-RHAP,3,H1,5
A-L-RHAP,3,H2,4.12
A-L-RHAP,3,H3,3.76
A-L-RHAP,3,H4,3.62
A-L-RHAP,3,H5,3.78
A-L-RHAP,3,H6,1.34
A-L-RHAP," 3, 3",H1,5.17
A-L-RHAP," 3, 3",H2,4.08
A-L-RHAP," 3, 3",H3,3.96
A-L-RHAP," 3, 3",H4,3.49
A-L-RHAP," 3, 3",H5,3.83
A-L-RHAP," 3, 3",H6,1.3
A-L-RHAP," 3, 3, 2",H1,5.12
A-L-RHAP," 3, 3, 2",H2,4.09
A-L-RHAP," 3, 3, 2",H3,3.91
A-L-RHAP," 3, 3, 2",H4,3.47
A-L-RHAP," 3, 3, 2",H5,3.7
A-L-RHAP," 3, 3, 2",H6,1.29
A-L-RHAP, ,C1,101.9
A-L-RHAP, ,C2,78.6
A-L-RHAP, ,C3,78.9
A-L-RHAP, ,C4,72.9
A-L-RHAP, ,C5,70.4
A-L-RHAP, ,C6,17.9
B-D-GLCPNAC,2,C1,103.2
B-D-GLCPNAC,2,C2,56.9
B-D-GLCPNAC,2,C3,74.4
B-D-GLCPNAC,2,C4,71.1
B-D-GLCPNAC,2,C5,76.8
B-D-GLCPNAC,2,C6,61.8
B-D-GLCPNAC,2,CH3CON,23.9
B-D-GLCPNAC,2,CH3CON,175.6
A-L-RHAP,3,C1,103.7
A-L-RHAP,3,C2,71
A-L-RHAP,3,C3,78.8
A-L-RHAP,3,C4,72.8
A-L-RHAP,3,C5,70.2
A-L-RHAP,3,C6,17.9
A-L-RHAP," 3, 3",C1,101.9
A-L-RHAP," 3, 3",C2,78.5
A-L-RHAP," 3, 3",C3,71.3
A-L-RHAP," 3, 3",C4,73.4
A-L-RHAP," 3, 3",C5,70.2
A-L-RHAP," 3, 3",C6,18.1
A-L-RHAP," 3, 3, 2",C1,101.7
A-L-RHAP," 3, 3, 2",C2,79.1
A-L-RHAP," 3, 3, 2",C3,71
A-L-RHAP," 3, 3, 2",C4,73.4
A-L-RHAP," 3, 3, 2",C5,71
A-L-RHAP," 3, 3, 2",C6,17.9
