Residual,Connection,Atom,Shift
KDN, ,H31,1.78
KDN, ,H32,2.2
KDN, ,H4,3.95
KDN, ,H5,3.55
KDN, ,H6,4.01
KDN, ,H7,4.08
KDN, ,H8,3.96
KDN, ,H91,3.93
KDN, ,H92,3.83
KDN,4,H31,1.78
KDN,4,H32,2.2
KDN,4,H4,3.95
KDN,4,H5,3.55
KDN,4,H6,4.01
KDN,4,H7,4.08
KDN,4,H8,3.96
KDN,4,H91,3.93
KDN,4,H92,3.83
KDN," 4, 4",H31,1.78
KDN," 4, 4",H32,2.2
KDN," 4, 4",H4,3.95
KDN," 4, 4",H5,3.55
KDN," 4, 4",H6,4.01
KDN," 4, 4",H7,4.08
KDN," 4, 4",H8,3.96
KDN," 4, 4",H91,3.93
KDN," 4, 4",H92,3.83
B-D-GLCP," 4, 8",H1,4.55
B-D-GLCP," 4, 8",H2,3.31
B-D-GLCP," 4, 8",H3,3.5
B-D-GLCP," 4, 8",H4,3.38
B-D-GLCP," 4, 8",H5,3.39
B-D-GLCP," 4, 8",H61,3.8
B-D-GLCP," 4, 8",H62,3.66
KDN, ,C1,176
KDN, ,C2,97.6
KDN, ,C3,40.4
KDN, ,C4,70.35
KDN, ,C5,71.6
KDN, ,C6,72.6
KDN, ,C7,68
KDN, ,C8,79.4
KDN, ,C9,61.9
KDN,4,C1,176
KDN,4,C2,97.6
KDN,4,C3,40.4
KDN,4,C4,70.35
KDN,4,C5,71.6
KDN,4,C6,72.6
KDN,4,C7,68
KDN,4,C8,79.4
KDN,4,C9,61.9
KDN," 4, 4",C1,176
KDN," 4, 4",C2,97.6
KDN," 4, 4",C3,40.4
KDN," 4, 4",C4,70.35
KDN," 4, 4",C5,71.6
KDN," 4, 4",C6,72.6
KDN," 4, 4",C7,68
KDN," 4, 4",C8,79.4
KDN," 4, 4",C9,61.9
B-D-GLCP," 4, 8",C1,102.8
B-D-GLCP," 4, 8",C2,74.6
B-D-GLCP," 4, 8",C3,77
B-D-GLCP," 4, 8",C4,71
B-D-GLCP," 4, 8",C5,77.1
B-D-GLCP," 4, 8",C6,61.9
