Residual,Connection,Atom,Shift
A-D-GALP, ,H1,5.05
A-D-GALP, ,H2,3.88
A-D-GALP, ,H3,3.99
A-D-GALP, ,H4,4.12
A-D-GALP, ,H5,4.51
A-D-GALP, ,H61,3.7
A-D-GALP, ,H62,3.7
A-D-GALP,4,H1,5
A-D-GALP,4,H2,3.93
A-D-GALP,4,H3,3.97
A-D-GALP,4,H4,4.25
A-D-GALP,4,H5,4.37
A-D-GALP,4,H61,3.7
A-D-GALP,4,H62,3.79
B-D-GLCP," 4, 4",H1,4.69
B-D-GLCP," 4, 4",H2,3.45
B-D-GLCP," 4, 4",H3,3.63
B-D-GLCP," 4, 4",H4,3.84
B-D-GLCP," 4, 4",H5,3.55
B-D-GLCP," 4, 4",H61,3.8
B-D-GLCP," 4, 4",H62,3.98
B-D-GLCP," 4, 4, 4",H1,4.48
B-D-GLCP," 4, 4, 4",H2,3.37
B-D-GLCP," 4, 4, 4",H3,3.75
B-D-GLCP," 4, 4, 4",H4,3.63
B-D-GLCP," 4, 4, 4",H5,3.49
B-D-GLCP," 4, 4, 4",H61,3.77
B-D-GLCP," 4, 4, 4",H62,3.92
A-D-GALP," 4, 4, 4, 4",H1,5.39
A-D-GALP," 4, 4, 4, 4",H2,3.94
A-D-GALP," 4, 4, 4, 4",H3,3.94
A-D-GALP," 4, 4, 4, 4",H4,4.11
A-D-GALP," 4, 4, 4, 4",H5,4.23
A-D-GALP," 4, 4, 4, 4",H61,3.9
A-D-GALP," 4, 4, 4, 4",H62,4.16
B-D-GLCP," 4, 4, 4, 4, 6",H1,4.48
B-D-GLCP," 4, 4, 4, 4, 6",H2,3.35
B-D-GLCP," 4, 4, 4, 4, 6",H3,3.5
B-D-GLCP," 4, 4, 4, 4, 6",H4,3.4
B-D-GLCP," 4, 4, 4, 4, 6",H5,3.46
B-D-GLCP," 4, 4, 4, 4, 6",H61,3.72
B-D-GLCP," 4, 4, 4, 4, 6",H62,3.91
A-D-GALP, ,C1,100.7
A-D-GALP, ,C2,69.9
A-D-GALP, ,C3,69.8
A-D-GALP, ,C4,78.8
A-D-GALP, ,C5,70.7
A-D-GALP, ,C6,67.8
A-D-GALP,4,C1,101.1
A-D-GALP,4,C2,70.2
A-D-GALP,4,C3,70.7
A-D-GALP,4,C4,79.3
A-D-GALP,4,C5,71.2
A-D-GALP,4,C6,61.3
B-D-GLCP," 4, 4",C1,104.4
B-D-GLCP," 4, 4",C2,73.7
B-D-GLCP," 4, 4",C3,80.1
B-D-GLCP," 4, 4",C4,76.8
B-D-GLCP," 4, 4",C5,76.2
B-D-GLCP," 4, 4",C6,61.1
B-D-GLCP," 4, 4, 4",C1,102.2
B-D-GLCP," 4, 4, 4",C2,74.2
B-D-GLCP," 4, 4, 4",C3,76.9
B-D-GLCP," 4, 4, 4",C4,78.8
B-D-GLCP," 4, 4, 4",C5,75.8
B-D-GLCP," 4, 4, 4",C6,61.9
A-D-GALP," 4, 4, 4, 4",C1,101
A-D-GALP," 4, 4, 4, 4",C2,69.8
A-D-GALP," 4, 4, 4, 4",C3,69.8
A-D-GALP," 4, 4, 4, 4",C4,78.4
A-D-GALP," 4, 4, 4, 4",C5,71.4
A-D-GALP," 4, 4, 4, 4",C6,68.6
B-D-GLCP," 4, 4, 4, 4, 6",C1,103.4
B-D-GLCP," 4, 4, 4, 4, 6",C2,74.1
B-D-GLCP," 4, 4, 4, 4, 6",C3,76.8
B-D-GLCP," 4, 4, 4, 4, 6",C4,70.8
B-D-GLCP," 4, 4, 4, 4, 6",C5,76.8
B-D-GLCP," 4, 4, 4, 4, 6",C6,62
