Residual,Connection,Atom,Shift
A-D-FUCPNAC, ,H1,5.56
A-D-FUCPNAC, ,H2,4.33
A-D-FUCPNAC, ,H3,3.74
A-D-FUCPNAC, ,H4,3.99
A-D-FUCPNAC, ,H5,3.96
A-D-FUCPNAC, ,H6,1.27
B-D-GALP,3,H1,4.48
B-D-GALP,3,H2,3.63
B-D-GALP,3,H3,3.69
B-D-GALP,3,H4,4.07
B-D-GALP,3,H5,3.91
B-D-GALP,3,H61,3.65
B-D-GALP,3,H62,3.89
A-L-RHAP," 3, 3",H1,5.02
A-L-RHAP," 3, 3",H2,4.31
A-L-RHAP," 3, 3",H3,3.95
A-L-RHAP," 3, 3",H4,3.52
A-L-RHAP," 3, 3",H5,3.85
A-L-RHAP," 3, 3",H6,1.28
B-D-QUIP3NAC," 3, 3, 3",H1,4.89
B-D-QUIP3NAC," 3, 3, 3",H2,3.48
B-D-QUIP3NAC," 3, 3, 3",H3,3.93
B-D-QUIP3NAC," 3, 3, 3",H4,3.24
B-D-QUIP3NAC," 3, 3, 3",H5,3.58
B-D-QUIP3NAC," 3, 3, 3",H6,1.32
A-D-GALP," 3, 6",H1,4.98
A-D-GALP," 3, 6",H2,3.85
A-D-GALP," 3, 6",H3,3.79
A-D-GALP," 3, 6",H4,3.98
A-D-GALP," 3, 6",H5,3.88
A-D-GALP," 3, 6",H6,3.75
A-D-FUCPNAC, ,C1,96.5
A-D-FUCPNAC, ,C2,48.4
A-D-FUCPNAC, ,C3,79.7
A-D-FUCPNAC, ,C4,72
A-D-FUCPNAC, ,C5,67.5
A-D-FUCPNAC, ,C6,16.4
B-D-GALP,3,C1,105.7
B-D-GALP,3,C2,70.7
B-D-GALP,3,C3,81.5
B-D-GALP,3,C4,69
B-D-GALP,3,C5,73.4
B-D-GALP,3,C6,67
A-L-RHAP," 3, 3",C1,102.9
A-L-RHAP," 3, 3",C2,70.5
A-L-RHAP," 3, 3",C3,80.6
A-L-RHAP," 3, 3",C4,71.6
A-L-RHAP," 3, 3",C5,70.1
A-L-RHAP," 3, 3",C6,17.5
B-D-QUIP3NAC," 3, 3, 3",C1,104.8
B-D-QUIP3NAC," 3, 3, 3",C2,75.1
B-D-QUIP3NAC," 3, 3, 3",C3,56.6
B-D-QUIP3NAC," 3, 3, 3",C4,73.7
B-D-QUIP3NAC," 3, 3, 3",C5,73.7
B-D-QUIP3NAC," 3, 3, 3",C6,17.7
A-D-GALP," 3, 6",C1,99.5
A-D-GALP," 3, 6",C2,69
A-D-GALP," 3, 6",C3,70.2
A-D-GALP," 3, 6",C4,70.1
A-D-GALP," 3, 6",C5,72
A-D-GALP," 3, 6",C6,62
