Residual,Connection,Atom,Shift
A-D-GALPA, ,H1,5.14
A-D-GALPA, ,H2,4.15
A-D-GALPA, ,H3,4.25
A-D-GALPA, ,H4,4.65
A-D-GALPA, ,H5,4.85
B-D-GALPNAC,3,H1,4.8
B-D-GALPNAC,3,H2,4.15
B-D-GALPNAC,3,H3,3.8
B-D-GALPNAC,3,H4,4.12
B-D-GALPNAC,3,H5,3.64
B-D-GALPNAC,3,H61,3.89
B-D-GALPNAC,3,H62,3.77
A-D-GALPNAC," 3, 3",H1,5.1
A-D-GALPNAC," 3, 3",H2,4.3
A-D-GALPNAC," 3, 3",H3,3.91
A-D-GALPNAC," 3, 3",H4,4.07
A-D-GALPNAC," 3, 3",H5,3.91
A-D-GALPNAC," 3, 3",H61,3.72
A-D-GALPNAC," 3, 3",H62,3.72
A-D-GALPNAC," 3, 3, 4",H1,5
A-D-GALPNAC," 3, 3, 4",H2,4.24
A-D-GALPNAC," 3, 3, 4",H3,4.16
A-D-GALPNAC," 3, 3, 4",H4,4.18
A-D-GALPNAC," 3, 3, 4",H5,4.41
A-D-GALPNAC," 3, 3, 4",H61,3.79
A-D-GALPNAC," 3, 3, 4",H62,3.79
A-D-FUCP,4,H1,4.97
A-D-FUCP,4,H2,3.71
A-D-FUCP,4,H3,4.22
A-D-FUCP,4,H4,3.72
A-D-FUCP,4,H5,3.53
A-D-FUCP,4,H61,1.28
A-D-GALPA, ,C1,101.6
A-D-GALPA, ,C2,67.8
A-D-GALPA, ,C3,78
A-D-GALPA, ,C4,76.8
A-D-GALPA, ,C5,72.2
A-D-GALPA, ,C6,175
B-D-GALPNAC,3,C1,104.7
B-D-GALPNAC,3,C2,52.1
B-D-GALPNAC,3,C3,77.2
B-D-GALPNAC,3,C4,65.6
B-D-GALPNAC,3,C5,76.4
B-D-GALPNAC,3,C6,62.7
A-D-GALPNAC," 3, 3",C1,95.5
A-D-GALPNAC," 3, 3",C2,50.9
A-D-GALPNAC," 3, 3",C3,68.5
A-D-GALPNAC," 3, 3",C4,78
A-D-GALPNAC," 3, 3",C5,73.4
A-D-GALPNAC," 3, 3",C6,61.4
A-D-GALPNAC," 3, 3, 4",C1,99.7
A-D-GALPNAC," 3, 3, 4",C2,51.6
A-D-GALPNAC," 3, 3, 4",C3,69.9
A-D-GALPNAC," 3, 3, 4",C4,78.5
A-D-GALPNAC," 3, 3, 4",C5,72.3
A-D-GALPNAC," 3, 3, 4",C6,60.9
A-D-FUCP,4,C1,99.4
A-D-FUCP,4,C2,67.5
A-D-FUCP,4,C3,50.9
A-D-FUCP,4,C4,72
A-D-FUCP,4,C5,68.5
A-D-FUCP,4,C6,17
