Residual,Connection,Atom,Shift
A-D-GLCP, ,H1,5.72
A-D-GLCP, ,H2,3.43
A-D-GLCP, ,H3,3.9
A-D-GLCP, ,H4,3.51
A-D-GLCP, ,H5,4.11
A-D-GLCP, ,H61,4.28
A-D-GLCP, ,H62,3.89
B-D-GLCPN,6,H1,4.87
B-D-GLCPN,6,H2,3.15
B-D-GLCPN,6,H3,3.89
B-D-GLCPN,6,H4,3.94
B-D-GLCPN,6,H5,3.78
B-D-GLCPN,6,H61,3.79
B-D-GLCPN,6,H62,3.5
A-D-KDOP," 6, 6",H31,2.15
A-D-KDOP," 6, 6",H32,2.25
A-D-KDOP," 6, 6",H4,4.6
A-D-KDOP," 6, 6",H5,4.34
A-D-KDOP," 6, 6",H6,3.86
A-D-KDOP," 6, 6",H7,4.1
A-D-KDOP," 6, 6",H81,3.04
A-D-KDOP," 6, 6",H82,3.5
D-A-D-HEPP," 6, 6, 5",H1,5.1
D-A-D-HEPP," 6, 6, 5",H2,4.28
D-A-D-HEPP," 6, 6, 5",H3,4.35
D-A-D-HEPP," 6, 6, 5",H4,3.91
D-A-D-HEPP," 6, 6, 5",H5,4.1
D-A-D-HEPP," 6, 6, 5",H6,4.08
D-A-D-HEPP," 6, 6, 5",H71,3.79
D-A-D-HEPP," 6, 6, 5",H72,3.71
A-D-GLCP, ,C1,93.4
A-D-GLCP, ,C2,55.7
A-D-GLCP, ,C3,71.7
A-D-GLCP, ,C4,71.3
A-D-GLCP, ,C5,74.2
A-D-GLCP, ,C6,70.9
B-D-GLCPN,6,C1,100.8
B-D-GLCPN,6,C2,57.2
B-D-GLCPN,6,C3,73.3
B-D-GLCPN,6,C4,75.8
B-D-GLCPN,6,C5,75.4
B-D-GLCPN,6,C6,64.1
A-D-KDOP," 6, 6",C1,101.2
A-D-KDOP," 6, 6",C2,35.6
A-D-KDOP," 6, 6",C3,71.6
A-D-KDOP," 6, 6",C4,75.2
A-D-KDOP," 6, 6",C5,75.5
A-D-KDOP," 6, 6",C6,67.3
A-D-KDOP," 6, 6",C7,44.8
D-A-D-HEPP," 6, 6, 5",C1,102.5
D-A-D-HEPP," 6, 6, 5",C2,70.9
D-A-D-HEPP," 6, 6, 5",C3,77.4
D-A-D-HEPP," 6, 6, 5",C4,67.6
D-A-D-HEPP," 6, 6, 5",C5,74.5
D-A-D-HEPP," 6, 6, 5",C6,74.5
D-A-D-HEPP," 6, 6, 5",C7,64
