Residual,Connection,Atom,Shift
A-D-GLCPNAC, ,H1,5.16
A-D-GLCPNAC, ,H2,4.12
A-D-GLCPNAC, ,H3,3.9
A-D-GLCPNAC, ,H4,3.62
A-D-GLCPNAC, ,H5,4.08
A-D-GLCPNAC, ,H6,3.85
A-L-FUCPNAC,3,H1,5.04
A-L-FUCPNAC,3,H2,4.44
A-L-FUCPNAC,3,H3,4.03
A-L-FUCPNAC,3,H4,4.12
A-L-FUCPNAC,3,H5,4.46
A-L-FUCPNAC,3,H6,1.32
A-D-GALP," 3, 3",H1,5.05
A-D-GALP," 3, 3",H2,3.71
A-D-GALP," 3, 3",H3,3.78
A-D-GALP," 3, 3",H4,3.91
A-D-GALP," 3, 3",H5,4.1
A-D-GALP," 3, 3",H6,3.69
B-D-GLCPA," 3, 4",H1,4.65
B-D-GLCPA," 3, 4",H2,3.58
B-D-GLCPA," 3, 4",H3,3.63
B-D-GLCPA," 3, 4",H4,3.83
B-D-GLCPA," 3, 4",H5,3.83
A-D-GLCPNAC, ,C1,100
A-D-GLCPNAC, ,C2,55.5
A-D-GLCPNAC, ,C3,78.3
A-D-GLCPNAC, ,C4,70.3
A-D-GLCPNAC, ,C5,73.2
A-D-GLCPNAC, ,C6,62.4
A-D-GLCPNAC, ,NAc,176.2
A-D-GLCPNAC, ,NAc(CO),176.3
A-L-FUCPNAC,3,C1,99.6
A-L-FUCPNAC,3,C2,50.6
A-L-FUCPNAC,3,C3,75.3
A-L-FUCPNAC,3,C4,81.1
A-L-FUCPNAC,3,C5,69.7
A-L-FUCPNAC,3,C6,16.7
A-L-FUCPNAC,3,NAc,176.2
A-L-FUCPNAC,3,NAc(CO),176.3
A-D-GALP," 3, 3",C1,102.5
A-D-GALP," 3, 3",C2,70.4
A-D-GALP," 3, 3",C3,71.4
A-D-GALP," 3, 3",C4,71.5
A-D-GALP," 3, 3",C5,73.2
A-D-GALP," 3, 3",C6,63.4
B-D-GLCPA," 3, 4",C1,105.3
B-D-GLCPA," 3, 4",C2,74.2
B-D-GLCPA," 3, 4",C3,84.2
B-D-GLCPA," 3, 4",C4,73.6
B-D-GLCPA," 3, 4",C5,77.9
B-D-GLCPA," 3, 4",C6,173.7
