Residual,Connection,Atom,Shift
B-D-QUIP4NAC, ,H1,4.46
B-D-QUIP4NAC, ,H2,3.43
B-D-QUIP4NAC, ,H3,3.7
B-D-QUIP4NAC, ,H4,3.73
B-D-QUIP4NAC, ,H5,3.52
B-D-QUIP4NAC, ,H6,1.17
B-D-QUIP4NAC, ,NAc,1.96
A-D-GLCPNAC,3,H1,5.08
A-D-GLCPNAC,3,H2,4.03
A-D-GLCPNAC,3,H3,3.97
A-D-GLCPNAC,3,H4,3.68
A-D-GLCPNAC,3,H5,4.22
A-D-GLCPNAC,3,H61,3.88
A-D-GLCPNAC,3,H62,3.8
B-D-GALP," 3, 3",H1,4.69
B-D-GALP," 3, 3",H2,3.98
B-D-GALP," 3, 3",H3,4.37
B-D-GALP," 3, 3",H4,4.19
B-D-GALP," 3, 3",H5,3.76
B-D-GALP," 3, 3",H61,3.9
B-D-GALP," 3, 3",H62,3.88
B-D-GLCPNAC," 3, 3, 2",H1,4.93
B-D-GLCPNAC," 3, 3, 2",H2,3.77
B-D-GLCPNAC," 3, 3, 2",H3,3.48
B-D-GLCPNAC," 3, 3, 2",H4,3.39
B-D-GLCPNAC," 3, 3, 2",H5,3.42
B-D-GLCPNAC," 3, 3, 2",H61,3.94
B-D-GLCPNAC," 3, 3, 2",H62,3.75
A-D-GLCP," 3, 3, 4",H1,5.01
A-D-GLCP," 3, 3, 4",H2,3.52
A-D-GLCP," 3, 3, 4",H3,3.77
A-D-GLCP," 3, 3, 4",H4,3.49
A-D-GLCP," 3, 3, 4",H5,3.93
A-D-GLCP," 3, 3, 4",H61,3.95
A-D-GLCP," 3, 3, 4",H62,3.82
B-D-QUIP4NAC, ,C1,103.5
B-D-QUIP4NAC, ,C2,73.3
B-D-QUIP4NAC, ,C3,78.1
B-D-QUIP4NAC, ,C4,57.4
B-D-QUIP4NAC, ,C5,72.1
B-D-QUIP4NAC, ,C6,17.3
B-D-QUIP4NAC, ,NAc,22.9
B-D-QUIP4NAC, ,CO,174.7
A-D-GLCPNAC,3,C1,97.9
A-D-GLCPNAC,3,C2,52.6
A-D-GLCPNAC,3,C3,80.7
A-D-GLCPNAC,3,C4,68.5
A-D-GLCPNAC,3,C5,71.9
A-D-GLCPNAC,3,C6,60.8
A-D-GLCPNAC,3,NAc,23.4
A-D-GLCPNAC,3,CO,174.7
B-D-GALP," 3, 3",C1,100.4
B-D-GALP," 3, 3",C2,75.1
B-D-GALP," 3, 3",C3,78.4
B-D-GALP," 3, 3",C4,77.7
B-D-GALP," 3, 3",C5,75.7
B-D-GALP," 3, 3",C6,60.8
B-D-GLCPNAC," 3, 3, 2",C1,100.7
B-D-GLCPNAC," 3, 3, 2",C2,56.3
B-D-GLCPNAC," 3, 3, 2",C3,76.2
B-D-GLCPNAC," 3, 3, 2",C4,71
B-D-GLCPNAC," 3, 3, 2",C5,77.1
B-D-GLCPNAC," 3, 3, 2",C6,62
B-D-GLCPNAC," 3, 3, 2",NAc,23.3
B-D-GLCPNAC," 3, 3, 2",CO,175.8
A-D-GLCP," 3, 3, 4",C1,101.1
A-D-GLCP," 3, 3, 4",C2,72.9
A-D-GLCP," 3, 3, 4",C3,73.5
A-D-GLCP," 3, 3, 4",C4,70.2
A-D-GLCP," 3, 3, 4",C5,73
A-D-GLCP," 3, 3, 4",C6,60.8
