Residual,Connection,Atom,Shift
A-D-GLCPN, ,H1,5.646
A-D-GLCPN, ,H2,3.348
A-D-GLCPN, ,H3,3.91
A-D-GLCPN, ,H4,3.629
A-D-GLCPN, ,H5,4.05
A-D-GLCPN, ,H6 a,3.819
A-D-GLCPN, ,H 6b,4.097
B-D-GLCPN,6,H1,4.691
B-D-GLCPN,6,H2,3.766
B-D-GLCPN,6,H3,3.72
B-D-GLCPN,6,H4,3.752
B-D-GLCPN,6,H5,3.68
B-D-GLCPN,6,H6 a,3.381
B-D-GLCPN,6,H6 b,3.666
A-D-KDOP," 6, 6",H3 ax,2.081
A-D-KDOP," 6, 6",H3 eq,1.974
A-D-KDOP," 6, 6",H4,3.96
A-D-KDOP," 6, 6",H5,4.297
A-D-KDOP," 6, 6",H6,3.503
A-D-KDOP," 6, 6",H7,3.684
A-D-KDOP," 6, 6",H8a,3.547
A-D-KDOP," 6, 6",H8 b,3.857
A-D-KDOP," 6, 6, 4",H3 ax,1.744
A-D-KDOP," 6, 6, 4",H3 eq,1.998
A-D-KDOP," 6, 6, 4",H4,4.031
A-D-KDOP," 6, 6, 4",H5,3.989
A-D-KDOP," 6, 6, 4",H6,3.557
A-D-KDOP," 6, 6, 4",H7,3.926
A-D-KDOP," 6, 6, 4",H8 a,3.716
A-D-KDOP," 6, 6, 4",H8 b,4.003
A-D-KDOP," 6, 6, 5",H3 ax,2.056
A-D-KDOP," 6, 6, 5",H3 eq,2.432
A-D-KDOP," 6, 6, 5",H4,4.463
A-D-KDOP," 6, 6, 5",H5,4.195
A-D-KDOP," 6, 6, 5",H6,4.378
A-D-KDOP," 6, 6, 5",H7,4
A-D-KDOP," 6, 6, 5",H8a,3.99
A-D-KDOP," 6, 6, 5",H8 b,3.99
A-D-GLCPNAC," 6, 6, 5, 4",H1,5.28
A-D-GLCPNAC," 6, 6, 5, 4",H2,3.469
A-D-GLCPNAC," 6, 6, 5, 4",H3,4.108
A-D-GLCPNAC," 6, 6, 5, 4",H4,3.915
A-D-GLCPNAC," 6, 6, 5, 4",H5,4.153
