Residual,Connection,Atom,Shift
CHOLINE, ,H1,4.48
CHOLINE, ,H2,3.69
CHOLINE, ,H3,3.23
A-D-GLCPNAC,1,H1,5.37
A-D-GLCPNAC,1,H2,4.1
A-D-GLCPNAC,1,H3,4.08
A-D-GLCPNAC,1,H4,4.08
A-D-GLCPNAC,1,H5,3.95
A-D-GLCPNAC,1,H61,3.84
A-D-GLCPNAC,1,H62,3.93
A-D-GLCPNAC,1,CH3CO,2.05
B-D-GLCPNAC," 1, 3",H1,4.69
B-D-GLCPNAC," 1, 3",H2,3.75
B-D-GLCPNAC," 1, 3",H3,3.85
B-D-GLCPNAC," 1, 3",H4,3.55
B-D-GLCPNAC," 1, 3",H5,3.38
B-D-GLCPNAC," 1, 3",H61,3.76
B-D-GLCPNAC," 1, 3",H62,3.92
B-D-GLCPNAC," 1, 3",CH3CON,2.05
B-D-GALP," 1, 3, 3",H1,4.51
B-D-GALP," 1, 3, 3",H2,3.67
B-D-GALP," 1, 3, 3",H3,3.75
B-D-GALP," 1, 3, 3",H4,4.07
B-D-GALP," 1, 3, 3",H5,3.73
B-D-GALP," 1, 3, 3",H61,3.75
B-D-GALP," 1, 3, 3",H62,3.81
B-D-GLCP," 1, 3, 3, 3",H1,4.67
B-D-GLCP," 1, 3, 3, 3",H2,3.42
B-D-GLCP," 1, 3, 3, 3",H3,3.79
B-D-GLCP," 1, 3, 3, 3",H4,3.64
B-D-GLCP," 1, 3, 3, 3",H5,3.7
B-D-GLCP," 1, 3, 3, 3",H61,4.02
B-D-GLCP," 1, 3, 3, 3",H62,4.22
A-D-GLCP," 1, 3, 3, 3, 4",H1,5.39
A-D-GLCP," 1, 3, 3, 3, 4",H2,3.58
A-D-GLCP," 1, 3, 3, 3, 4",H3,3.7
A-D-GLCP," 1, 3, 3, 3, 4",H4,3.38
A-D-GLCP," 1, 3, 3, 3, 4",H5,3.74
A-D-GLCP," 1, 3, 3, 3, 4",H61,3.75
A-D-GLCP," 1, 3, 3, 3, 4",H62,3.89
CHOLINE, ,C1,67.5
CHOLINE, ,C2,61
CHOLINE, ,C3,55.3
A-D-GLCPNAC,1,C1,94.8
A-D-GLCPNAC,1,C2,55.6
A-D-GLCPNAC,1,C3,76.6
A-D-GLCPNAC,1,C4,73.4
A-D-GLCPNAC,1,C5,73.6
A-D-GLCPNAC,1,C6,61.7
A-D-GLCPNAC,1,CH3CO,174.9
A-D-GLCPNAC,1,CH3CO,23.6
B-D-GLCPNAC," 1, 3",C1,101.8
B-D-GLCPNAC," 1, 3",C2,56
B-D-GLCPNAC," 1, 3",C3,84.2
B-D-GLCPNAC," 1, 3",C4,69.9
B-D-GLCPNAC," 1, 3",C5,75.7
B-D-GLCPNAC," 1, 3",C6,61.5
B-D-GLCPNAC," 1, 3",CH3CO,175.5
B-D-GLCPNAC," 1, 3",CH3CO,23.6
B-D-GALP," 1, 3, 3",C1,104.5
B-D-GALP," 1, 3, 3",C2,71.1
B-D-GALP," 1, 3, 3",C3,83.5
B-D-GALP," 1, 3, 3",C4,69.2
B-D-GALP," 1, 3, 3",C5,77
B-D-GALP," 1, 3, 3",C6,62.1
B-D-GLCP," 1, 3, 3, 3",C1,104.8
B-D-GLCP," 1, 3, 3, 3",C2,74.4
B-D-GLCP," 1, 3, 3, 3",C3,76.3
B-D-GLCP," 1, 3, 3, 3",C4,78
B-D-GLCP," 1, 3, 3, 3",C5,74
B-D-GLCP," 1, 3, 3, 3",C6,66
A-D-GLCP," 1, 3, 3, 3, 4",C1,100.5
A-D-GLCP," 1, 3, 3, 3, 4",C2,72.9
A-D-GLCP," 1, 3, 3, 3, 4",C3,74.1
A-D-GLCP," 1, 3, 3, 3, 4",C4,70.9
A-D-GLCP," 1, 3, 3, 3, 4",C5,74
A-D-GLCP," 1, 3, 3, 3, 4",C6,62
