Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,DGlcNAcOMe6SO,1,-1.286,1.938,-0.094,102.84
ATOM,2,C2,DGlcNAcOMe6SO,1,-1.944,2.3,1.257,56.02
ATOM,3,C3,DGlcNAcOMe6SO,1,-3.472,2.102,1.161,73.07
ATOM,4,C4,DGlcNAcOMe6SO,1,-4.076,2.887,-0.027,77.22
ATOM,5,C5,DGlcNAcOMe6SO,1,-3.32,2.563,-1.351,74.22
ATOM,6,C6,DGlcNAcOMe6SO,1,-3.742,3.463,-2.526,67.58
ATOM,7,O1,DGlcNAcOMe6SO,1,0.084,2.283,-0.06,-1.0
ATOM,8,O3,DGlcNAcOMe6SO,1,-4.064,2.542,2.376,-1.0
ATOM,9,O4,DGlcNAcOMe6SO,1,-5.451,2.533,-0.128,-1.0
ATOM,10,O5,DGlcNAcOMe6SO,1,-1.875,2.718,-1.165,-1.0
ATOM,11,O6,DGlcNAcOMe6SO,1,-3.02,3.114,-3.706,-1.0
ATOM,12,HO3,DGlcNAcOMe6SO,1,-3.45,2.251,3.059,-1.0
ATOM,14,H1,DGlcNAcOMe6SO,1,-1.393,0.854,-0.305,4.48
ATOM,15,H2,DGlcNAcOMe6SO,1,-1.729,3.364,1.481,3.75
ATOM,16,H3,DGlcNAcOMe6SO,1,-3.686,1.022,1.028,3.7
ATOM,17,H4,DGlcNAcOMe6SO,1,-3.992,3.972,0.181,3.81
ATOM,18,H5,DGlcNAcOMe6SO,1,-3.541,1.513,-1.629,3.68
ATOM,19,H61,DGlcNAcOMe6SO,1,-4.827,3.351,-2.711,4.28
ATOM,20,H62,DGlcNAcOMe6SO,1,-3.582,4.531,-2.283,4.41
ATOM,21,NM,DGlcNAcOMe6SO,1,-1.412,1.481,2.293,-1.0
ATOM,22,CM,DGlcNAcOMe6SO,1,-0.755,2.054,3.351,-1.0
ATOM,23,CM2,DGlcNAcOMe6SO,1,-0.239,1.058,4.371,-1.0
ATOM,24,OM,DGlcNAcOMe6SO,1,-0.583,3.251,3.483,-1.0
ATOM,25,HM1,DGlcNAcOMe6SO,1,-1.521,0.458,2.247,-1.0
ATOM,26,HM2,DGlcNAcOMe6SO,1,0.276,1.579,5.211,-1.0
ATOM,27,HM3,DGlcNAcOMe6SO,1,0.491,0.363,3.896,-1.0
ATOM,28,HM4,DGlcNAcOMe6SO,1,-1.082,0.466,4.797,-1.0
ATOM,29,CM,DGlcNAcOMe6SO,1,0.782,1.556,0.954,-1.0
ATOM,30,HM1,DGlcNAcOMe6SO,1,0.376,0.568,1.029,-1.0
ATOM,31,HM2,DGlcNAcOMe6SO,1,0.672,2.061,1.891,-1.0
ATOM,32,HM3,DGlcNAcOMe6SO,1,1.821,1.498,0.701,-1.0
ATOM,33,SM,DGlcNAcOMe6SO,1,-3.901,2.728,-4.764,-1.0
ATOM,34,OM1,DGlcNAcOMe6SO,1,-4.83,1.754,-4.282,-1.0
ATOM,35,OM2,DGlcNAcOMe6SO,1,-4.669,3.964,-5.269,-1.0
ATOM,36,OM3,DGlcNAcOMe6SO,1,-3.14,2.17,-5.838,-1.0
ATOM,37,HM,DGlcNAcOMe6SO,1,-3.731,1.911,-6.549,-1.0
ATOM,38,C5,BGAL,2,-7.0,5.194,1.84,76.07
ATOM,39,H5,BGAL,2,-6.682,6.075,1.25,3.71
ATOM,40,O5,BGAL,2,-6.19,4.056,1.452,-1.0
ATOM,41,C1,BGAL,2,-6.276,3.636,0.061,101.26
ATOM,42,H1,BGAL,2,-5.933,4.46,-0.587,4.54
