Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,DGlcOMe6SO,1,-1.286,1.938,-0.094,103.97
ATOM,2,C2,DGlcOMe6SO,1,-1.944,2.3,1.257,73.5
ATOM,3,C3,DGlcOMe6SO,1,-3.472,2.102,1.161,75.1
ATOM,4,C4,DGlcOMe6SO,1,-4.076,2.887,-0.027,79.32
ATOM,5,C5,DGlcOMe6SO,1,-3.32,2.563,-1.351,73.58
ATOM,6,C6,DGlcOMe6SO,1,-3.742,3.463,-2.526,67.5
ATOM,7,O1,DGlcOMe6SO,1,0.084,2.283,-0.06,-1.0
ATOM,8,O2,DGlcOMe6SO,1,-1.412,1.481,2.293,-1.0
ATOM,9,O3,DGlcOMe6SO,1,-4.064,2.542,2.376,-1.0
ATOM,10,O4,DGlcOMe6SO,1,-5.451,2.533,-0.128,-1.0
ATOM,11,O5,DGlcOMe6SO,1,-1.875,2.718,-1.165,-1.0
ATOM,12,O6,DGlcOMe6SO,1,-3.02,3.114,-3.706,-1.0
ATOM,13,HO2,DGlcOMe6SO,1,-0.462,1.46,2.135,-1.0
ATOM,14,HO3,DGlcOMe6SO,1,-3.45,2.251,3.059,-1.0
ATOM,16,H1,DGlcOMe6SO,1,-1.393,0.854,-0.305,4.41
ATOM,17,H2,DGlcOMe6SO,1,-1.729,3.364,1.481,3.36
ATOM,18,H3,DGlcOMe6SO,1,-3.686,1.022,1.028,3.66
ATOM,19,H4,DGlcOMe6SO,1,-3.992,3.972,0.181,3.69
ATOM,20,H5,DGlcOMe6SO,1,-3.541,1.513,-1.629,3.8
ATOM,21,H61,DGlcOMe6SO,1,-4.827,3.351,-2.711,4.29
ATOM,22,H62,DGlcOMe6SO,1,-3.582,4.531,-2.283,4.41
ATOM,23,CM,DGlcOMe6SO,1,0.782,1.556,0.954,-1.0
ATOM,24,HM1,DGlcOMe6SO,1,0.376,0.568,1.029,-1.0
ATOM,25,HM2,DGlcOMe6SO,1,0.672,2.061,1.891,-1.0
ATOM,26,HM3,DGlcOMe6SO,1,1.821,1.498,0.701,-1.0
ATOM,27,SM,DGlcOMe6SO,1,-3.901,2.728,-4.764,-1.0
ATOM,28,OM1,DGlcOMe6SO,1,-4.83,1.754,-4.282,-1.0
ATOM,29,OM2,DGlcOMe6SO,1,-4.669,3.964,-5.269,-1.0
ATOM,30,OM3,DGlcOMe6SO,1,-3.14,2.17,-5.838,-1.0
ATOM,31,HM,DGlcOMe6SO,1,-3.731,1.911,-6.549,-1.0
ATOM,32,C5,DGal3SO3,2,-7.0,5.194,1.84,75.84
ATOM,33,H5,DGal3SO3,2,-6.682,6.075,1.25,3.79
ATOM,34,O5,DGal3SO3,2,-6.19,4.056,1.452,-1.0
ATOM,35,C1,DGal3SO3,2,-6.276,3.636,0.061,103.62
ATOM,36,H1,DGal3SO3,2,-5.933,4.46,-0.587,4.51
ATOM,39,C2,DGal3SO3,2,-7.739,3.274,-0.288,70.37
ATOM,40,H2,DGal3SO3,2,-8.03,2.369,0.283,3.71
ATOM,41,O2,DGal3SO3,2,-7.846,2.991,-1.663,-1.0
ATOM,42,HO2,DGal3SO3,2,-8.776,2.751,-1.835,-1.0
ATOM,43,C3,DGal3SO3,2,-8.703,4.424,0.09,81.48
ATOM,44,H3,DGal3SO3,2,-8.506,5.281,-0.584,4.34
ATOM,45,O3,DGal3SO3,2,-10.034,4.011,-0.095,-1.0
ATOM,46,C4,DGal3SO3,2,-8.505,4.906,1.55,67.64
ATOM,47,H4,DGal3SO3,2,-9.121,5.811,1.724,4.28
ATOM,48,O4,DGal3SO3,2,-8.943,3.889,2.42,-1.0
ATOM,49,HO4,DGal3SO3,2,-9.879,3.717,2.212,-1.0
ATOM,50,C6,DGal3SO3,2,-6.7,5.498,3.336,61.94
ATOM,51,H61,DGal3SO3,2,-5.616,5.573,3.481,3.77
ATOM,52,O6,DGal3SO3,2,-7.297,6.71,3.744,-1.0
ATOM,53,HO6,DGal3SO3,2,-7.063,6.835,4.666,-1.0
ATOM,54,H62,DGal3SO3,2,-7.051,4.677,3.968,3.79
ATOM,55,SM,DGal3SO3,2,-10.7,4.81,-1.076,-1.0
ATOM,56,OM1,DGal3SO3,2,-10.506,6.195,-0.776,-1.0
ATOM,57,OM2,DGal3SO3,2,-10.121,4.501,-2.469,-1.0
ATOM,58,OM3,DGal3SO3,2,-12.098,4.513,-1.065,-1.0
ATOM,59,HM,DGal3SO3,2,-12.545,5.049,-1.723,-1.0
