Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,BGLC,1,-1.286,1.938,-0.094,104.05
ATOM,2,C2,BGLC,1,-1.944,2.3,1.257,73.74
ATOM,3,C3,BGLC,1,-3.472,2.102,1.161,75.18
ATOM,4,C4,BGLC,1,-4.076,2.887,-0.027,77.14
ATOM,5,C5,BGLC,1,-3.32,2.563,-1.351,76.16
ATOM,6,C6,BGLC,1,-3.742,3.463,-2.526,61.15
ATOM,7,O1,BGLC,1,0.084,2.283,-0.06,-1.0
ATOM,8,O2,BGLC,1,-1.412,1.481,2.293,-1.0
ATOM,9,O3,BGLC,1,-4.064,2.542,2.376,-1.0
ATOM,10,O4,BGLC,1,-5.451,2.533,-0.128,-1.0
ATOM,11,O5,BGLC,1,-1.875,2.718,-1.165,-1.0
ATOM,12,O6,BGLC,1,-3.308,4.804,-2.308,-1.0
ATOM,13,HO2,BGLC,1,-0.462,1.46,2.135,-1.0
ATOM,14,HO3,BGLC,1,-3.45,2.251,3.059,-1.0
ATOM,16,HO6,BGLC,1,-2.478,4.723,-1.826,-1.0
ATOM,17,H1,BGLC,1,-1.393,0.854,-0.305,4.37
ATOM,18,H2,BGLC,1,-1.729,3.364,1.481,3.34
ATOM,19,H3,BGLC,1,-3.686,1.022,1.028,3.6
ATOM,20,H4,BGLC,1,-3.992,3.972,0.181,3.7
ATOM,21,H5,BGLC,1,-3.541,1.513,-1.629,3.48
ATOM,22,H61,BGLC,1,-3.301,3.081,-3.466,3.81
ATOM,23,H62,BGLC,1,-4.839,3.436,-2.67,3.96
ATOM,24,CM,BGLC,1,0.782,1.556,0.954,-1.0
ATOM,25,HM1,BGLC,1,0.376,0.568,1.029,-1.0
ATOM,26,HM2,BGLC,1,0.672,2.061,1.891,-1.0
ATOM,27,HM3,BGLC,1,1.821,1.498,0.701,-1.0
ATOM,28,C5,DGal6SO3,2,-7.0,5.194,1.84,73.75
ATOM,29,H5,DGal6SO3,2,-6.682,6.075,1.25,3.94
ATOM,30,O5,DGal6SO3,2,-6.19,4.056,1.452,-1.0
ATOM,31,C1,DGal6SO3,2,-6.276,3.636,0.061,101.07
ATOM,32,H1,DGal6SO3,2,-5.933,4.46,-0.587,4.5
ATOM,35,C2,DGal6SO3,2,-7.739,3.274,-0.288,76.94
ATOM,36,H2,DGal6SO3,2,-8.03,2.369,0.283,3.68
ATOM,37,O2,DGal6SO3,2,-7.846,2.991,-1.663,-1.0
ATOM,39,C3,DGal6SO3,2,-8.703,4.424,0.09,73.77
ATOM,40,H3,DGal6SO3,2,-8.506,5.281,-0.584,3.86
ATOM,41,O3,DGal6SO3,2,-10.034,4.011,-0.095,-1.0
ATOM,42,HO3,DGal6SO3,2,-10.602,4.773,0.125,-1.0
ATOM,43,C4,DGal6SO3,2,-8.505,4.906,1.55,69.8
ATOM,44,H4,DGal6SO3,2,-9.121,5.811,1.724,3.93
ATOM,45,O4,DGal6SO3,2,-8.943,3.889,2.42,-1.0
ATOM,46,HO4,DGal6SO3,2,-9.879,3.717,2.212,-1.0
ATOM,47,C6,DGal6SO3,2,-6.7,5.498,3.336,68.18
ATOM,48,H61,DGal6SO3,2,-7.009,4.645,3.949,4.16
ATOM,49,O6,DGal6SO3,2,-5.324,5.735,3.546,-1.0
ATOM,50,H62,DGal6SO3,2,-7.282,6.361,3.672,4.17
ATOM,51,SM,DGal6SO3,2,-4.769,4.804,4.479,-1.0
ATOM,52,OM1,DGal6SO3,2,-5.587,4.756,5.651,-1.0
ATOM,53,OM2,DGal6SO3,2,-4.71,3.406,3.836,-1.0
ATOM,54,OM3,DGal6SO3,2,-3.449,5.218,4.837,-1.0
ATOM,55,HM,DGal6SO3,2,-3.075,4.594,5.463,-1.0
ATOM,56,C1,AFL,3,-8.286,1.653,-1.888,100.22
ATOM,57,C2,AFL,3,-8.652,1.351,-3.354,69.22
ATOM,58,C3,AFL,3,-7.389,1.307,-4.227,70.66
ATOM,59,C4,AFL,3,-6.376,0.329,-3.61,72.6
ATOM,60,C5,AFL,3,-6.111,0.713,-2.146,67.72
ATOM,61,C6,AFL,3,-5.142,-0.234,-1.427,16.08
ATOM,62,O5,AFL,3,-7.324,0.722,-1.383,-1.0
ATOM,64,O2,AFL,3,-9.617,2.312,-3.773,-1.0
ATOM,65,O3,AFL,3,-7.753,0.973,-5.564,-1.0
ATOM,66,O4,AFL,3,-6.851,-1.017,-3.639,-1.0
ATOM,67,H5,AFL,3,-5.652,1.72,-2.132,4.22
ATOM,68,H1,AFL,3,-9.172,1.528,-1.255,5.31
ATOM,70,H2,AFL,3,-9.12,0.348,-3.381,3.81
ATOM,71,HO2,AFL,3,-9.935,2.02,-4.637,-1.0
ATOM,72,H3,AFL,3,-6.943,2.319,-4.231,3.79
ATOM,73,HO3,AFL,3,-6.976,1.149,-6.111,-1.0
ATOM,74,H4,AFL,3,-5.42,0.373,-4.167,3.81
ATOM,75,HO4,AFL,3,-6.91,-1.266,-4.571,-1.0
ATOM,76,H6,AFL,3,-4.179,-0.318,-1.956,1.23
ATOM,77,H22,AFL,3,-4.941,0.134,-0.409,-1.0
ATOM,78,H23,AFL,3,-5.575,-1.243,-1.338,-1.0
