Atom,Atom_Num,Atom_Type,Monosaccharide_belong,residual,x,y,z,labels
ATOM,1,C1,DGlcNAc,1,-1.286,1.938,-0.094,102.48
ATOM,2,C2,DGlcNAc,1,-1.944,2.3,1.257,56.46
ATOM,3,C3,DGlcNAc,1,-3.472,2.102,1.161,75.84
ATOM,4,C4,DGlcNAc,1,-4.076,2.887,-0.027,74.58
ATOM,5,C5,DGlcNAc,1,-3.32,2.563,-1.351,76.37
ATOM,6,C6,DGlcNAc,1,-3.742,3.463,-2.526,60.89
ATOM,7,O1,DGlcNAc,1,0.084,2.283,-0.06,-1.0
ATOM,8,O3,DGlcNAc,1,-4.064,2.542,2.376,-1.0
ATOM,9,O4,DGlcNAc,1,-5.451,2.533,-0.128,-1.0
ATOM,10,O5,DGlcNAc,1,-1.875,2.718,-1.165,-1.0
ATOM,11,O6,DGlcNAc,1,-3.308,4.804,-2.308,-1.0
ATOM,14,HO6,DGlcNAc,1,-2.478,4.723,-1.826,-1.0
ATOM,15,H1,DGlcNAc,1,-1.393,0.854,-0.305,4.51
ATOM,16,H2,DGlcNAc,1,-1.729,3.364,1.481,3.88
ATOM,17,H3,DGlcNAc,1,-3.686,1.022,1.028,3.91
ATOM,18,H4,DGlcNAc,1,-3.992,3.972,0.181,3.92
ATOM,19,H5,DGlcNAc,1,-3.541,1.513,-1.629,3.62
ATOM,20,H61,DGlcNAc,1,-3.301,3.081,-3.466,3.87
ATOM,21,H62,DGlcNAc,1,-4.839,3.436,-2.67,4.02
ATOM,22,NM,DGlcNAc,1,-1.412,1.481,2.293,-1.0
ATOM,23,CM,DGlcNAc,1,-0.755,2.054,3.351,-1.0
ATOM,24,CM2,DGlcNAc,1,-0.239,1.058,4.371,-1.0
ATOM,25,OM,DGlcNAc,1,-0.583,3.251,3.483,-1.0
ATOM,26,HM1,DGlcNAc,1,-1.521,0.458,2.247,-1.0
ATOM,27,HM2,DGlcNAc,1,0.276,1.579,5.211,-1.0
ATOM,28,HM3,DGlcNAc,1,0.491,0.363,3.896,-1.0
ATOM,29,HM4,DGlcNAc,1,-1.082,0.466,4.797,-1.0
ATOM,30,CM,DGlcNAc,1,0.782,1.556,0.954,-1.0
ATOM,31,HM1,DGlcNAc,1,0.376,0.568,1.029,-1.0
ATOM,32,HM2,DGlcNAc,1,0.672,2.061,1.891,-1.0
ATOM,33,HM3,DGlcNAc,1,1.821,1.498,0.701,-1.0
ATOM,34,C5,DGal3SO3,2,-8.051,4.488,1.539,75.4
ATOM,35,H5,DGal3SO3,2,-7.486,5.417,1.743,3.67
ATOM,36,O5,DGal3SO3,2,-7.11,3.432,1.214,-1.0
ATOM,37,C1,DGal3SO3,2,-6.276,3.64,0.039,102.52
ATOM,38,H1,DGal3SO3,2,-5.651,4.536,0.193,4.51
ATOM,41,C2,DGal3SO3,2,-7.168,3.835,-1.21,70.48
ATOM,42,H2,DGal3SO3,2,-7.697,2.884,-1.423,3.65
ATOM,43,O2,DGal3SO3,2,-6.367,4.161,-2.322,-1.0
ATOM,44,HO2,DGal3SO3,2,-6.964,4.257,-3.087,-1.0
ATOM,45,C3,DGal3SO3,2,-8.221,4.943,-0.976,81.42
ATOM,46,H3,DGal3SO3,2,-7.695,5.916,-0.908,4.33
ATOM,47,O3,DGal3SO3,2,-9.11,4.993,-2.063,-1.0
ATOM,48,C4,DGal3SO3,2,-9.016,4.735,0.339,67.37
ATOM,49,H4,DGal3SO3,2,-9.657,5.619,0.524,4.26
ATOM,50,O4,DGal3SO3,2,-9.842,3.604,0.187,-1.0
ATOM,51,HO4,DGal3SO3,2,-10.425,3.775,-0.574,-1.0
ATOM,52,C6,DGal3SO3,2,-8.778,4.082,2.852,62.3
ATOM,53,H61,DGal3SO3,2,-8.035,3.812,3.611,3.73
ATOM,54,O6,DGal3SO3,2,-9.572,5.138,3.348,-1.0
ATOM,55,HO6,DGal3SO3,2,-9.978,4.821,4.157,-1.0
ATOM,56,H62,DGal3SO3,2,-9.399,3.197,2.684,3.73
ATOM,57,SM,DGal3SO3,2,-9.057,6.259,-2.726,-1.0
