Residual,Connection,Atom,Shift,Residual Num
B-D-GLCPNAC, ,H1,4.78,1
B-D-GLCPNAC, ,H3,3.78,1
B-D-GLCPNAC, ,H4,3.81,1
B-D-GLCPNAC, ,H4,3.55,1
B-D-GLCPNAC, ,H5,3.5,1
B-D-GLCPNAC, ,H61,3.77,1
B-D-GLCPNAC, ,H62,3.92,1
B-D-GLCPNAC, ,CH3,2.05,1
B-D-GALP,3,H1,4.42,2
B-D-GALP,3,H2,3.55,2
B-D-GALP,3,H3,3.64,2
B-D-GALP,3,H4,3.93,2
B-D-GALP,3,H5,3.7,2
B-D-GALP,3,H61,3.78,2
B-D-GALP,3,H62,3.78,2
B-D-GLCPNAC, ,C1,95.6,1
B-D-GLCPNAC, ,C2,56.79,1
B-D-GLCPNAC, ,C3,83.57,1
B-D-GLCPNAC, ,C4,69.78,1
B-D-GLCPNAC, ,C5,76.37,1
B-D-GLCPNAC, ,C6,61.84,1
B-D-GLCPNAC, ,CH3,23.19,1
B-D-GLCPNAC, ,CO,175.54,1
B-D-GALP,3,C1,104.3,2
B-D-GALP,3,C2,71.65,2
B-D-GALP,3,C3,73.52,2
B-D-GALP,3,C4,69.45,2
B-D-GALP,3,C5,76.13,2
B-D-GALP,3,C6,61.81,2
