Residual,Connection,Atom,Shift,Residual Num
D-GalNAc-ol, ,H2,4.404,999
D-GalNAc-ol, ,H3,4.081,999
D-GalNAc-ol, ,H4,3.541,999
D-GalNAc-ol, ,H5,4.193,999
D-GalNAc-ol, ,H6,3.76,999
D-GalNAc-ol, ,NAC,2.058,999
b-D-Galp,3,H1,4.525,1
b-D-Galp,3,H4,3.971,1
a-D-GlcpNAc," 4,3",H1,4.869,2
a-D-GlcpNAc," 4,3",H4,3.542,2
a-D-GlcpNAc," 4,3",H5,4.183,2
a-D-GlcpNAc," 4,3",NAC,2.089,2
D-GalNAc-ol, ,C1,61.3,999
D-GalNAc-ol, ,C2,52.1,999
D-GalNAc-ol, ,C3,77.1,999
D-GalNAc-ol, ,C4,70.2,999
D-GalNAc-ol, ,C5,69.8,999
D-GalNAc-ol, ,C6,63.4,999
b-D-Galp,3,C1,104.9,1
b-D-Galp,3,C2,70.4,1
b-D-Galp,3,C3,72.7,1
b-D-Galp,3,C4,77.6,1
b-D-Galp,3,C5,76.1,1
b-D-Galp,3,C6,61.1,1
a-D-GlcpNAc," 4,3",C1,98.6,2
a-D-GlcpNAc," 4,3",C2,54.8,2
a-D-GlcpNAc," 4,3",C3,71.6,2
a-D-GlcpNAc," 4,3",C4,71.0,2
a-D-GlcpNAc," 4,3",C5,72.7,2
a-D-GlcpNAc," 4,3",C6,60.8,2
